day,time,tempC,windspeedKmph,weatherDesc,humidity,visibility
2018-12-24,20,27,3,Light rain shower,80,10
2018-12-24,21,27,1,Light rain shower,81,10
2018-12-24,22,27,1,Light rain shower,82,10
2018-12-24,23,27,1,Patchy rain possible,83,9
2018-12-25,0,27,1,Patchy rain possible,84,9
2018-12-25,1,26,1,Patchy rain possible,85,9
2018-12-25,2,26,2,Partly cloudy,86,10
2018-12-25,3,25,2,Partly cloudy,86,10
2018-12-25,4,25,3,Partly cloudy,86,10
2018-12-25,5,25,4,Partly cloudy,85,10
2018-12-25,6,26,5,Partly cloudy,84,10
2018-12-25,7,27,5,Partly cloudy,77,10
2018-12-25,8,28,6,Partly cloudy,70,10
2018-12-25,9,30,6,Partly cloudy,63,10
2018-12-25,10,31,5,Partly cloudy,59,10
2018-12-25,11,32,3,Partly cloudy,55,10
2018-12-25,12,34,1,Partly cloudy,51,10
2018-12-25,13,34,2,Partly cloudy,53,10
2018-12-25,14,33,3,Patchy rain possible,54,9
2018-12-25,15,33,4,Patchy rain possible,56,9
2018-12-25,16,31,5,Patchy rain possible,63,8
2018-12-25,17,30,6,Moderate or heavy rain shower,69,8
2018-12-25,18,28,8,Moderate or heavy rain shower,76,7
2018-12-25,19,28,8,Moderate or heavy rain shower,78,8
2018-12-25,20,27,8,Light rain shower,80,9
2018-12-25,21,27,8,Light rain shower,82,10
2018-12-25,22,27,7,Light rain shower,82,10
2018-12-25,23,27,6,Light rain shower,83,10
2018-12-26,0,27,5,Light rain shower,83,10
2018-12-26,1,26,4,Light rain shower,84,10
2018-12-26,2,26,3,Partly cloudy,84,10
2018-12-26,3,26,2,Partly cloudy,85,10
2018-12-26,4,26,2,Partly cloudy,85,10
2018-12-26,5,26,1,Partly cloudy,84,10
2018-12-26,6,26,1,Partly cloudy,84,10
2018-12-26,7,28,2,Partly cloudy,78,10
2018-12-26,8,29,3,Sunny,71,10
2018-12-26,9,31,5,Sunny,65,10
2018-12-26,10,32,5,Sunny,61,10
2018-12-26,11,32,5,Cloudy,57,10
2018-12-26,12,33,5,Cloudy,54,10
2018-12-26,13,33,5,Cloudy,54,10
2018-12-26,14,33,5,Light rain shower,55,10
2018-12-26,15,33,5,Light rain shower,56,10
2018-12-26,16,31,5,Light rain shower,62,9
2018-12-26,17,30,5,Moderate or heavy rain shower,68,8
2018-12-26,18,28,6,Moderate or heavy rain shower,74,7
2018-12-26,19,28,6,Moderate or heavy rain shower,77,7
2018-12-26,20,28,6,Moderate or heavy rain shower,79,7
2018-12-26,21,27,5,Moderate or heavy rain shower,82,7
2018-12-26,22,27,5,Moderate or heavy rain shower,83,7
2018-12-26,23,27,5,Moderate or heavy rain shower,83,7
2018-12-27,0,27,5,Moderate or heavy rain shower,84,7
2018-12-27,1,26,4,Moderate or heavy rain shower,86,8
2018-12-27,2,26,3,Light rain shower,88,9
2018-12-27,3,26,2,Light rain shower,89,10
2018-12-27,4,26,2,Light rain shower,89,10
2018-12-27,5,26,2,Partly cloudy,89,10
2018-12-27,6,26,2,Partly cloudy,88,10
2018-12-27,7,27,4,Partly cloudy,82,10
2018-12-27,8,28,5,Patchy rain possible,77,9
2018-12-27,9,29,6,Patchy rain possible,71,9
2018-12-27,10,30,8,Patchy rain possible,70,9
2018-12-27,11,30,9,Light rain shower,68,10
2018-12-27,12,30,11,Light rain shower,67,10
2018-12-27,13,29,10,Light rain shower,71,10
2018-12-27,14,28,9,Light rain shower,76,10
2018-12-27,15,27,9,Light rain shower,81,10
2018-12-27,16,27,6,Light rain shower,82,9
2018-12-27,17,26,4,Moderate or heavy rain shower,84,8
2018-12-27,18,26,1,Moderate or heavy rain shower,85,7
2018-12-27,19,26,3,Moderate or heavy rain shower,86,8
2018-12-27,20,26,5,Light rain,88,8
2018-12-27,21,25,6,Light rain,89,9
2018-12-27,22,25,6,Light rain,90,9
2018-12-27,23,25,5,Light rain,90,9
2018-12-28,0,25,4,Light rain,91,9
2018-12-28,1,24,5,Light rain,91,9
2018-12-28,2,24,7,Light rain shower,92,10
2018-12-28,3,24,8,Light rain shower,92,10
2018-12-28,4,24,7,Light rain shower,92,10
2018-12-28,5,24,6,Partly cloudy,91,10
2018-12-28,6,24,5,Partly cloudy,90,10
2018-12-28,7,25,6,Partly cloudy,86,10
2018-12-28,8,26,7,Overcast,82,10
2018-12-28,9,27,8,Overcast,78,10
2018-12-28,10,27,6,Overcast,75,10
2018-12-28,11,28,4,Partly cloudy,72,10
2018-12-28,12,29,1,Partly cloudy,69,10
2018-12-28,13,29,4,Partly cloudy,70,10
2018-12-28,14,29,6,Light rain shower,71,10
2018-12-28,15,29,9,Light rain shower,72,10
2018-12-28,16,28,7,Light rain shower,76,10
2018-12-28,17,27,4,Partly cloudy,80,10
2018-12-28,18,26,2,Partly cloudy,84,10
2018-12-28,19,26,2,Partly cloudy,84,10
2018-12-28,20,26,3,Partly cloudy,85,10
2018-12-28,21,26,4,Partly cloudy,85,10
2018-12-28,22,26,4,Partly cloudy,86,10
2018-12-28,23,25,5,Partly cloudy,86,10
2018-12-29,0,25,5,Partly cloudy,86,10
2018-12-29,1,25,6,Partly cloudy,86,10
2018-12-29,2,24,6,Light rain shower,87,10
2018-12-29,3,24,7,Light rain shower,87,10
2018-12-29,4,24,7,Light rain shower,88,10
2018-12-29,5,24,7,Light rain shower,89,10
2018-12-29,6,24,8,Light rain shower,90,10
2018-12-29,7,25,8,Light rain shower,86,10
2018-12-29,8,26,9,Light rain shower,82,10
2018-12-29,9,27,9,Light rain shower,78,10
2018-12-29,10,28,8,Light rain shower,72,10
2018-12-29,11,30,8,Partly cloudy,65,10
2018-12-29,12,32,7,Partly cloudy,59,10
2018-12-29,13,31,9,Partly cloudy,63,9
2018-12-29,14,31,10,Moderate or heavy rain shower,66,8
2018-12-29,15,30,12,Moderate or heavy rain shower,69,7
2018-12-29,16,29,9,Moderate or heavy rain shower,74,6
2018-12-29,17,28,6,Torrential rain shower,79,4
2018-12-29,18,27,3,Torrential rain shower,84,3
2018-12-29,19,26,3,Torrential rain shower,84,5
2018-12-29,20,26,2,Light rain shower,85,8
2018-12-29,21,26,2,Light rain shower,86,10
2018-12-29,22,26,3,Light rain shower,87,10
2018-12-29,23,26,3,Light rain shower,87,10
2018-12-30,0,25,4,Light rain shower,88,10
2018-12-30,1,25,4,Light rain shower,88,10
2018-12-30,2,25,4,Cloudy,89,10
2018-12-30,3,25,4,Cloudy,89,10
2018-12-30,4,25,4,Cloudy,89,10
2018-12-30,5,25,3,Cloudy,88,10
2018-12-30,6,25,3,Cloudy,88,10
2018-12-30,7,26,3,Cloudy,81,10
2018-12-30,8,28,3,Sunny,74,10
2018-12-30,9,29,4,Sunny,67,10
2018-12-30,10,30,4,Sunny,64,10
2018-12-30,11,31,5,Cloudy,62,10
2018-12-30,12,31,5,Cloudy,59,10
2018-12-30,13,31,5,Cloudy,59,10
2018-12-30,14,31,5,Partly cloudy,60,10
2018-12-30,15,31,5,Partly cloudy,61,10
2018-12-30,16,30,7,Partly cloudy,64,10
2018-12-30,17,29,9,Partly cloudy,68,10
2018-12-30,18,28,11,Partly cloudy,71,10
2018-12-30,19,27,12,Partly cloudy,70,10
2018-12-30,20,27,14,Clear,68,10
2018-12-30,21,26,15,Clear,67,10
2018-12-30,22,25,13,Clear,68,10
2018-12-30,23,25,12,Clear,68,10
2018-12-31,0,25,11,Clear,69,10
2018-12-31,1,25,11,Clear,70,10
2018-12-31,2,24,11,Clear,71,10
2018-12-31,3,24,10,Clear,71,10
2018-12-31,4,24,11,Clear,72,10
2018-12-31,5,24,11,Clear,73,10
2018-12-31,6,24,11,Sunny,74,10
2018-12-31,7,25,13,Sunny,69,10
2018-12-31,8,27,14,Sunny,64,10
2018-12-31,9,28,16,Sunny,59,10
2018-12-31,10,30,15,Sunny,56,10
2018-12-31,11,31,14,Sunny,52,10
2018-12-31,12,33,13,Sunny,49,10
2018-12-31,13,32,12,Sunny,51,10
2018-12-31,14,32,11,Partly cloudy,52,10
2018-12-31,15,32,10,Partly cloudy,54,10
2018-12-31,16,31,12,Partly cloudy,55,10
2018-12-31,17,29,14,Sunny,57,10
2018-12-31,18,28,15,Clear,59,10
2018-12-31,19,27,15,Clear,62,10
2018-12-31,20,26,14,Light rain shower,65,10
2018-12-31,21,25,14,Light rain shower,69,10
2018-12-31,22,25,15,Light rain shower,69,10
2018-12-31,23,25,16,Light rain shower,69,10
2019-12-01,0,25,5,Clear,85,10
2019-12-01,1,25,5,Clear,85,10
2019-12-01,2,24,4,Partly cloudy,85,10
2019-12-01,3,24,4,Partly cloudy,84,10
2019-12-01,4,24,3,Partly cloudy,84,10
2019-12-01,5,24,3,Clear,84,10
2019-12-01,6,24,3,Sunny,84,10
2019-12-01,7,26,3,Sunny,78,10
2019-12-01,8,28,3,Partly cloudy,73,10
2019-12-01,9,29,3,Partly cloudy,68,10
2019-12-01,10,30,3,Partly cloudy,65,10
2019-12-01,11,31,3,Partly cloudy,62,10
2019-12-01,12,32,4,Partly cloudy,59,10
2019-12-01,13,31,4,Partly cloudy,61,10
2019-12-01,14,30,5,Patchy rain possible,63,9
2019-12-01,15,29,5,Patchy rain possible,65,9
2019-12-01,16,28,7,Patchy rain possible,68,9
2019-12-01,17,28,8,Sunny,71,10
2019-12-01,18,27,10,Clear,73,10
2019-12-01,19,26,9,Clear,76,10
2019-12-01,20,26,8,Clear,79,10
2019-12-01,21,26,7,Clear,83,10
2019-12-01,22,26,7,Clear,83,10
2019-12-01,23,25,7,Clear,84,10
2019-12-02,0,25,6,Clear,85,10
2019-12-02,1,25,7,Clear,84,10
2019-12-02,2,24,8,Clear,84,10
2019-12-02,3,24,8,Clear,83,10
2019-12-02,4,24,8,Clear,83,10
2019-12-02,5,23,7,Clear,83,10
2019-12-02,6,23,6,Sunny,83,10
2019-12-02,7,25,6,Sunny,77,10
2019-12-02,8,27,5,Sunny,71,10
2019-12-02,9,29,5,Sunny,65,10
2019-12-02,10,29,4,Sunny,63,10
2019-12-02,11,30,3,Partly cloudy,62,10
2019-12-02,12,30,2,Partly cloudy,61,10
2019-12-02,13,30,3,Partly cloudy,61,10
2019-12-02,14,30,3,Sunny,62,10
2019-12-02,15,31,4,Sunny,62,10
2019-12-02,16,29,4,Sunny,66,10
2019-12-02,17,28,5,Patchy rain possible,70,9
2019-12-02,18,27,6,Patchy rain possible,73,9
2019-12-02,19,26,5,Patchy rain possible,73,9
2019-12-02,20,25,4,Patchy rain possible,73,9
2019-12-02,21,24,4,Patchy rain possible,73,9
2019-12-02,22,24,5,Patchy rain possible,74,9
2019-12-02,23,23,6,Patchy rain possible,75,9
2019-12-03,0,23,8,Patchy rain possible,76,9
2019-12-03,1,23,9,Patchy rain possible,76,9
2019-12-03,2,22,9,Clear,77,10
2019-12-03,3,22,10,Clear,77,10
2019-12-03,4,22,10,Clear,78,10
2019-12-03,5,22,9,Clear,78,10
2019-12-03,6,22,9,Sunny,78,10
2019-12-03,7,24,8,Sunny,73,10
2019-12-03,8,25,7,Sunny,68,10
2019-12-03,9,27,6,Sunny,63,10
2019-12-03,10,28,5,Sunny,62,10
2019-12-03,11,28,4,Sunny,60,10
2019-12-03,12,29,4,Sunny,59,10
2019-12-03,13,28,3,Sunny,61,10
2019-12-03,14,28,3,Partly cloudy,63,10
2019-12-03,15,28,3,Partly cloudy,66,10
2019-12-03,16,27,3,Partly cloudy,69,10
2019-12-03,17,26,4,Cloudy,73,10
2019-12-03,18,24,5,Cloudy,76,10
2019-12-03,19,24,5,Cloudy,76,10
2019-12-03,20,24,4,Clear,77,10
2019-12-03,21,24,4,Clear,77,10
2019-12-03,22,23,6,Clear,76,10
2019-12-03,23,23,8,Clear,75,10
2019-12-04,0,22,9,Clear,74,10
2019-12-04,1,22,10,Clear,74,10
2019-12-04,2,21,10,Clear,74,10
2019-12-04,3,21,10,Clear,74,10
2019-12-04,4,22,10,Clear,75,10
2019-12-04,5,22,9,Clear,76,10
2019-12-04,6,22,9,Sunny,78,10
2019-12-04,7,24,9,Sunny,72,10
2019-12-04,8,25,8,Sunny,67,10
2019-12-04,9,27,8,Sunny,62,10
2019-12-04,10,28,7,Sunny,60,10
2019-12-04,11,29,7,Sunny,58,10
2019-12-04,12,30,6,Sunny,55,10
2019-12-04,13,30,5,Sunny,57,10
2019-12-04,14,30,4,Sunny,58,10
2019-12-04,15,30,4,Sunny,60,10
2019-12-04,16,29,4,Sunny,64,10
2019-12-04,17,27,4,Sunny,68,10
2019-12-04,18,26,4,Clear,73,10
2019-12-04,19,25,4,Clear,73,10
2019-12-04,20,25,3,Partly cloudy,73,10
2019-12-04,21,25,3,Partly cloudy,74,10
2019-12-04,22,24,3,Partly cloudy,74,10
2019-12-04,23,24,3,Clear,74,10
2019-12-05,0,24,3,Clear,75,10
2019-12-05,1,23,4,Clear,75,10
2019-12-05,2,23,5,Partly cloudy,76,10
2019-12-05,3,22,6,Partly cloudy,77,10
2019-12-05,4,22,7,Partly cloudy,76,10
2019-12-05,5,22,9,Partly cloudy,76,10
2019-12-05,6,21,10,Partly cloudy,76,10
2019-12-05,7,23,10,Partly cloudy,72,10
2019-12-05,8,24,10,Partly cloudy,68,10
2019-12-05,9,25,10,Partly cloudy,65,10
2019-12-05,10,27,9,Partly cloudy,61,10
2019-12-05,11,28,9,Partly cloudy,58,10
2019-12-05,12,30,8,Partly cloudy,54,10
2019-12-05,13,30,8,Partly cloudy,53,10
2019-12-05,14,30,8,Partly cloudy,52,10
2019-12-05,15,31,8,Partly cloudy,51,10
2019-12-05,16,30,8,Partly cloudy,54,10
2019-12-05,17,29,8,Partly cloudy,56,10
2019-12-05,18,28,9,Partly cloudy,58,10
2019-12-05,19,27,9,Partly cloudy,61,10
2019-12-05,20,26,8,Cloudy,64,10
2019-12-05,21,25,8,Cloudy,67,10
2019-12-05,22,25,9,Cloudy,68,10
2019-12-05,23,24,11,Partly cloudy,70,10
2019-12-06,0,23,12,Partly cloudy,71,10
2019-12-06,1,23,12,Partly cloudy,72,10
2019-12-06,2,23,12,Partly cloudy,73,10
2019-12-06,3,22,12,Partly cloudy,74,10
2019-12-06,4,22,12,Partly cloudy,74,10
2019-12-06,5,22,12,Partly cloudy,73,10
2019-12-06,6,22,12,Partly cloudy,73,10
2019-12-06,7,23,13,Partly cloudy,69,10
2019-12-06,8,24,14,Partly cloudy,65,10
2019-12-06,9,25,14,Partly cloudy,62,10
2019-12-06,10,27,14,Partly cloudy,58,10
2019-12-06,11,28,13,Partly cloudy,54,10
2019-12-06,12,30,13,Partly cloudy,51,10
2019-12-06,13,30,12,Partly cloudy,50,10
2019-12-06,14,31,11,Partly cloudy,50,10
2019-12-06,15,31,11,Partly cloudy,49,10
2019-12-06,16,31,10,Partly cloudy,53,10
2019-12-06,17,30,8,Partly cloudy,58,10
2019-12-06,18,30,7,Partly cloudy,62,10
2019-12-06,19,29,6,Partly cloudy,65,10
2019-12-06,20,28,6,Partly cloudy,68,10
2019-12-06,21,27,5,Partly cloudy,71,10
2019-12-06,22,25,7,Partly cloudy,71,10
2019-12-06,23,24,9,Partly cloudy,71,10
2019-12-07,0,22,10,Partly cloudy,70,10
2019-12-07,1,22,11,Partly cloudy,69,10
2019-12-07,2,22,11,Cloudy,68,10
2019-12-07,3,21,11,Cloudy,67,10
2019-12-07,4,21,11,Cloudy,67,10
2019-12-07,5,21,11,Partly cloudy,67,10
2019-12-07,6,21,11,Partly cloudy,67,10
2019-12-07,7,22,11,Partly cloudy,65,10
2019-12-07,8,23,11,Partly cloudy,62,10
2019-12-07,9,24,11,Partly cloudy,59,10
2019-12-07,10,26,11,Partly cloudy,56,10
2019-12-07,11,27,10,Partly cloudy,53,10
2019-12-07,12,29,10,Partly cloudy,50,10
2019-12-07,13,29,10,Partly cloudy,50,10
2019-12-07,14,30,9,Partly cloudy,49,10
2019-12-07,15,30,9,Partly cloudy,49,10
2019-12-07,16,30,7,Partly cloudy,53,10
2019-12-07,17,29,6,Partly cloudy,58,10
2019-12-07,18,29,5,Partly cloudy,62,10
2019-12-07,19,27,4,Partly cloudy,65,10
2019-12-07,20,26,4,Cloudy,68,10
2019-12-07,21,25,3,Cloudy,71,10
2019-12-07,22,24,3,Cloudy,73,10
2019-12-07,23,24,4,Partly cloudy,75,10
2019-12-08,0,23,4,Partly cloudy,77,10
2019-12-08,1,22,5,Partly cloudy,77,10
2019-12-08,2,22,7,Partly cloudy,77,10
2019-12-08,3,22,8,Partly cloudy,78,10
2019-12-08,4,22,9,Partly cloudy,76,10
2019-12-08,5,22,9,Partly cloudy,74,10
2019-12-08,6,22,10,Partly cloudy,73,10
2019-12-08,7,23,9,Partly cloudy,69,10
2019-12-08,8,25,9,Partly cloudy,65,10
2019-12-08,9,27,8,Partly cloudy,61,10
2019-12-08,10,27,8,Partly cloudy,60,10
2019-12-08,11,28,8,Sunny,58,10
2019-12-08,12,29,8,Sunny,57,10
2019-12-08,13,29,8,Sunny,56,10
2019-12-08,14,29,7,Sunny,56,10
2019-12-08,15,30,7,Sunny,55,10
2019-12-08,16,28,7,Sunny,60,10
2019-12-08,17,26,6,Partly cloudy,64,10
2019-12-08,18,25,6,Partly cloudy,69,10
2019-12-08,19,24,6,Partly cloudy,72,10
2019-12-08,20,24,5,Clear,75,10
2019-12-08,21,23,5,Clear,78,10
2019-12-08,22,23,4,Clear,80,10
2019-12-08,23,22,4,Partly cloudy,81,10
2019-12-09,0,21,3,Partly cloudy,83,10
2019-12-09,1,21,4,Partly cloudy,81,10
2019-12-09,2,21,5,Clear,80,10
2019-12-09,3,20,6,Clear,79,10
2019-12-09,4,21,7,Clear,78,10
2019-12-09,5,21,8,Clear,78,10
2019-12-09,6,21,9,Sunny,78,10
2019-12-09,7,23,9,Sunny,71,10
2019-12-09,8,26,9,Sunny,65,10
2019-12-09,9,28,9,Sunny,59,10
2019-12-09,10,29,10,Sunny,57,10
2019-12-09,11,31,10,Sunny,55,10
2019-12-09,12,32,10,Sunny,53,10
2019-12-09,13,32,10,Sunny,53,10
2019-12-09,14,32,9,Sunny,54,10
2019-12-09,15,31,9,Sunny,54,10
2019-12-09,16,29,9,Sunny,60,10
2019-12-09,17,27,9,Sunny,66,10
2019-12-09,18,25,10,Clear,72,10
2019-12-09,19,24,9,Clear,75,10
2019-12-09,20,24,8,Clear,78,10
2019-12-09,21,24,7,Clear,81,10
2019-12-09,22,24,7,Clear,82,10
2019-12-09,23,24,7,Clear,84,10
2019-12-10,0,24,6,Clear,86,10
2019-12-10,1,23,7,Clear,86,10
2019-12-10,2,23,7,Clear,87,10
2019-12-10,3,22,7,Clear,88,10
2019-12-10,4,22,7,Clear,87,10
2019-12-10,5,22,7,Clear,86,10
2019-12-10,6,22,7,Sunny,84,10
2019-12-10,7,24,7,Sunny,78,10
2019-12-10,8,26,7,Sunny,71,10
2019-12-10,9,28,8,Sunny,65,10
2019-12-10,10,29,7,Sunny,62,10
2019-12-10,11,30,7,Sunny,58,10
2019-12-10,12,31,6,Sunny,55,10
2019-12-10,13,30,6,Sunny,57,10
2019-12-10,14,29,5,Partly cloudy,60,10
2019-12-10,15,28,5,Partly cloudy,62,10
2019-12-10,16,27,7,Partly cloudy,68,10
2019-12-10,17,25,9,Sunny,74,10
2019-12-10,18,24,11,Clear,80,10
2019-12-10,19,24,10,Clear,81,10
2019-12-10,20,24,9,Clear,83,10
2019-12-10,21,24,8,Clear,85,10
2019-12-10,22,23,6,Clear,86,10
2019-12-10,23,23,4,Clear,87,10
2019-12-11,0,23,3,Clear,88,10
2019-12-11,1,22,3,Clear,89,10
2019-12-11,2,22,4,Clear,89,10
2019-12-11,3,22,5,Clear,90,10
2019-12-11,4,22,6,Clear,89,10
2019-12-11,5,22,8,Clear,88,10
2019-12-11,6,22,9,Sunny,88,10
2019-12-11,7,24,9,Sunny,81,10
2019-12-11,8,25,8,Cloudy,75,10
2019-12-11,9,27,8,Cloudy,68,10
2019-12-11,10,28,7,Cloudy,65,10
2019-12-11,11,29,6,Partly cloudy,61,10
2019-12-11,12,30,5,Partly cloudy,58,10
2019-12-11,13,30,4,Partly cloudy,60,10
2019-12-11,14,30,3,Patchy rain possible,61,9
2019-12-11,15,29,2,Patchy rain possible,63,9
2019-12-11,16,28,4,Patchy rain possible,70,9
2019-12-11,17,26,7,Patchy rain possible,76,9
2019-12-11,18,24,9,Patchy rain possible,83,9
2019-12-11,19,24,9,Patchy rain possible,84,9
2019-12-11,20,24,9,Clear,85,10
2019-12-11,21,24,9,Clear,86,10
2019-12-11,22,24,7,Clear,87,10
2019-12-11,23,24,5,Clear,87,10
2019-12-12,0,24,3,Clear,88,10
2019-12-12,1,23,4,Clear,89,10
2019-12-12,2,23,5,Partly cloudy,89,10
2019-12-12,3,22,6,Partly cloudy,90,10
2019-12-12,4,23,7,Partly cloudy,89,10
2019-12-12,5,23,8,Clear,87,10
2019-12-12,6,23,9,Sunny,85,10
2019-12-12,7,25,8,Sunny,78,10
2019-12-12,8,27,8,Sunny,71,10
2019-12-12,9,28,7,Sunny,63,10
2019-12-12,10,29,6,Sunny,61,10
2019-12-12,11,30,5,Sunny,59,10
2019-12-12,12,31,4,Sunny,57,10
2019-12-12,13,30,4,Sunny,58,10
2019-12-12,14,30,4,Partly cloudy,60,10
2019-12-12,15,29,4,Partly cloudy,62,10
2019-12-12,16,28,6,Partly cloudy,68,10
2019-12-12,17,26,8,Sunny,74,10
2019-12-12,18,25,11,Clear,80,10
2019-12-12,19,25,10,Clear,80,10
2019-12-12,20,24,10,Clear,81,10
2019-12-12,21,24,9,Clear,82,10
2019-12-12,22,24,8,Clear,83,10
2019-12-12,23,24,7,Partly cloudy,84,10
2019-12-13,0,23,5,Partly cloudy,86,10
2019-12-13,1,23,6,Partly cloudy,86,10
2019-12-13,2,23,7,Clear,86,10
2019-12-13,3,23,8,Clear,86,10
2019-12-13,4,23,8,Clear,84,10
2019-12-13,5,23,8,Clear,83,10
2019-12-13,6,23,8,Sunny,81,10
2019-12-13,7,24,7,Sunny,74,10
2019-12-13,8,26,7,Partly cloudy,68,10
2019-12-13,9,28,6,Partly cloudy,61,10
2019-12-13,10,29,6,Partly cloudy,58,10
2019-12-13,11,30,5,Sunny,55,10
2019-12-13,12,31,5,Sunny,52,10
2019-12-13,13,31,4,Sunny,54,10
2019-12-13,14,31,3,Sunny,55,10
2019-12-13,15,31,2,Sunny,56,10
2019-12-13,16,29,3,Sunny,62,10
2019-12-13,17,28,5,Sunny,67,10
2019-12-13,18,26,7,Clear,73,10
2019-12-13,19,26,7,Clear,74,10
2019-12-13,20,25,7,Partly cloudy,76,10
2019-12-13,21,25,6,Partly cloudy,77,10
2019-12-13,22,24,6,Partly cloudy,78,10
2019-12-13,23,24,6,Partly cloudy,79,10
2019-12-14,0,24,6,Partly cloudy,80,10
2019-12-14,1,23,6,Partly cloudy,81,10
2019-12-14,2,23,6,Partly cloudy,82,10
2019-12-14,3,22,6,Partly cloudy,82,10
2019-12-14,4,23,6,Partly cloudy,82,10
2019-12-14,5,23,5,Clear,81,10
2019-12-14,6,24,4,Sunny,80,10
2019-12-14,7,26,3,Sunny,73,10
2019-12-14,8,28,3,Sunny,66,10
2019-12-14,9,30,2,Sunny,59,10
2019-12-14,10,31,3,Sunny,56,10
2019-12-14,11,32,5,Sunny,53,10
2019-12-14,12,32,6,Sunny,49,10
2019-12-14,13,32,6,Sunny,51,10
2019-12-14,14,32,5,Sunny,54,10
2019-12-14,15,31,5,Sunny,56,10
2019-12-14,16,30,6,Sunny,63,10
2019-12-14,17,28,7,Sunny,69,10
2019-12-14,18,27,8,Clear,76,10
2019-12-14,19,26,8,Clear,78,10
2019-12-14,20,26,9,Clear,80,10
2019-12-14,21,26,9,Clear,82,10
2019-12-14,22,25,9,Clear,82,10
2019-12-14,23,25,8,Clear,82,10
2019-12-15,0,25,8,Clear,83,10
2019-12-15,1,24,7,Clear,82,10
2019-12-15,2,24,7,Clear,82,10
2019-12-15,3,24,7,Clear,82,10
2019-12-15,4,24,7,Clear,81,10
2019-12-15,5,24,7,Clear,81,10
2019-12-15,6,24,7,Sunny,80,10
2019-12-15,7,26,6,Sunny,73,10
2019-12-15,8,28,6,Sunny,66,10
2019-12-15,9,30,5,Sunny,59,10
2019-12-15,10,31,6,Sunny,56,10
2019-12-15,11,32,6,Sunny,52,10
2019-12-15,12,33,6,Sunny,49,10
2019-12-15,13,33,8,Sunny,50,10
2019-12-15,14,33,9,Sunny,51,10
2019-12-15,15,32,10,Sunny,52,10
2019-12-15,16,31,10,Sunny,59,10
2019-12-15,17,29,10,Sunny,66,10
2019-12-15,18,27,10,Clear,74,10
2019-12-15,19,27,9,Clear,74,10
2019-12-15,20,26,8,Clear,75,10
2019-12-15,21,26,7,Clear,76,10
2019-12-15,22,26,6,Clear,78,10
2019-12-15,23,26,6,Clear,79,10
2019-12-16,0,26,5,Clear,81,10
2019-12-16,1,25,5,Clear,81,10
2019-12-16,2,25,4,Clear,81,10
2019-12-16,3,24,4,Clear,82,10
2019-12-16,4,25,3,Clear,82,10
2019-12-16,5,25,3,Clear,81,10
2019-12-16,6,25,3,Sunny,81,10
2019-12-16,7,27,3,Sunny,74,10
2019-12-16,8,29,3,Sunny,67,10
2019-12-16,9,31,4,Sunny,61,10
2019-12-16,10,31,5,Sunny,56,10
2019-12-16,11,32,6,Sunny,52,10
2019-12-16,12,33,7,Sunny,47,10
2019-12-16,13,33,8,Sunny,48,10
2019-12-16,14,33,9,Sunny,49,10
2019-12-16,15,33,10,Sunny,49,10
2019-12-16,16,31,10,Sunny,55,10
2019-12-16,17,29,11,Sunny,61,10
2019-12-16,18,28,11,Clear,67,10
2019-12-16,19,27,10,Clear,70,10
2019-12-16,20,27,10,Clear,72,10
2019-12-16,21,26,9,Clear,75,10
2019-12-16,22,26,8,Clear,77,10
2019-12-16,23,26,7,Clear,79,10
2019-12-17,0,25,6,Clear,81,10
2019-12-17,1,25,6,Clear,82,10
2019-12-17,2,25,6,Clear,83,10
2019-12-17,3,25,5,Clear,84,10
2019-12-17,4,25,5,Clear,83,10
2019-12-17,5,25,5,Clear,83,10
2019-12-17,6,25,4,Sunny,83,10
2019-12-17,7,27,4,Sunny,74,10
2019-12-17,8,29,4,Sunny,66,10
2019-12-17,9,31,3,Sunny,58,10
2019-12-17,10,31,5,Sunny,53,10
2019-12-17,11,32,8,Partly cloudy,49,10
2019-12-17,12,33,10,Partly cloudy,45,10
2019-12-17,13,32,11,Partly cloudy,49,10
2019-12-17,14,31,13,Partly cloudy,53,10
2019-12-17,15,31,14,Partly cloudy,57,10
2019-12-17,16,29,14,Partly cloudy,60,10
2019-12-17,17,28,15,Cloudy,63,10
2019-12-17,18,27,15,Cloudy,66,10
2019-12-17,19,27,14,Cloudy,67,10
2019-12-17,20,27,14,Partly cloudy,67,10
2019-12-17,21,26,13,Partly cloudy,68,10
2019-12-17,22,26,12,Partly cloudy,70,10
2019-12-17,23,26,10,Partly cloudy,71,10
2019-12-18,0,25,8,Partly cloudy,73,10
2019-12-18,1,25,8,Partly cloudy,74,10
2019-12-18,2,25,8,Partly cloudy,76,10
2019-12-18,3,24,8,Partly cloudy,77,10
2019-12-18,4,25,8,Partly cloudy,76,10
2019-12-18,5,25,8,Clear,75,10
2019-12-18,6,25,8,Sunny,75,10
2019-12-18,7,27,8,Sunny,68,10
2019-12-18,8,29,8,Sunny,61,10
2019-12-18,9,31,7,Sunny,54,10
2019-12-18,10,32,6,Sunny,51,10
2019-12-18,11,33,5,Sunny,48,10
2019-12-18,12,33,4,Sunny,46,10
2019-12-18,13,33,5,Sunny,47,10
2019-12-18,14,32,7,Partly cloudy,49,10
2019-12-18,15,32,8,Partly cloudy,50,10
2019-12-18,16,30,9,Partly cloudy,56,10
