day,time,tempC,windspeedKmph,weatherDesc,humidity,visibility
2017-12-30,12,33,9,Partly cloudy,48,10
2017-12-30,13,33,9,Partly cloudy,50,10
2017-12-30,14,32,9,Partly cloudy,52,10
2017-12-30,15,32,9,Partly cloudy,53,10
2017-12-30,16,31,8,Partly cloudy,57,10
2017-12-30,17,30,7,Partly cloudy,61,10
2017-12-30,18,28,6,Partly cloudy,65,10
2017-12-30,19,28,8,Partly cloudy,65,10
2017-12-30,20,27,9,Clear,64,10
2017-12-30,21,26,11,Clear,64,10
2017-12-30,22,26,10,Clear,65,10
2017-12-30,23,26,10,Clear,66,10
2017-12-31,0,25,10,Clear,67,10
2017-12-31,1,25,10,Clear,68,10
2017-12-31,2,24,9,Clear,68,10
2017-12-31,3,24,9,Clear,69,10
2017-12-31,4,24,10,Clear,70,10
2017-12-31,5,24,10,Clear,71,10
2017-12-31,6,24,11,Sunny,72,10
2017-12-31,7,26,12,Sunny,66,10
2017-12-31,8,27,13,Sunny,61,10
2017-12-31,9,29,14,Sunny,55,10
2017-12-31,10,30,14,Sunny,52,10
2017-12-31,11,31,13,Sunny,49,10
2017-12-31,12,33,12,Sunny,45,10
2017-12-31,13,33,10,Sunny,45,10
2017-12-31,14,33,9,Sunny,45,10
2017-12-31,15,33,8,Sunny,44,10
2017-12-31,16,31,6,Sunny,50,10
2017-12-31,17,30,5,Sunny,56,10
2017-12-31,18,28,4,Clear,62,10
2017-12-31,19,27,6,Clear,63,10
2017-12-31,20,26,7,Clear,63,10
2017-12-31,21,25,8,Clear,63,10
2017-12-31,22,25,8,Clear,64,10
2017-12-31,23,24,7,Partly cloudy,65,10
2018-12-01,0,26,4,Clear,82,10
2018-12-01,1,26,4,Clear,83,10
2018-12-01,2,26,4,Clear,84,10
2018-12-01,3,25,4,Clear,85,10
2018-12-01,4,26,5,Clear,85,10
2018-12-01,5,26,6,Clear,84,10
2018-12-01,6,26,6,Sunny,84,10
2018-12-01,7,28,6,Sunny,78,10
2018-12-01,8,29,6,Sunny,73,10
2018-12-01,9,31,6,Sunny,68,10
2018-12-01,10,31,6,Sunny,65,10
2018-12-01,11,32,6,Partly cloudy,62,10
2018-12-01,12,32,6,Partly cloudy,59,10
2018-12-01,13,32,6,Partly cloudy,61,9
2018-12-01,14,32,7,Moderate or heavy rain shower,63,8
2018-12-01,15,31,7,Moderate or heavy rain shower,66,7
2018-12-01,16,30,8,Moderate or heavy rain shower,70,7
2018-12-01,17,29,8,Moderate or heavy rain shower,75,7
2018-12-01,18,28,9,Moderate or heavy rain shower,79,7
2018-12-01,19,27,9,Moderate or heavy rain shower,80,8
2018-12-01,20,27,9,Clear,81,9
2018-12-01,21,27,8,Clear,83,10
2018-12-01,22,26,8,Clear,83,10
2018-12-01,23,26,7,Clear,84,10
2018-12-02,0,26,7,Clear,84,10
2018-12-02,1,26,7,Clear,86,10
2018-12-02,2,26,7,Clear,87,10
2018-12-02,3,25,7,Clear,88,10
2018-12-02,4,26,8,Clear,87,10
2018-12-02,5,26,9,Clear,86,10
2018-12-02,6,26,10,Sunny,86,10
2018-12-02,7,28,10,Sunny,78,10
2018-12-02,8,29,10,Sunny,70,10
2018-12-02,9,31,9,Sunny,63,10
2018-12-02,10,32,10,Sunny,59,10
2018-12-02,11,32,10,Sunny,56,10
2018-12-02,12,33,10,Sunny,52,10
2018-12-02,13,33,9,Sunny,55,10
2018-12-02,14,33,8,Sunny,58,10
2018-12-02,15,33,7,Sunny,61,10
2018-12-02,16,31,7,Sunny,65,10
2018-12-02,17,30,7,Sunny,69,10
2018-12-02,18,28,7,Clear,72,10
2018-12-02,19,28,6,Clear,74,10
2018-12-02,20,28,6,Clear,75,10
2018-12-02,21,27,5,Clear,76,10
2018-12-02,22,27,6,Clear,77,10
2018-12-02,23,27,6,Clear,78,10
2018-12-03,0,27,6,Clear,79,10
2018-12-03,1,26,6,Clear,80,10
2018-12-03,2,26,6,Clear,81,10
2018-12-03,3,26,6,Clear,83,10
2018-12-03,4,26,6,Clear,83,10
2018-12-03,5,26,6,Clear,82,10
2018-12-03,6,26,5,Sunny,82,10
2018-12-03,7,28,6,Sunny,77,10
2018-12-03,8,29,6,Sunny,72,10
2018-12-03,9,31,6,Sunny,66,10
2018-12-03,10,31,7,Sunny,62,10
2018-12-03,11,32,9,Sunny,58,10
2018-12-03,12,33,10,Sunny,54,10
2018-12-03,13,32,10,Sunny,56,10
2018-12-03,14,32,10,Partly cloudy,58,10
2018-12-03,15,32,10,Partly cloudy,60,10
2018-12-03,16,31,9,Partly cloudy,63,10
2018-12-03,17,30,9,Partly cloudy,66,10
2018-12-03,18,29,8,Partly cloudy,69,10
2018-12-03,19,28,9,Partly cloudy,70,10
2018-12-03,20,28,9,Clear,71,10
2018-12-03,21,28,9,Clear,73,10
2018-12-03,22,27,9,Clear,73,10
2018-12-03,23,27,9,Clear,74,10
2018-12-04,0,27,8,Clear,75,10
2018-12-04,1,27,8,Clear,76,10
2018-12-04,2,26,8,Clear,77,10
2018-12-04,3,26,8,Clear,78,10
2018-12-04,4,26,9,Clear,78,10
2018-12-04,5,26,10,Clear,78,10
2018-12-04,6,26,11,Sunny,79,10
2018-12-04,7,28,11,Sunny,73,10
2018-12-04,8,29,11,Sunny,67,10
2018-12-04,9,31,12,Sunny,61,10
2018-12-04,10,32,12,Sunny,58,10
2018-12-04,11,33,12,Sunny,55,10
2018-12-04,12,34,13,Sunny,52,10
2018-12-04,13,34,12,Sunny,54,10
2018-12-04,14,34,12,Sunny,56,10
2018-12-04,15,34,11,Sunny,58,10
2018-12-04,16,32,11,Sunny,64,10
2018-12-04,17,30,12,Sunny,69,10
2018-12-04,18,28,12,Clear,75,10
2018-12-04,19,28,11,Clear,75,10
2018-12-04,20,27,11,Clear,75,10
2018-12-04,21,27,10,Clear,76,10
2018-12-04,22,27,10,Clear,76,10
2018-12-04,23,27,10,Clear,76,10
2018-12-05,0,27,10,Clear,76,10
2018-12-05,1,27,9,Clear,76,10
2018-12-05,2,27,8,Clear,76,10
2018-12-05,3,27,8,Clear,76,10
2018-12-05,4,27,8,Clear,76,10
2018-12-05,5,26,9,Clear,76,10
2018-12-05,6,26,9,Sunny,75,10
2018-12-05,7,27,9,Sunny,70,10
2018-12-05,8,29,9,Sunny,65,10
2018-12-05,9,30,9,Sunny,59,10
2018-12-05,10,31,9,Sunny,56,10
2018-12-05,11,33,9,Sunny,52,10
2018-12-05,12,34,8,Sunny,48,10
2018-12-05,13,34,7,Sunny,49,10
2018-12-05,14,34,7,Sunny,50,10
2018-12-05,15,34,6,Sunny,51,10
2018-12-05,16,32,6,Sunny,56,10
2018-12-05,17,30,6,Sunny,61,10
2018-12-05,18,29,6,Clear,67,10
2018-12-05,19,28,6,Clear,69,10
2018-12-05,20,28,5,Clear,71,10
2018-12-05,21,27,5,Clear,73,10
2018-12-05,22,27,4,Clear,74,10
2018-12-05,23,27,4,Clear,74,10
2018-12-06,0,27,3,Clear,75,10
2018-12-06,1,26,4,Clear,76,10
2018-12-06,2,26,4,Clear,77,10
2018-12-06,3,26,5,Clear,78,10
2018-12-06,4,26,5,Clear,78,10
2018-12-06,5,26,5,Clear,77,10
2018-12-06,6,26,5,Sunny,77,10
2018-12-06,7,28,5,Sunny,71,10
2018-12-06,8,30,5,Sunny,66,10
2018-12-06,9,31,5,Sunny,60,10
2018-12-06,10,32,6,Sunny,57,10
2018-12-06,11,33,7,Partly cloudy,54,10
2018-12-06,12,34,8,Partly cloudy,51,10
2018-12-06,13,33,7,Partly cloudy,53,10
2018-12-06,14,33,6,Partly cloudy,56,10
2018-12-06,15,33,5,Partly cloudy,58,10
2018-12-06,16,31,5,Partly cloudy,63,10
2018-12-06,17,30,5,Patchy rain possible,69,9
2018-12-06,18,28,5,Patchy rain possible,74,9
2018-12-06,19,28,5,Patchy rain possible,76,9
2018-12-06,20,28,5,Clear,77,10
2018-12-06,21,28,5,Clear,79,10
2018-12-06,22,27,6,Clear,80,10
2018-12-06,23,27,7,Partly cloudy,81,10
2018-12-07,0,27,8,Partly cloudy,81,10
2018-12-07,1,26,8,Partly cloudy,81,10
2018-12-07,2,26,8,Clear,82,10
2018-12-07,3,26,9,Clear,82,10
2018-12-07,4,26,8,Clear,82,10
2018-12-07,5,26,8,Clear,82,10
2018-12-07,6,27,7,Sunny,82,10
2018-12-07,7,28,7,Sunny,75,10
2018-12-07,8,30,7,Partly cloudy,68,10
2018-12-07,9,31,7,Partly cloudy,61,10
2018-12-07,10,32,9,Partly cloudy,58,10
2018-12-07,11,32,10,Partly cloudy,55,10
2018-12-07,12,33,12,Partly cloudy,53,10
2018-12-07,13,32,12,Partly cloudy,58,10
2018-12-07,14,30,11,Partly cloudy,64,10
2018-12-07,15,29,11,Partly cloudy,70,10
2018-12-07,16,29,9,Partly cloudy,71,10
2018-12-07,17,28,8,Partly cloudy,72,10
2018-12-07,18,28,6,Partly cloudy,73,10
2018-12-07,19,28,7,Partly cloudy,74,10
2018-12-07,20,27,8,Clear,74,10
2018-12-07,21,27,9,Clear,74,10
2018-12-07,22,27,11,Clear,75,10
2018-12-07,23,27,12,Partly cloudy,75,10
2018-12-08,0,27,13,Partly cloudy,75,10
2018-12-08,1,26,12,Partly cloudy,76,10
2018-12-08,2,26,12,Clear,77,10
2018-12-08,3,26,11,Clear,78,10
2018-12-08,4,26,11,Clear,79,10
2018-12-08,5,26,12,Partly cloudy,79,10
2018-12-08,6,26,12,Partly cloudy,80,10
2018-12-08,7,28,12,Partly cloudy,73,10
2018-12-08,8,29,12,Sunny,65,10
2018-12-08,9,31,12,Sunny,57,10
2018-12-08,10,32,13,Sunny,54,10
2018-12-08,11,33,14,Sunny,50,10
2018-12-08,12,34,14,Sunny,46,10
2018-12-08,13,33,14,Sunny,49,10
2018-12-08,14,33,14,Sunny,52,10
2018-12-08,15,32,14,Sunny,54,10
2018-12-08,16,31,12,Sunny,59,10
2018-12-08,17,30,10,Sunny,63,10
2018-12-08,18,28,8,Clear,67,10
2018-12-08,19,28,9,Clear,68,10
2018-12-08,20,28,9,Clear,68,10
2018-12-08,21,27,9,Clear,69,10
2018-12-08,22,27,9,Clear,70,10
2018-12-08,23,27,8,Clear,71,10
2018-12-09,0,27,8,Clear,72,10
2018-12-09,1,26,8,Clear,73,10
2018-12-09,2,26,8,Clear,74,10
2018-12-09,3,26,8,Clear,75,10
2018-12-09,4,26,9,Clear,75,10
2018-12-09,5,26,10,Clear,76,10
2018-12-09,6,26,11,Sunny,76,10
2018-12-09,7,28,12,Sunny,69,10
2018-12-09,8,30,13,Partly cloudy,63,10
2018-12-09,9,31,14,Partly cloudy,57,10
2018-12-09,10,32,14,Partly cloudy,54,10
2018-12-09,11,33,14,Sunny,52,10
2018-12-09,12,34,14,Sunny,50,10
2018-12-09,13,33,13,Sunny,52,10
2018-12-09,14,33,13,Sunny,55,10
2018-12-09,15,32,12,Sunny,57,10
2018-12-09,16,31,11,Sunny,62,10
2018-12-09,17,30,10,Sunny,67,10
2018-12-09,18,28,9,Clear,72,10
2018-12-09,19,28,10,Clear,75,10
2018-12-09,20,27,11,Partly cloudy,77,10
2018-12-09,21,27,11,Partly cloudy,80,10
2018-12-09,22,27,10,Partly cloudy,80,10
2018-12-09,23,26,9,Partly cloudy,80,10
2018-12-10,0,26,8,Partly cloudy,81,10
2018-12-10,1,26,8,Partly cloudy,82,10
2018-12-10,2,26,8,Partly cloudy,83,10
2018-12-10,3,26,8,Partly cloudy,85,10
2018-12-10,4,26,9,Partly cloudy,84,10
2018-12-10,5,26,10,Clear,83,10
2018-12-10,6,26,12,Sunny,82,10
2018-12-10,7,28,13,Sunny,74,10
2018-12-10,8,30,14,Sunny,65,10
2018-12-10,9,31,15,Sunny,56,10
2018-12-10,10,32,16,Sunny,53,10
2018-12-10,11,33,16,Sunny,50,10
2018-12-10,12,34,16,Sunny,47,10
2018-12-10,13,34,15,Sunny,48,10
2018-12-10,14,33,14,Sunny,50,10
2018-12-10,15,33,13,Sunny,51,10
2018-12-10,16,32,11,Sunny,57,10
2018-12-10,17,30,9,Sunny,63,10
2018-12-10,18,28,8,Clear,69,10
2018-12-10,19,28,7,Clear,70,10
2018-12-10,20,28,7,Clear,71,10
2018-12-10,21,27,6,Clear,73,10
2018-12-10,22,27,6,Clear,73,10
2018-12-10,23,27,5,Partly cloudy,74,10
2018-12-11,0,26,5,Partly cloudy,74,10
2018-12-11,1,26,5,Partly cloudy,75,10
2018-12-11,2,26,6,Partly cloudy,75,10
2018-12-11,3,26,6,Partly cloudy,76,10
2018-12-11,4,26,7,Partly cloudy,76,10
2018-12-11,5,26,7,Clear,77,10
2018-12-11,6,26,8,Sunny,78,10
2018-12-11,7,28,9,Sunny,72,10
2018-12-11,8,30,9,Sunny,66,10
2018-12-11,9,31,10,Sunny,61,10
2018-12-11,10,32,12,Sunny,57,10
2018-12-11,11,33,14,Sunny,53,10
2018-12-11,12,34,16,Sunny,50,10
2018-12-11,13,33,15,Sunny,52,10
2018-12-11,14,33,14,Sunny,55,10
2018-12-11,15,32,13,Sunny,58,10
2018-12-11,16,31,13,Sunny,62,10
2018-12-11,17,29,12,Sunny,66,10
2018-12-11,18,28,11,Clear,70,10
2018-12-11,19,28,11,Clear,71,10
2018-12-11,20,27,11,Clear,73,10
2018-12-11,21,27,11,Clear,74,10
2018-12-11,22,27,10,Clear,74,10
2018-12-11,23,27,10,Clear,75,10
2018-12-12,0,27,9,Clear,76,10
2018-12-12,1,26,9,Clear,78,10
2018-12-12,2,26,8,Clear,79,10
2018-12-12,3,26,8,Clear,81,10
2018-12-12,4,26,7,Clear,81,10
2018-12-12,5,26,7,Clear,80,10
2018-12-12,6,26,7,Sunny,80,10
2018-12-12,7,27,7,Sunny,74,10
2018-12-12,8,29,8,Sunny,67,10
2018-12-12,9,30,8,Sunny,61,10
2018-12-12,10,31,9,Sunny,56,10
2018-12-12,11,33,10,Sunny,51,10
2018-12-12,12,34,11,Sunny,46,10
2018-12-12,13,34,10,Sunny,47,10
2018-12-12,14,34,10,Sunny,48,10
2018-12-12,15,34,9,Sunny,48,10
2018-12-12,16,32,8,Sunny,54,10
2018-12-12,17,31,6,Partly cloudy,59,10
2018-12-12,18,29,4,Partly cloudy,64,10
2018-12-12,19,29,5,Partly cloudy,65,10
2018-12-12,20,28,6,Partly cloudy,67,10
2018-12-12,21,28,6,Partly cloudy,68,10
2018-12-12,22,27,7,Partly cloudy,69,10
2018-12-12,23,27,7,Clear,70,10
2018-12-13,0,26,8,Clear,72,10
2018-12-13,1,26,8,Clear,73,10
2018-12-13,2,25,8,Partly cloudy,74,10
2018-12-13,3,25,9,Partly cloudy,75,10
2018-12-13,4,25,9,Partly cloudy,75,10
2018-12-13,5,25,8,Partly cloudy,74,10
2018-12-13,6,26,8,Partly cloudy,74,10
2018-12-13,7,27,9,Partly cloudy,68,10
2018-12-13,8,29,10,Sunny,62,10
2018-12-13,9,31,11,Sunny,57,10
2018-12-13,10,32,12,Sunny,54,10
2018-12-13,11,33,12,Partly cloudy,51,10
2018-12-13,12,34,13,Partly cloudy,48,10
2018-12-13,13,33,11,Partly cloudy,53,10
2018-12-13,14,31,10,Partly cloudy,58,10
2018-12-13,15,30,9,Partly cloudy,63,10
2018-12-13,16,29,9,Partly cloudy,66,10
2018-12-13,17,28,9,Partly cloudy,69,10
2018-12-13,18,28,8,Partly cloudy,72,10
2018-12-13,19,27,8,Partly cloudy,73,10
2018-12-13,20,27,8,Clear,74,10
2018-12-13,21,27,8,Clear,75,10
2018-12-13,22,27,8,Clear,76,10
2018-12-13,23,26,9,Clear,77,10
2018-12-14,0,26,9,Clear,78,10
2018-12-14,1,26,9,Clear,79,10
2018-12-14,2,25,9,Clear,80,10
2018-12-14,3,25,9,Clear,81,10
2018-12-14,4,25,9,Clear,80,10
2018-12-14,5,25,8,Clear,80,10
2018-12-14,6,26,8,Sunny,79,10
2018-12-14,7,27,9,Sunny,72,10
2018-12-14,8,29,10,Sunny,64,10
2018-12-14,9,31,12,Sunny,57,10
2018-12-14,10,32,12,Sunny,53,10
2018-12-14,11,33,12,Sunny,49,10
2018-12-14,12,34,12,Sunny,45,10
2018-12-14,13,34,10,Sunny,46,10
2018-12-14,14,34,9,Partly cloudy,46,10
2018-12-14,15,34,7,Partly cloudy,46,10
2018-12-14,16,32,7,Partly cloudy,51,10
2018-12-14,17,31,8,Partly cloudy,56,10
2018-12-14,18,30,8,Partly cloudy,61,10
2018-12-14,19,29,9,Partly cloudy,63,10
2018-12-14,20,28,9,Partly cloudy,64,10
2018-12-14,21,27,9,Partly cloudy,66,10
2018-12-14,22,27,8,Partly cloudy,68,10
2018-12-14,23,27,8,Partly cloudy,69,10
2018-12-15,0,26,7,Partly cloudy,71,10
2018-12-15,1,26,7,Partly cloudy,72,10
2018-12-15,2,26,7,Partly cloudy,74,10
2018-12-15,3,26,6,Partly cloudy,75,10
2018-12-15,4,26,7,Partly cloudy,76,10
2018-12-15,5,26,8,Partly cloudy,77,10
2018-12-15,6,26,9,Partly cloudy,78,10
2018-12-15,7,27,10,Partly cloudy,72,10
2018-12-15,8,29,11,Sunny,66,10
2018-12-15,9,30,12,Sunny,60,10
2018-12-15,10,31,12,Sunny,59,10
2018-12-15,11,31,12,Light rain shower,59,10
2018-12-15,12,32,13,Light rain shower,58,10
2018-12-15,13,32,12,Light rain shower,61,9
2018-12-15,14,31,10,Moderate or heavy rain shower,64,8
2018-12-15,15,31,9,Moderate or heavy rain shower,67,7
2018-12-15,16,30,9,Moderate or heavy rain shower,71,6
2018-12-15,17,29,8,Torrential rain shower,74,4
2018-12-15,18,28,8,Torrential rain shower,78,3
2018-12-15,19,28,8,Torrential rain shower,80,5
2018-12-15,20,27,9,Patchy rain possible,82,7
2018-12-15,21,27,10,Patchy rain possible,84,9
2018-12-15,22,26,9,Patchy rain possible,84,9
2018-12-15,23,26,8,Patchy rain possible,85,9
2018-12-16,0,26,7,Patchy rain possible,86,9
2018-12-16,1,26,7,Patchy rain possible,87,9
2018-12-16,2,25,7,Clear,87,10
2018-12-16,3,25,7,Clear,88,10
2018-12-16,4,25,7,Clear,87,10
2018-12-16,5,25,7,Clear,86,10
2018-12-16,6,25,8,Sunny,84,10
2018-12-16,7,27,8,Sunny,77,10
2018-12-16,8,29,9,Sunny,70,10
2018-12-16,9,30,9,Sunny,63,10
2018-12-16,10,31,10,Sunny,59,10
2018-12-16,11,32,11,Partly cloudy,54,10
2018-12-16,12,33,12,Partly cloudy,50,10
2018-12-16,13,33,10,Partly cloudy,52,10
2018-12-16,14,33,9,Partly cloudy,54,10
2018-12-16,15,33,8,Partly cloudy,56,10
2018-12-16,16,31,7,Partly cloudy,58,10
2018-12-16,17,30,6,Cloudy,61,10
2018-12-16,18,29,5,Cloudy,63,10
2018-12-16,19,29,5,Cloudy,65,10
2018-12-16,20,28,6,Partly cloudy,66,10
2018-12-16,21,28,6,Partly cloudy,67,10
2018-12-16,22,28,7,Partly cloudy,68,10
2018-12-16,23,27,8,Patchy rain possible,69,9
2018-12-17,0,27,9,Patchy rain possible,70,9
2018-12-17,1,27,8,Patchy rain possible,71,9
2018-12-17,2,26,7,Clear,72,10
2018-12-17,3,26,5,Clear,73,10
2018-12-17,4,26,5,Clear,73,10
2018-12-17,5,26,5,Clear,74,10
2018-12-17,6,26,5,Sunny,75,10
2018-12-17,7,28,6,Sunny,69,10
2018-12-17,8,29,7,Partly cloudy,64,10
2018-12-17,9,30,8,Partly cloudy,59,10
2018-12-17,10,31,8,Partly cloudy,56,10
2018-12-17,11,31,8,Partly cloudy,54,10
2018-12-17,12,32,8,Partly cloudy,52,10
2018-12-17,13,30,8,Partly cloudy,61,10
2018-12-17,14,28,8,Light rain,70,9
2018-12-17,15,26,9,Light rain,79,9
2018-12-17,16,26,7,Light rain,80,9
2018-12-17,17,26,6,Moderate rain at times,81,8
2018-12-17,18,26,5,Moderate rain at times,82,8
2018-12-17,19,26,5,Moderate rain at times,82,9
2018-12-17,20,26,6,Partly cloudy,82,9
2018-12-17,21,26,6,Partly cloudy,83,10
2018-12-17,22,25,6,Partly cloudy,83,10
2018-12-17,23,25,6,Partly cloudy,83,10
2018-12-18,0,24,7,Partly cloudy,83,10
2018-12-18,1,24,7,Partly cloudy,84,10
2018-12-18,2,24,7,Clear,84,10
2018-12-18,3,23,7,Clear,85,10
2018-12-18,4,24,8,Clear,84,10
2018-12-18,5,24,9,Clear,83,10
2018-12-18,6,24,9,Sunny,82,10
2018-12-18,7,26,9,Sunny,75,10
2018-12-18,8,28,8,Sunny,69,10
2018-12-18,9,30,8,Sunny,62,10
2018-12-18,10,31,8,Sunny,58,10
2018-12-18,11,32,7,Sunny,54,10
2018-12-18,12,33,7,Sunny,50,10
2018-12-18,13,33,7,Sunny,50,10
2018-12-18,14,33,7,Sunny,50,10
2018-12-18,15,33,7,Sunny,51,10
2018-12-18,16,32,6,Sunny,57,10
2018-12-18,17,30,6,Sunny,62,10
2018-12-18,18,28,5,Clear,68,10
2018-12-18,19,28,5,Clear,69,10
2018-12-18,20,28,4,Clear,70,10
2018-12-18,21,27,4,Clear,71,10
2018-12-18,22,27,3,Clear,72,10
2018-12-18,23,27,3,Clear,73,10
2018-12-19,0,26,2,Clear,74,10
2018-12-19,1,26,3,Clear,75,10
2018-12-19,2,26,4,Clear,75,10
2018-12-19,3,25,5,Clear,76,10
2018-12-19,4,26,5,Clear,76,10
2018-12-19,5,26,5,Clear,76,10
2018-12-19,6,26,5,Sunny,76,10
2018-12-19,7,27,5,Sunny,71,10
2018-12-19,8,29,6,Sunny,66,10
2018-12-19,9,30,6,Sunny,61,10
2018-12-19,10,31,5,Sunny,58,10
2018-12-19,11,33,5,Partly cloudy,54,10
2018-12-19,12,34,4,Partly cloudy,51,10
2018-12-19,13,33,5,Partly cloudy,52,10
2018-12-19,14,33,5,Partly cloudy,54,10
2018-12-19,15,32,5,Partly cloudy,55,10
2018-12-19,16,31,5,Partly cloudy,60,10
2018-12-19,17,30,5,Sunny,65,10
2018-12-19,18,29,5,Clear,69,10
2018-12-19,19,28,6,Clear,72,10
2018-12-19,20,28,7,Clear,74,10
2018-12-19,21,27,8,Clear,77,10
2018-12-19,22,27,6,Clear,78,10
2018-12-19,23,27,5,Partly cloudy,79,10
2018-12-20,0,26,4,Partly cloudy,79,10
2018-12-20,1,26,4,Partly cloudy,80,10
2018-12-20,2,26,4,Partly cloudy,81,10
2018-12-20,3,26,4,Partly cloudy,82,10
2018-12-20,4,26,5,Partly cloudy,82,10
2018-12-20,5,26,6,Clear,81,10
2018-12-20,6,26,6,Sunny,81,10
2018-12-20,7,28,7,Sunny,75,10
2018-12-20,8,29,7,Sunny,69,10
2018-12-20,9,31,8,Sunny,63,10
2018-12-20,10,31,7,Sunny,60,10
2018-12-20,11,32,6,Cloudy,57,10
2018-12-20,12,33,6,Cloudy,54,10
2018-12-20,13,32,4,Cloudy,56,10
2018-12-20,14,32,2,Light rain shower,58,10
2018-12-20,15,32,1,Light rain shower,59,10
2018-12-20,16,31,4,Light rain shower,64,10
2018-12-20,17,29,7,Patchy rain possible,69,9
2018-12-20,18,28,10,Patchy rain possible,74,9
2018-12-20,19,27,10,Patchy rain possible,77,9
2018-12-20,20,27,11,Clear,80,10
2018-12-20,21,26,11,Clear,83,10
2018-12-20,22,26,9,Clear,83,10
2018-12-20,23,26,8,Partly cloudy,84,10
2018-12-21,0,26,6,Partly cloudy,84,10
2018-12-21,1,26,5,Partly cloudy,85,10
2018-12-21,2,25,3,Partly cloudy,85,10
2018-12-21,3,25,2,Partly cloudy,86,10
2018-12-21,4,25,2,Partly cloudy,85,10
2018-12-21,5,26,3,Clear,84,10
2018-12-21,6,26,3,Sunny,84,10
2018-12-21,7,27,3,Sunny,77,10
2018-12-21,8,29,4,Sunny,70,10
2018-12-21,9,31,4,Sunny,63,10
2018-12-21,10,31,4,Sunny,59,10
2018-12-21,11,32,4,Cloudy,56,10
2018-12-21,12,33,5,Cloudy,53,10
2018-12-21,13,32,4,Cloudy,55,10
2018-12-21,14,32,3,Partly cloudy,57,10
2018-12-21,15,32,2,Partly cloudy,59,10
2018-12-21,16,31,4,Partly cloudy,64,10
2018-12-21,17,29,7,Partly cloudy,69,10
2018-12-21,18,28,9,Partly cloudy,73,10
2018-12-21,19,27,10,Partly cloudy,77,10
2018-12-21,20,26,10,Partly cloudy,80,10
2018-12-21,21,26,11,Partly cloudy,84,10
2018-12-21,22,26,10,Partly cloudy,83,10
2018-12-21,23,25,9,Clear,83,10
2018-12-22,0,25,8,Clear,83,10
2018-12-22,1,25,7,Clear,83,10
2018-12-22,2,25,5,Clear,84,10
2018-12-22,3,25,4,Clear,84,10
2018-12-22,4,25,4,Clear,84,10
2018-12-22,5,25,4,Clear,83,10
2018-12-22,6,25,5,Sunny,83,10
2018-12-22,7,27,5,Sunny,76,10
2018-12-22,8,28,5,Partly cloudy,69,10
2018-12-22,9,30,5,Partly cloudy,63,10
2018-12-22,10,31,6,Partly cloudy,59,10
2018-12-22,11,32,6,Cloudy,56,10
2018-12-22,12,33,6,Cloudy,53,10
2018-12-22,13,32,5,Cloudy,55,10
2018-12-22,14,32,3,Partly cloudy,56,10
2018-12-22,15,32,1,Partly cloudy,58,10
2018-12-22,16,30,2,Partly cloudy,62,10
2018-12-22,17,29,3,Partly cloudy,66,10
2018-12-22,18,28,4,Partly cloudy,70,10
2018-12-22,19,28,5,Partly cloudy,73,10
2018-12-22,20,27,5,Clear,76,10
2018-12-22,21,27,6,Clear,80,10
2018-12-22,22,26,6,Clear,81,10
2018-12-22,23,26,5,Clear,82,10
2018-12-23,0,26,5,Clear,84,10
2018-12-23,1,25,4,Clear,84,10
2018-12-23,2,25,3,Partly cloudy,84,10
2018-12-23,3,25,2,Partly cloudy,84,10
2018-12-23,4,25,3,Partly cloudy,83,10
2018-12-23,5,25,3,Cloudy,82,10
2018-12-23,6,25,4,Cloudy,80,10
2018-12-23,7,26,6,Cloudy,75,10
2018-12-23,8,28,8,Partly cloudy,69,10
2018-12-23,9,29,10,Partly cloudy,64,10
2018-12-23,10,30,9,Partly cloudy,60,10
2018-12-23,11,31,8,Partly cloudy,56,10
2018-12-23,12,32,7,Partly cloudy,52,10
2018-12-23,13,32,6,Partly cloudy,52,10
2018-12-23,14,32,4,Partly cloudy,53,10
2018-12-23,15,32,2,Partly cloudy,53,10
2018-12-23,16,31,2,Partly cloudy,60,10
2018-12-23,17,30,1,Partly cloudy,66,10
2018-12-23,18,28,1,Partly cloudy,73,10
2018-12-23,19,28,2,Partly cloudy,75,10
2018-12-23,20,27,2,Light rain shower,76,10
2018-12-23,21,27,3,Light rain shower,78,10
2018-12-23,22,26,4,Light rain shower,79,10
2018-12-23,23,26,5,Overcast,80,10
2018-12-24,0,26,6,Overcast,81,10
2018-12-24,1,26,7,Overcast,82,10
2018-12-24,2,25,7,Patchy light rain,83,9
2018-12-24,3,25,8,Patchy light rain,85,9
2018-12-24,4,25,7,Patchy light rain,85,9
2018-12-24,5,25,7,Patchy light rain,84,9
2018-12-24,6,25,6,Patchy light rain,84,9
2018-12-24,7,27,7,Patchy light rain,77,9
2018-12-24,8,28,7,Partly cloudy,69,10
2018-12-24,9,30,7,Partly cloudy,62,10
2018-12-24,10,31,6,Partly cloudy,58,10
2018-12-24,11,32,4,Partly cloudy,54,10
2018-12-24,12,33,3,Partly cloudy,50,10
2018-12-24,13,33,3,Partly cloudy,52,10
2018-12-24,14,33,2,Partly cloudy,53,10
2018-12-24,15,32,2,Partly cloudy,54,10
2018-12-24,16,31,3,Partly cloudy,62,10
2018-12-24,17,29,4,Partly cloudy,69,10
2018-12-24,18,27,5,Partly cloudy,77,10
2018-12-24,19,27,4,Partly cloudy,79,10
