Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 11:00 AM,2018,12,08,11,20.6,69,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 12:00 PM,2018,12,08,12,22.4,73,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 01:00 PM,2018,12,08,13,12.9,53,Moderate,4.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 02:00 PM,2018,12,08,14,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 03:00 PM,2018,12,08,15,9.2,38,Good,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 04:00 PM,2018,12,08,16,8.0,33,Good,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 05:00 PM,2018,12,08,17,10.0,42,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 06:00 PM,2018,12,08,18,12.5,52,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 07:00 PM,2018,12,08,19,15.2,58,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 08:00 PM,2018,12,08,20,18.6,65,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 09:00 PM,2018,12,08,21,20.8,69,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 10:00 PM,2018,12,08,22,17.9,63,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-08 11:00 PM,2018,12,08,23,17.9,63,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 12:00 AM,2018,12,09,00,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 01:00 AM,2018,12,09,01,17.9,63,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 02:00 AM,2018,12,09,02,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 03:00 AM,2018,12,09,03,21.0,70,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 04:00 AM,2018,12,09,04,26.0,80,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 05:00 AM,2018,12,09,05,27.5,83,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 06:00 AM,2018,12,09,06,36.7,104,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 07:00 AM,2018,12,09,07,55.3,150,Unhealthy for Sensitive Groups,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 08:00 AM,2018,12,09,08,58.1,152,Unhealthy,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 09:00 AM,2018,12,09,09,51.6,141,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 10:00 AM,2018,12,09,10,37.8,107,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 11:00 AM,2018,12,09,11,27.9,84,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 12:00 PM,2018,12,09,12,25.4,79,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 01:00 PM,2018,12,09,13,15.7,59,Moderate,6.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 02:00 PM,2018,12,09,14,11.8,49,Good,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 03:00 PM,2018,12,09,15,11.9,50,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 04:00 PM,2018,12,09,16,11.9,50,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 05:00 PM,2018,12,09,17,14.4,56,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 06:00 PM,2018,12,09,18,14.7,56,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 07:00 PM,2018,12,09,19,17.8,63,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 08:00 PM,2018,12,09,20,17.8,63,Moderate,-999.0,UG/M3,1 Hr,Missing
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 09:00 PM,2018,12,09,21,20.6,69,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 10:00 PM,2018,12,09,22,16.2,60,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-09 11:00 PM,2018,12,09,23,13.9,55,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 12:00 AM,2018,12,10,00,14.5,56,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 01:00 AM,2018,12,10,01,12.7,52,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 02:00 AM,2018,12,10,02,12.3,51,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 03:00 AM,2018,12,10,03,13.6,54,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 04:00 AM,2018,12,10,04,9.3,39,Good,5.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 05:00 AM,2018,12,10,05,10.6,44,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 06:00 AM,2018,12,10,06,16.8,61,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 07:00 AM,2018,12,10,07,9.9,41,Good,3.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 08:00 AM,2018,12,10,08,9.9,41,Good,-999.0,UG/M3,1 Hr,Missing
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 09:00 AM,2018,12,10,09,11.9,50,Good,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 10:00 AM,2018,12,10,10,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 11:00 AM,2018,12,10,11,11.4,48,Good,-999.0,UG/M3,1 Hr,Missing
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 12:00 PM,2018,12,10,12,8.3,35,Good,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 01:00 PM,2018,12,10,13,8.1,34,Good,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 02:00 PM,2018,12,10,14,6.9,29,Good,6.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 03:00 PM,2018,12,10,15,8.0,33,Good,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 04:00 PM,2018,12,10,16,9.0,38,Good,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 05:00 PM,2018,12,10,17,9.5,40,Good,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 06:00 PM,2018,12,10,18,14.7,56,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 07:00 PM,2018,12,10,19,19.9,67,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 08:00 PM,2018,12,10,20,21.9,72,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 09:00 PM,2018,12,10,21,24.4,77,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 10:00 PM,2018,12,10,22,25.2,79,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-10 11:00 PM,2018,12,10,23,28.6,86,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 12:00 AM,2018,12,11,00,28.3,85,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 01:00 AM,2018,12,11,01,26.6,81,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 02:00 AM,2018,12,11,02,26.3,81,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 03:00 AM,2018,12,11,03,25.1,78,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 04:00 AM,2018,12,11,04,48.0,132,Unhealthy for Sensitive Groups,71.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 05:00 AM,2018,12,11,05,55.0,149,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 06:00 AM,2018,12,11,06,55.5,151,Unhealthy,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 07:00 AM,2018,12,11,07,52.2,142,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 08:00 AM,2018,12,11,08,48.1,132,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 09:00 AM,2018,12,11,09,26.0,80,Moderate,4.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 10:00 AM,2018,12,11,10,26.0,80,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 11:00 AM,2018,12,11,11,22.5,73,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 12:00 PM,2018,12,11,12,19.2,66,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 01:00 PM,2018,12,11,13,18.1,64,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 02:00 PM,2018,12,11,14,14.5,56,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 03:00 PM,2018,12,11,15,13.7,54,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 04:00 PM,2018,12,11,16,18.3,64,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 05:00 PM,2018,12,11,17,18.1,64,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 06:00 PM,2018,12,11,18,16.5,60,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 07:00 PM,2018,12,11,19,18.2,64,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 08:00 PM,2018,12,11,20,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 09:00 PM,2018,12,11,21,12.3,51,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 10:00 PM,2018,12,11,22,10.6,44,Good,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-11 11:00 PM,2018,12,11,23,13.3,54,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 12:00 AM,2018,12,12,00,13.3,54,Moderate,-9.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 01:00 AM,2018,12,12,01,5.1,21,Good,1.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 02:00 AM,2018,12,12,02,7.9,33,Good,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 03:00 AM,2018,12,12,03,7.9,33,Good,8.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 04:00 AM,2018,12,12,04,18.3,64,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 05:00 AM,2018,12,12,05,27.8,84,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 06:00 AM,2018,12,12,06,34.4,98,Moderate,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 07:00 AM,2018,12,12,07,38.7,109,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 08:00 AM,2018,12,12,08,46.3,128,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 09:00 AM,2018,12,12,09,64.2,155,Unhealthy,82.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 10:00 AM,2018,12,12,10,73.6,160,Unhealthy,83.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 11:00 AM,2018,12,12,11,67.8,157,Unhealthy,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 12:00 PM,2018,12,12,12,57.9,152,Unhealthy,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 01:00 PM,2018,12,12,13,42.4,118,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 02:00 PM,2018,12,12,14,35.2,100,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 03:00 PM,2018,12,12,15,29.6,88,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 04:00 PM,2018,12,12,16,27.8,84,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 05:00 PM,2018,12,12,17,33.4,96,Moderate,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 06:00 PM,2018,12,12,18,34.7,99,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 07:00 PM,2018,12,12,19,22.3,72,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 08:00 PM,2018,12,12,20,19.6,67,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 09:00 PM,2018,12,12,21,24.8,78,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 10:00 PM,2018,12,12,22,23.4,75,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-12 11:00 PM,2018,12,12,23,26.1,80,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 12:00 AM,2018,12,13,00,34.5,98,Moderate,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 01:00 AM,2018,12,13,01,31.7,92,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 02:00 AM,2018,12,13,02,42.4,118,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 03:00 AM,2018,12,13,03,50.2,137,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 04:00 AM,2018,12,13,04,43.1,120,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 05:00 AM,2018,12,13,05,31.0,91,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 06:00 AM,2018,12,13,06,23.0,74,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 07:00 AM,2018,12,13,07,19.0,66,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 08:00 AM,2018,12,13,08,11.0,46,Good,3.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 09:00 AM,2018,12,13,09,13.0,53,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 10:00 AM,2018,12,13,10,22.5,73,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 11:00 AM,2018,12,13,11,29.7,88,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 12:00 PM,2018,12,13,12,25.3,79,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 01:00 PM,2018,12,13,13,27.1,83,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 02:00 PM,2018,12,13,14,30.0,89,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 03:00 PM,2018,12,13,15,26.5,81,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 04:00 PM,2018,12,13,16,23.2,74,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 05:00 PM,2018,12,13,17,25.1,78,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 06:00 PM,2018,12,13,18,22.0,72,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 07:00 PM,2018,12,13,19,22.5,73,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 08:00 PM,2018,12,13,20,32.7,94,Moderate,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 09:00 PM,2018,12,13,21,24.3,77,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 10:00 PM,2018,12,13,22,24.1,76,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-13 11:00 PM,2018,12,13,23,14.0,55,Moderate,4.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 12:00 AM,2018,12,14,00,12.0,50,Good,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 01:00 AM,2018,12,14,01,14.5,56,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 02:00 AM,2018,12,14,02,17.7,63,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 03:00 AM,2018,12,14,03,25.3,79,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 04:00 AM,2018,12,14,04,37.6,106,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 05:00 AM,2018,12,14,05,36.3,103,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 06:00 AM,2018,12,14,06,39.1,110,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 07:00 AM,2018,12,14,07,37.0,105,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 08:00 AM,2018,12,14,08,33.5,96,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 09:00 AM,2018,12,14,09,25.7,80,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 10:00 AM,2018,12,14,10,17.8,63,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 11:00 AM,2018,12,14,11,17.4,62,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 12:00 PM,2018,12,14,12,16.7,61,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 01:00 PM,2018,12,14,13,21.3,70,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 02:00 PM,2018,12,14,14,23.6,75,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 03:00 PM,2018,12,14,15,20.8,69,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 04:00 PM,2018,12,14,16,26.4,81,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 05:00 PM,2018,12,14,17,26.7,82,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 06:00 PM,2018,12,14,18,27.8,84,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 07:00 PM,2018,12,14,19,29.9,88,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 08:00 PM,2018,12,14,20,28.9,86,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 09:00 PM,2018,12,14,21,31.4,92,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 10:00 PM,2018,12,14,22,26.2,81,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-14 11:00 PM,2018,12,14,23,21.6,71,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 12:00 AM,2018,12,15,00,21.3,70,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 01:00 AM,2018,12,15,01,11.1,46,Good,1.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 02:00 AM,2018,12,15,02,11.5,48,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 03:00 AM,2018,12,15,03,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 04:00 AM,2018,12,15,04,11.1,46,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 05:00 AM,2018,12,15,05,20.5,69,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 06:00 AM,2018,12,15,06,22.7,73,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 07:00 AM,2018,12,15,07,28.3,85,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 08:00 AM,2018,12,15,08,33.1,95,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 09:00 AM,2018,12,15,09,35.5,101,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 10:00 AM,2018,12,15,10,23.2,74,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 11:00 AM,2018,12,15,11,21.1,70,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 12:00 PM,2018,12,15,12,24.5,77,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 01:00 PM,2018,12,15,13,20.2,68,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 02:00 PM,2018,12,15,14,18.1,64,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 03:00 PM,2018,12,15,15,17.5,62,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 04:00 PM,2018,12,15,16,17.2,62,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 05:00 PM,2018,12,15,17,13.6,54,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 06:00 PM,2018,12,15,18,16.8,61,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 07:00 PM,2018,12,15,19,19.9,67,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 08:00 PM,2018,12,15,20,22.4,73,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 09:00 PM,2018,12,15,21,9.2,38,Good,-4.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 10:00 PM,2018,12,15,22,16.6,60,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2018-12-15 11:00 PM,2018,12,15,23,23.3,75,Moderate,30.0,UG/M3,1 Hr,Valid
