Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2021-02-01 09:00 PM,2021,02,01,21,26.1,80,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-01 10:00 PM,2021,02,01,22,24.0,76,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-01 11:00 PM,2021,02,01,23,21.5,71,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 12:00 AM,2021,02,02,00,21.7,71,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 01:00 AM,2021,02,02,01,24.3,77,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 02:00 AM,2021,02,02,02,23.6,75,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 03:00 AM,2021,02,02,03,21.3,70,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 04:00 AM,2021,02,02,04,21.7,71,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 05:00 AM,2021,02,02,05,22.6,73,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 06:00 AM,2021,02,02,06,24.3,77,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 07:00 AM,2021,02,02,07,27.7,84,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 08:00 AM,2021,02,02,08,48.3,133,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 09:00 AM,2021,02,02,09,46.6,128,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 10:00 AM,2021,02,02,10,54.8,149,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 11:00 AM,2021,02,02,11,62.4,155,Unhealthy,70.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 12:00 PM,2021,02,02,12,64.7,156,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 01:00 PM,2021,02,02,13,51.3,140,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 02:00 PM,2021,02,02,14,40.1,112,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 03:00 PM,2021,02,02,15,38.5,108,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 04:00 PM,2021,02,02,16,39.2,110,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 05:00 PM,2021,02,02,17,39.6,111,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 06:00 PM,2021,02,02,18,34.8,99,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 07:00 PM,2021,02,02,19,29.4,87,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 08:00 PM,2021,02,02,20,24.7,77,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 09:00 PM,2021,02,02,21,23.8,76,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 10:00 PM,2021,02,02,22,22.9,74,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-02 11:00 PM,2021,02,02,23,25.9,80,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 12:00 AM,2021,02,03,00,20.9,70,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 01:00 AM,2021,02,03,01,21.4,71,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 02:00 AM,2021,02,03,02,24.7,77,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 03:00 AM,2021,02,03,03,27.8,84,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 04:00 AM,2021,02,03,04,37.9,107,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 05:00 AM,2021,02,03,05,44.4,123,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 06:00 AM,2021,02,03,06,51.7,141,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 07:00 AM,2021,02,03,07,65.3,156,Unhealthy,79.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 08:00 AM,2021,02,03,08,64.1,155,Unhealthy,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 09:00 AM,2021,02,03,09,68.1,158,Unhealthy,72.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 10:00 AM,2021,02,03,10,64.0,155,Unhealthy,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 11:00 AM,2021,02,03,11,59.0,153,Unhealthy,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 12:00 PM,2021,02,03,12,51.0,139,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 01:00 PM,2021,02,03,13,50.5,138,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 02:00 PM,2021,02,03,14,48.7,134,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 03:00 PM,2021,02,03,15,40.8,114,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 04:00 PM,2021,02,03,16,39.4,111,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 05:00 PM,2021,02,03,17,34.7,99,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 06:00 PM,2021,02,03,18,24.3,77,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 07:00 PM,2021,02,03,19,21.1,70,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 08:00 PM,2021,02,03,20,23.0,74,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 09:00 PM,2021,02,03,21,23.5,75,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 10:00 PM,2021,02,03,22,22.7,73,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-03 11:00 PM,2021,02,03,23,23.3,75,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 12:00 AM,2021,02,04,00,24.1,76,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 01:00 AM,2021,02,04,01,48.5,133,Unhealthy for Sensitive Groups,73.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 02:00 AM,2021,02,04,02,55.2,150,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 03:00 AM,2021,02,04,03,51.1,139,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 04:00 AM,2021,02,04,04,43.0,119,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 05:00 AM,2021,02,04,05,43.0,119,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 06:00 AM,2021,02,04,06,41.5,116,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 07:00 AM,2021,02,04,07,40.7,114,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 08:00 AM,2021,02,04,08,48.3,133,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 09:00 AM,2021,02,04,09,57.6,152,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 10:00 AM,2021,02,04,10,66.3,157,Unhealthy,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 11:00 AM,2021,02,04,11,58.1,152,Unhealthy,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 12:00 PM,2021,02,04,12,52.0,142,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 01:00 PM,2021,02,04,13,48.5,133,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 02:00 PM,2021,02,04,14,44.7,124,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 03:00 PM,2021,02,04,15,41.3,115,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 04:00 PM,2021,02,04,16,42.2,117,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 05:00 PM,2021,02,04,17,40.1,112,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 06:00 PM,2021,02,04,18,35.5,101,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 07:00 PM,2021,02,04,19,31.7,92,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 08:00 PM,2021,02,04,20,29.3,87,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 09:00 PM,2021,02,04,21,31.6,92,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 10:00 PM,2021,02,04,22,28.3,85,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-04 11:00 PM,2021,02,04,23,26.3,81,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 12:00 AM,2021,02,05,00,27.6,84,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 01:00 AM,2021,02,05,01,30.4,89,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 02:00 AM,2021,02,05,02,23.8,76,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 03:00 AM,2021,02,05,03,26.9,82,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 04:00 AM,2021,02,05,04,40.4,113,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 05:00 AM,2021,02,05,05,46.2,127,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 06:00 AM,2021,02,05,06,49.1,134,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 07:00 AM,2021,02,05,07,51.0,139,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 08:00 AM,2021,02,05,08,51.5,140,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 09:00 AM,2021,02,05,09,59.7,153,Unhealthy,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 10:00 AM,2021,02,05,10,60.8,154,Unhealthy,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 11:00 AM,2021,02,05,11,70.4,159,Unhealthy,80.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 12:00 PM,2021,02,05,12,65.7,156,Unhealthy,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 01:00 PM,2021,02,05,13,58.8,153,Unhealthy,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 02:00 PM,2021,02,05,14,54.4,148,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 03:00 PM,2021,02,05,15,50.8,139,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 04:00 PM,2021,02,05,16,48.7,134,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 05:00 PM,2021,02,05,17,46.4,128,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 06:00 PM,2021,02,05,18,40.4,113,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 07:00 PM,2021,02,05,19,33.2,95,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 08:00 PM,2021,02,05,20,30.1,89,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 09:00 PM,2021,02,05,21,28.0,84,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 10:00 PM,2021,02,05,22,24.5,77,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-05 11:00 PM,2021,02,05,23,21.7,71,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 12:00 AM,2021,02,06,00,22.3,72,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 01:00 AM,2021,02,06,01,24.6,77,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 02:00 AM,2021,02,06,02,28.8,86,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 03:00 AM,2021,02,06,03,33.4,96,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 04:00 AM,2021,02,06,04,36.7,104,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 05:00 AM,2021,02,06,05,37.3,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 06:00 AM,2021,02,06,06,33.1,95,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 07:00 AM,2021,02,06,07,36.0,102,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 08:00 AM,2021,02,06,08,42.5,118,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 09:00 AM,2021,02,06,09,47.2,130,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 10:00 AM,2021,02,06,10,67.6,157,Unhealthy,88.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 11:00 AM,2021,02,06,11,83.8,166,Unhealthy,100.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 12:00 PM,2021,02,06,12,104.4,176,Unhealthy,125.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 01:00 PM,2021,02,06,13,96.2,172,Unhealthy,88.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 02:00 PM,2021,02,06,14,84.6,166,Unhealthy,73.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 03:00 PM,2021,02,06,15,79.3,163,Unhealthy,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 04:00 PM,2021,02,06,16,73.6,160,Unhealthy,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 05:00 PM,2021,02,06,17,52.3,142,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 06:00 PM,2021,02,06,18,38.1,107,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 07:00 PM,2021,02,06,19,28.0,84,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 08:00 PM,2021,02,06,20,25.0,78,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 09:00 PM,2021,02,06,21,31.0,91,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 10:00 PM,2021,02,06,22,23.9,76,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-06 11:00 PM,2021,02,06,23,22.4,73,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 12:00 AM,2021,02,07,00,21.2,70,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 01:00 AM,2021,02,07,01,23.6,75,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 02:00 AM,2021,02,07,02,23.7,75,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 03:00 AM,2021,02,07,03,25.8,80,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 04:00 AM,2021,02,07,04,29.4,87,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 05:00 AM,2021,02,07,05,28.2,85,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 06:00 AM,2021,02,07,06,31.6,92,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 07:00 AM,2021,02,07,07,39.3,110,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 08:00 AM,2021,02,07,08,42.1,117,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 09:00 AM,2021,02,07,09,52.5,143,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 10:00 AM,2021,02,07,10,58.2,152,Unhealthy,64.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 11:00 AM,2021,02,07,11,63.1,155,Unhealthy,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 12:00 PM,2021,02,07,12,70.5,159,Unhealthy,78.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 01:00 PM,2021,02,07,13,67.2,157,Unhealthy,64.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 02:00 PM,2021,02,07,14,69.1,158,Unhealthy,71.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 03:00 PM,2021,02,07,15,72.0,160,Unhealthy,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 04:00 PM,2021,02,07,16,60.0,153,Unhealthy,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 05:00 PM,2021,02,07,17,51.5,140,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 06:00 PM,2021,02,07,18,52.5,143,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 07:00 PM,2021,02,07,19,43.3,120,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 08:00 PM,2021,02,07,20,35.6,101,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 09:00 PM,2021,02,07,21,30.8,90,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 10:00 PM,2021,02,07,22,24.4,77,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-07 11:00 PM,2021,02,07,23,26.7,82,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-08 12:00 AM,2021,02,08,00,26.8,82,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-08 01:00 AM,2021,02,08,01,27.4,83,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-08 02:00 AM,2021,02,08,02,21.2,70,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-08 03:00 AM,2021,02,08,03,17.5,62,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2021-02-08 04:00 AM,2021,02,08,04,24.2,76,Moderate,31.0,UG/M3,1 Hr,Valid
