Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 03:00 AM,2016,12,14,03,85,2,28.4,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 04:00 AM,2016,12,14,04,86,2,28.7,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 05:00 AM,2016,12,14,05,86,2,28.9,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 06:00 AM,2016,12,14,06,88,2,29.7,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 07:00 AM,2016,12,14,07,89,2,30.4,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 08:00 AM,2016,12,14,08,91,2,31.2,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 09:00 AM,2016,12,14,09,92,2,31.7,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 10:00 AM,2016,12,14,10,93,2,32.2,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 11:00 AM,2016,12,14,11,94,2,32.7,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 12:00 PM,2016,12,14,12,94,2,32.7,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 01:00 PM,2016,12,14,13,95,2,33.0,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 02:00 PM,2016,12,14,14,96,2,33.5,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 03:00 PM,2016,12,14,15,96,2,33.3,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 04:00 PM,2016,12,14,16,95,2,33.2,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 05:00 PM,2016,12,14,17,96,2,33.5,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 06:00 PM,2016,12,14,18,97,2,34.0,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 07:00 PM,2016,12,14,19,98,2,34.3,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 08:00 PM,2016,12,14,20,99,2,34.7,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 09:00 PM,2016,12,14,21,99,2,34.9,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 10:00 PM,2016,12,14,22,97,2,33.9,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-14 11:00 PM,2016,12,14,23,94,2,32.6,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 12:00 AM,2016,12,15,00,92,2,31.4,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 01:00 AM,2016,12,15,01,91,2,30.9,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 02:00 AM,2016,12,15,02,91,2,31.0,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 03:00 AM,2016,12,15,03,90,2,30.8,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 04:00 AM,2016,12,15,04,89,2,30.0,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 05:00 AM,2016,12,15,05,88,2,29.7,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 06:00 AM,2016,12,15,06,86,2,28.6,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 07:00 AM,2016,12,15,07,85,2,28.1,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 08:00 AM,2016,12,15,08,83,2,27.4,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 09:00 AM,2016,12,15,09,83,2,27.2,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 10:00 AM,2016,12,15,10,83,2,27.1,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 11:00 AM,2016,12,15,11,83,2,27.1,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 12:00 PM,2016,12,15,12,83,2,27.2,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 01:00 PM,2016,12,15,13,81,2,26.6,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 02:00 PM,2016,12,15,14,80,2,26.0,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 03:00 PM,2016,12,15,15,81,2,26.2,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 04:00 PM,2016,12,15,16,80,2,25.9,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 05:00 PM,2016,12,15,17,79,2,25.5,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 06:00 PM,2016,12,15,18,77,2,24.7,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 07:00 PM,2016,12,15,19,77,2,24.5,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 08:00 PM,2016,12,15,20,78,2,25.0,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 09:00 PM,2016,12,15,21,78,2,24.8,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 10:00 PM,2016,12,15,22,81,2,26.2,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-15 11:00 PM,2016,12,15,23,83,2,27.3,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 12:00 AM,2016,12,16,00,85,2,28.2,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 01:00 AM,2016,12,16,01,87,2,29.2,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 02:00 AM,2016,12,16,02,89,2,30.2,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 03:00 AM,2016,12,16,03,90,2,30.6,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 04:00 AM,2016,12,16,04,91,2,30.9,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 05:00 AM,2016,12,16,05,91,2,31.0,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 06:00 AM,2016,12,16,06,92,2,31.5,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 07:00 AM,2016,12,16,07,93,2,31.9,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 08:00 AM,2016,12,16,08,92,2,31.7,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 09:00 AM,2016,12,16,09,93,2,32.2,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 10:00 AM,2016,12,16,10,93,2,32.3,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 11:00 AM,2016,12,16,11,94,2,32.7,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 12:00 PM,2016,12,16,12,98,2,34.5,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 01:00 PM,2016,12,16,13,104,3,36.7,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 02:00 PM,2016,12,16,14,106,3,37.5,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 03:00 PM,2016,12,16,15,108,3,38.4,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 04:00 PM,2016,12,16,16,111,3,39.5,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 05:00 PM,2016,12,16,17,113,3,40.2,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 06:00 PM,2016,12,16,18,116,3,41.4,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 07:00 PM,2016,12,16,19,118,3,42.3,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 08:00 PM,2016,12,16,20,118,3,42.4,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 09:00 PM,2016,12,16,21,119,3,43.0,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 10:00 PM,2016,12,16,22,119,3,42.8,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-16 11:00 PM,2016,12,16,23,117,3,42.0,71.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 12:00 AM,2016,12,17,00,116,3,41.6,70.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 01:00 AM,2016,12,17,01,116,3,41.4,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 02:00 AM,2016,12,17,02,114,3,40.8,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 03:00 AM,2016,12,17,03,114,3,40.7,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 04:00 AM,2016,12,17,04,113,3,40.3,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 05:00 AM,2016,12,17,05,113,3,40.3,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 06:00 AM,2016,12,17,06,113,3,40.2,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 07:00 AM,2016,12,17,07,113,3,40.3,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 08:00 AM,2016,12,17,08,115,3,41.1,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 09:00 AM,2016,12,17,09,115,3,41.1,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 10:00 AM,2016,12,17,10,116,3,41.4,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 11:00 AM,2016,12,17,11,116,3,41.4,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 12:00 PM,2016,12,17,12,111,3,39.7,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 01:00 PM,2016,12,17,13,108,3,38.3,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 02:00 PM,2016,12,17,14,107,3,37.9,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 03:00 PM,2016,12,17,15,105,3,37.0,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 04:00 PM,2016,12,17,16,103,3,36.5,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 05:00 PM,2016,12,17,17,103,3,36.2,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 06:00 PM,2016,12,17,18,101,3,35.7,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 07:00 PM,2016,12,17,19,100,2,35.2,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 08:00 PM,2016,12,17,20,99,2,34.7,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 09:00 PM,2016,12,17,21,98,2,34.6,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 10:00 PM,2016,12,17,22,99,2,34.7,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-17 11:00 PM,2016,12,17,23,101,3,35.5,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 12:00 AM,2016,12,18,00,101,3,35.7,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 01:00 AM,2016,12,18,01,101,3,35.7,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 02:00 AM,2016,12,18,02,102,3,35.9,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 03:00 AM,2016,12,18,03,102,3,36.0,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 04:00 AM,2016,12,18,04,103,3,36.2,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 05:00 AM,2016,12,18,05,103,3,36.2,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 06:00 AM,2016,12,18,06,103,3,36.2,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 07:00 AM,2016,12,18,07,103,3,36.5,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 08:00 AM,2016,12,18,08,104,3,36.8,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 09:00 AM,2016,12,18,09,106,3,37.6,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 10:00 AM,2016,12,18,10,109,3,38.7,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 11:00 AM,2016,12,18,11,114,3,40.7,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 12:00 PM,2016,12,18,12,116,3,41.4,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 01:00 PM,2016,12,18,13,114,3,40.9,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 02:00 PM,2016,12,18,14,113,3,40.4,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 03:00 PM,2016,12,18,15,112,3,40.1,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 04:00 PM,2016,12,18,16,113,3,40.4,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 05:00 PM,2016,12,18,17,114,3,40.7,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 06:00 PM,2016,12,18,18,114,3,40.8,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 07:00 PM,2016,12,18,19,116,3,41.4,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 08:00 PM,2016,12,18,20,116,3,41.5,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 09:00 PM,2016,12,18,21,116,3,41.7,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 10:00 PM,2016,12,18,22,118,3,42.5,83.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-18 11:00 PM,2016,12,18,23,121,3,43.8,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 12:00 AM,2016,12,19,00,124,3,44.7,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 01:00 AM,2016,12,19,01,126,3,45.5,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 02:00 AM,2016,12,19,02,126,3,45.5,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 03:00 AM,2016,12,19,03,126,3,45.6,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 04:00 AM,2016,12,19,04,126,3,45.7,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 05:00 AM,2016,12,19,05,127,3,46.1,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 06:00 AM,2016,12,19,06,128,3,46.4,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 07:00 AM,2016,12,19,07,128,3,46.3,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 08:00 AM,2016,12,19,08,127,3,46.0,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 09:00 AM,2016,12,19,09,124,3,44.7,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 10:00 AM,2016,12,19,10,119,3,42.9,84.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 11:00 AM,2016,12,19,11,113,3,40.3,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 12:00 PM,2016,12,19,12,110,3,39.3,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 01:00 PM,2016,12,19,13,111,3,39.6,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 02:00 PM,2016,12,19,14,112,3,40.1,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 03:00 PM,2016,12,19,15,114,3,40.6,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 04:00 PM,2016,12,19,16,116,3,41.4,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 05:00 PM,2016,12,19,17,117,3,41.8,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 06:00 PM,2016,12,19,18,122,3,44.2,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 07:00 PM,2016,12,19,19,129,3,47.0,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 08:00 PM,2016,12,19,20,142,3,52.0,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 09:00 PM,2016,12,19,21,147,3,54.1,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 10:00 PM,2016,12,19,22,150,3,55.4,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-19 11:00 PM,2016,12,19,23,149,3,54.8,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 12:00 AM,2016,12,20,00,149,3,55.0,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 01:00 AM,2016,12,20,01,151,4,55.5,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 02:00 AM,2016,12,20,02,150,3,55.3,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 03:00 AM,2016,12,20,03,151,4,55.6,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 04:00 AM,2016,12,20,04,151,4,55.8,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 05:00 AM,2016,12,20,05,151,4,56.0,94.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 06:00 AM,2016,12,20,06,152,4,57.1,124.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 07:00 AM,2016,12,20,07,152,4,58.4,161.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 08:00 AM,2016,12,20,08,153,4,59.5,105.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 09:00 AM,2016,12,20,09,153,4,59.9,105.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 10:00 AM,2016,12,20,10,154,4,60.4,70.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 11:00 AM,2016,12,20,11,154,4,61.2,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 12:00 PM,2016,12,20,12,154,4,61.6,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 01:00 PM,2016,12,20,13,154,4,61.8,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 02:00 PM,2016,12,20,14,154,4,62.2,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 03:00 PM,2016,12,20,15,155,4,62.6,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 04:00 PM,2016,12,20,16,154,4,61.8,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 05:00 PM,2016,12,20,17,154,4,61.4,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 06:00 PM,2016,12,20,18,153,4,59.8,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 07:00 PM,2016,12,20,19,151,4,56.4,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 08:00 PM,2016,12,20,20,142,3,52.0,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 09:00 PM,2016,12,20,21,139,3,51.0,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 10:00 PM,2016,12,20,22,135,3,49.2,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-20 11:00 PM,2016,12,20,23,130,3,47.3,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 12:00 AM,2016,12,21,00,126,3,45.6,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 01:00 AM,2016,12,21,01,122,3,44.2,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 02:00 AM,2016,12,21,02,125,3,45.2,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 03:00 AM,2016,12,21,03,127,3,46.0,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 04:00 AM,2016,12,21,04,127,3,46.1,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 05:00 AM,2016,12,21,05,128,3,46.4,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 06:00 AM,2016,12,21,06,125,3,45.4,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 07:00 AM,2016,12,21,07,121,3,43.8,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 08:00 AM,2016,12,21,08,117,3,42.0,83.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 09:00 AM,2016,12,21,09,116,3,41.6,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 10:00 AM,2016,12,21,10,115,3,41.3,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 11:00 AM,2016,12,21,11,115,3,41.1,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 12:00 PM,2016,12,21,12,114,3,40.7,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 01:00 PM,2016,12,21,13,114,3,40.8,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 02:00 PM,2016,12,21,14,116,3,41.4,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 03:00 PM,2016,12,21,15,117,3,42.0,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 04:00 PM,2016,12,21,16,119,3,43.0,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 05:00 PM,2016,12,21,17,122,3,44.2,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 06:00 PM,2016,12,21,18,125,3,45.1,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 07:00 PM,2016,12,21,19,130,3,47.2,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 08:00 PM,2016,12,21,20,137,3,50.3,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 09:00 PM,2016,12,21,21,142,3,52.0,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 10:00 PM,2016,12,21,22,145,3,53.2,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-21 11:00 PM,2016,12,21,23,148,3,54.4,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 12:00 AM,2016,12,22,00,148,3,54.7,38.0,UG/M3,1 Hr,Valid
