Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 11:00 PM,2016,12,29,23,91,2,31.0,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 12:00 AM,2016,12,30,00,92,2,31.4,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 01:00 AM,2016,12,30,01,91,2,31.2,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 02:00 AM,2016,12,30,02,91,2,31.0,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 03:00 AM,2016,12,30,03,91,2,30.9,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 04:00 AM,2016,12,30,04,90,2,30.6,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 05:00 AM,2016,12,30,05,90,2,30.5,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 06:00 AM,2016,12,30,06,90,2,30.5,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 07:00 AM,2016,12,30,07,89,2,30.3,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 08:00 AM,2016,12,30,08,89,2,30.2,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 09:00 AM,2016,12,30,09,89,2,30.2,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 10:00 AM,2016,12,30,10,89,2,30.4,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 11:00 AM,2016,12,30,11,89,2,30.2,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 12:00 PM,2016,12,30,12,89,2,30.4,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 01:00 PM,2016,12,30,13,89,2,30.4,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 02:00 PM,2016,12,30,14,90,2,30.5,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 03:00 PM,2016,12,30,15,89,2,30.3,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 04:00 PM,2016,12,30,16,89,2,30.0,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 05:00 PM,2016,12,30,17,89,2,30.0,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 06:00 PM,2016,12,30,18,87,2,29.4,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 07:00 PM,2016,12,30,19,88,2,29.8,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 08:00 PM,2016,12,30,20,89,2,30.2,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 09:00 PM,2016,12,30,21,88,2,29.6,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 10:00 PM,2016,12,30,22,87,2,29.4,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-30 11:00 PM,2016,12,30,23,88,2,29.9,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-31 12:00 AM,2016,12,31,00,90,2,30.7,23.0,UG/M3,1 Hr,Valid
