Site,Parameter,Date__LT_,Year,Month,Day,Hour,AQI,Raw_Conc_,Conc__Unit,Duration,QC_Name,AQI_Category,NowCast_Conc_
Ho Chi Minh City,PM2.5 - Principal,23DEC18:22:00:00,2018,12,23,22,120,45,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.1
Ho Chi Minh City,PM2.5 - Principal,23DEC18:23:00:00,2018,12,23,23,127,49,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46
Ho Chi Minh City,PM2.5 - Principal,24DEC18:00:00:00,2018,12,24,0,137,54,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,50
Ho Chi Minh City,PM2.5 - Principal,24DEC18:01:00:00,2018,12,24,1,116,33,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,41.5
Ho Chi Minh City,PM2.5 - Principal,24DEC18:02:00:00,2018,12,24,2,101,30,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,35.7
Ho Chi Minh City,PM2.5 - Principal,24DEC18:03:00:00,2018,12,24,3,96,31,UG/M3,1 Hr,Valid,Moderate,33.3
Ho Chi Minh City,PM2.5 - Principal,24DEC18:04:00:00,2018,12,24,4,91,29,UG/M3,1 Hr,Valid,Moderate,31.1
Ho Chi Minh City,PM2.5 - Principal,24DEC18:05:00:00,2018,12,24,5,74,15,UG/M3,1 Hr,Valid,Moderate,23
Ho Chi Minh City,PM2.5 - Principal,24DEC18:06:00:00,2018,12,24,6,67,16,UG/M3,1 Hr,Valid,Moderate,19.5
Ho Chi Minh City,PM2.5 - Principal,24DEC18:07:00:00,2018,12,24,7,65,18,UG/M3,1 Hr,Valid,Moderate,18.7
Ho Chi Minh City,PM2.5 - Principal,24DEC18:08:00:00,2018,12,24,8,80,33,UG/M3,1 Hr,Valid,Moderate,25.8
Ho Chi Minh City,PM2.5 - Principal,24DEC18:09:00:00,2018,12,24,9,84,30,UG/M3,1 Hr,Valid,Moderate,27.9
Ho Chi Minh City,PM2.5 - Principal,24DEC18:10:00:00,2018,12,24,10,86,30,UG/M3,1 Hr,Valid,Moderate,28.9
Ho Chi Minh City,PM2.5 - Principal,24DEC18:11:00:00,2018,12,24,11,91,33,UG/M3,1 Hr,Valid,Moderate,30.9
Ho Chi Minh City,PM2.5 - Principal,24DEC18:12:00:00,2018,12,24,12,83,24,UG/M3,1 Hr,Valid,Moderate,27.4
Ho Chi Minh City,PM2.5 - Principal,24DEC18:13:00:00,2018,12,24,13,83,27,UG/M3,1 Hr,Valid,Moderate,27.2
Ho Chi Minh City,PM2.5 - Principal,24DEC18:14:00:00,2018,12,24,14,89,33,UG/M3,1 Hr,Valid,Moderate,30.1
Ho Chi Minh City,PM2.5 - Principal,24DEC18:15:00:00,2018,12,24,15,90,31,UG/M3,1 Hr,Valid,Moderate,30.5
Ho Chi Minh City,PM2.5 - Principal,24DEC18:16:00:00,2018,12,24,16,94,35,UG/M3,1 Hr,Valid,Moderate,32.7
Ho Chi Minh City,PM2.5 - Principal,24DEC18:17:00:00,2018,12,24,17,86,25,UG/M3,1 Hr,Valid,Moderate,28.8
Ho Chi Minh City,PM2.5 - Principal,24DEC18:18:00:00,2018,12,24,18,77,20,UG/M3,1 Hr,Valid,Moderate,24.6
Ho Chi Minh City,PM2.5 - Principal,24DEC18:19:00:00,2018,12,24,19,70,18,UG/M3,1 Hr,Valid,Moderate,21.3
Ho Chi Minh City,PM2.5 - Principal,24DEC18:20:00:00,2018,12,24,20,84,35,UG/M3,1 Hr,Valid,Moderate,28
Ho Chi Minh City,PM2.5 - Principal,24DEC18:21:00:00,2018,12,24,21,77,21,UG/M3,1 Hr,Valid,Moderate,24.6
Ho Chi Minh City,PM2.5 - Principal,24DEC18:22:00:00,2018,12,24,22,90,37,UG/M3,1 Hr,Valid,Moderate,30.7
Ho Chi Minh City,PM2.5 - Principal,24DEC18:23:00:00,2018,12,24,23,92,33,UG/M3,1 Hr,Valid,Moderate,31.8
Ho Chi Minh City,PM2.5 - Principal,25DEC18:00:00:00,2018,12,25,0,92,31,UG/M3,1 Hr,Valid,Moderate,31.4
Ho Chi Minh City,PM2.5 - Principal,25DEC18:01:00:00,2018,12,25,1,72,13,UG/M3,1 Hr,Valid,Moderate,22.2
Ho Chi Minh City,PM2.5 - Principal,25DEC18:02:00:00,2018,12,25,2,65,15,UG/M3,1 Hr,Valid,Moderate,18.6
Ho Chi Minh City,PM2.5 - Principal,25DEC18:03:00:00,2018,12,25,3,89,42,UG/M3,1 Hr,Valid,Moderate,30.3
Ho Chi Minh City,PM2.5 - Principal,25DEC18:04:00:00,2018,12,25,4,118,55,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,42.6
Ho Chi Minh City,PM2.5 - Principal,25DEC18:05:00:00,2018,12,25,5,141,61,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,51.8
Ho Chi Minh City,PM2.5 - Principal,25DEC18:06:00:00,2018,12,25,6,129,42,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.9
Ho Chi Minh City,PM2.5 - Principal,25DEC18:07:00:00,2018,12,25,7,150,64,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,55.4
Ho Chi Minh City,PM2.5 - Principal,25DEC18:08:00:00,2018,12,25,8,155,71,UG/M3,1 Hr,Valid,Unhealthy,63.2
Ho Chi Minh City,PM2.5 - Principal,25DEC18:09:00:00,2018,12,25,9,137,37,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,50.1
Ho Chi Minh City,PM2.5 - Principal,25DEC18:10:00:00,2018,12,25,10,118,35,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,42.5
Ho Chi Minh City,PM2.5 - Principal,25DEC18:11:00:00,2018,12,25,11,119,43,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,42.7
Ho Chi Minh City,PM2.5 - Principal,25DEC18:12:00:00,2018,12,25,12,113,38,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.3
Ho Chi Minh City,PM2.5 - Principal,25DEC18:13:00:00,2018,12,25,13,109,37,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,38.6
Ho Chi Minh City,PM2.5 - Principal,25DEC18:14:00:00,2018,12,25,14,97,29,UG/M3,1 Hr,Valid,Moderate,33.8
Ho Chi Minh City,PM2.5 - Principal,25DEC18:15:00:00,2018,12,25,15,102,38,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,35.9
Ho Chi Minh City,PM2.5 - Principal,25DEC18:16:00:00,2018,12,25,16,94,29,UG/M3,1 Hr,Valid,Moderate,32.4
Ho Chi Minh City,PM2.5 - Principal,25DEC18:17:00:00,2018,12,25,17,86,25,UG/M3,1 Hr,Valid,Moderate,28.7
Ho Chi Minh City,PM2.5 - Principal,25DEC18:18:00:00,2018,12,25,18,80,23,UG/M3,1 Hr,Valid,Moderate,25.8
Ho Chi Minh City,PM2.5 - Principal,25DEC18:19:00:00,2018,12,25,19,84,30,UG/M3,1 Hr,Valid,Moderate,27.9
Ho Chi Minh City,PM2.5 - Principal,25DEC18:20:00:00,2018,12,25,20,81,25,UG/M3,1 Hr,Valid,Moderate,26.5
Ho Chi Minh City,PM2.5 - Principal,25DEC18:21:00:00,2018,12,25,21,74,20,UG/M3,1 Hr,Valid,Moderate,23.2
Ho Chi Minh City,PM2.5 - Principal,25DEC18:22:00:00,2018,12,25,22,70,19,UG/M3,1 Hr,Valid,Moderate,21.1
Ho Chi Minh City,PM2.5 - Principal,25DEC18:23:00:00,2018,12,25,23,60,12,UG/M3,1 Hr,Valid,Moderate,16.5
Ho Chi Minh City,PM2.5 - Principal,26DEC18:00:00:00,2018,12,26,0,52,9,UG/M3,1 Hr,Valid,Moderate,12.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:01:00:00,2018,12,26,1,39,6,UG/M3,1 Hr,Valid,Good,9.3
Ho Chi Minh City,PM2.5 - Principal,26DEC18:02:00:00,2018,12,26,2,60,24,UG/M3,1 Hr,Valid,Moderate,16.6
Ho Chi Minh City,PM2.5 - Principal,26DEC18:03:00:00,2018,12,26,3,65,21,UG/M3,1 Hr,Valid,Moderate,18.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:04:00:00,2018,12,26,4,71,24,UG/M3,1 Hr,Valid,Moderate,21.4
Ho Chi Minh City,PM2.5 - Principal,26DEC18:05:00:00,2018,12,26,5,71,22,UG/M3,1 Hr,Valid,Moderate,21.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:06:00:00,2018,12,26,6,71,22,UG/M3,1 Hr,Valid,Moderate,21.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:07:00:00,2018,12,26,7,79,29,UG/M3,1 Hr,Valid,Moderate,25.4
Ho Chi Minh City,PM2.5 - Principal,26DEC18:08:00:00,2018,12,26,8,90,36,UG/M3,1 Hr,Valid,Moderate,30.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:09:00:00,2018,12,26,9,121,57,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:10:00:00,2018,12,26,10,129,50,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.9
Ho Chi Minh City,PM2.5 - Principal,26DEC18:11:00:00,2018,12,26,11,100,24,UG/M3,1 Hr,Valid,Moderate,35.4
Ho Chi Minh City,PM2.5 - Principal,26DEC18:12:00:00,2018,12,26,12,90,26,UG/M3,1 Hr,Valid,Moderate,30.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:13:00:00,2018,12,26,13,82,23,UG/M3,1 Hr,Valid,Moderate,26.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:14:00:00,2018,12,26,14,79,24,UG/M3,1 Hr,Valid,Moderate,25.4
Ho Chi Minh City,PM2.5 - Principal,26DEC18:15:00:00,2018,12,26,15,73,20,UG/M3,1 Hr,Valid,Moderate,22.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:16:00:00,2018,12,26,16,76,25,UG/M3,1 Hr,Valid,Moderate,23.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:17:00:00,2018,12,26,17,68,17,UG/M3,1 Hr,Valid,Moderate,20.4
Ho Chi Minh City,PM2.5 - Principal,26DEC18:18:00:00,2018,12,26,18,61,13,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:19:00:00,2018,12,26,19,71,27,UG/M3,1 Hr,Valid,Moderate,21.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:20:00:00,2018,12,26,20,85,35,UG/M3,1 Hr,Valid,Moderate,28.4
Ho Chi Minh City,PM2.5 - Principal,26DEC18:21:00:00,2018,12,26,21,77,21,UG/M3,1 Hr,Valid,Moderate,24.7
Ho Chi Minh City,PM2.5 - Principal,26DEC18:22:00:00,2018,12,26,22,76,23,UG/M3,1 Hr,Valid,Moderate,23.8
Ho Chi Minh City,PM2.5 - Principal,26DEC18:23:00:00,2018,12,26,23,68,17,UG/M3,1 Hr,Valid,Moderate,20.4
Ho Chi Minh City,PM2.5 - Principal,27DEC18:00:00:00,2018,12,27,0,75,27,UG/M3,1 Hr,Valid,Moderate,23.7
Ho Chi Minh City,PM2.5 - Principal,27DEC18:01:00:00,2018,12,27,1,76,24,UG/M3,1 Hr,Valid,Moderate,23.8
Ho Chi Minh City,PM2.5 - Principal,27DEC18:02:00:00,2018,12,27,2,61,10,UG/M3,1 Hr,Valid,Moderate,16.9
Ho Chi Minh City,PM2.5 - Principal,27DEC18:03:00:00,2018,12,27,3,54,10,UG/M3,1 Hr,Valid,Moderate,13.4
Ho Chi Minh City,PM2.5 - Principal,27DEC18:04:00:00,2018,12,27,4,43,7,UG/M3,1 Hr,Valid,Good,10.2
Ho Chi Minh City,PM2.5 - Principal,27DEC18:05:00:00,2018,12,27,5,51,14,UG/M3,1 Hr,Valid,Moderate,12.1
Ho Chi Minh City,PM2.5 - Principal,27DEC18:06:00:00,2018,12,27,6,60,21,UG/M3,1 Hr,Valid,Moderate,16.5
Ho Chi Minh City,PM2.5 - Principal,27DEC18:07:00:00,2018,12,27,7,63,19,UG/M3,1 Hr,Valid,Moderate,17.7
Ho Chi Minh City,PM2.5 - Principal,27DEC18:08:00:00,2018,12,27,8,78,32,UG/M3,1 Hr,Valid,Moderate,24.8
Ho Chi Minh City,PM2.5 - Principal,27DEC18:09:00:00,2018,12,27,9,108,52,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,38.4
Ho Chi Minh City,PM2.5 - Principal,27DEC18:10:00:00,2018,12,27,10,120,48,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.2
Ho Chi Minh City,PM2.5 - Principal,27DEC18:11:00:00,2018,12,27,11,130,51,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,47.1
Ho Chi Minh City,PM2.5 - Principal,27DEC18:12:00:00,2018,12,27,12,123,42,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,44.5
Ho Chi Minh City,PM2.5 - Principal,27DEC18:13:00:00,2018,12,27,13,115,38,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,41.2
Ho Chi Minh City,PM2.5 - Principal,27DEC18:14:00:00,2018,12,27,14,121,46,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.6
Ho Chi Minh City,PM2.5 - Principal,27DEC18:15:00:00,2018,12,27,15,108,33,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,38.3
Ho Chi Minh City,PM2.5 - Principal,27DEC18:16:00:00,2018,12,27,16,90,23,UG/M3,1 Hr,Valid,Moderate,30.6
Ho Chi Minh City,PM2.5 - Principal,27DEC18:17:00:00,2018,12,27,17,79,20,UG/M3,1 Hr,Valid,Moderate,25.3
Ho Chi Minh City,PM2.5 - Principal,27DEC18:18:00:00,2018,12,27,18,78,25,UG/M3,1 Hr,Valid,Moderate,25.1
Ho Chi Minh City,PM2.5 - Principal,27DEC18:19:00:00,2018,12,27,19,93,39,UG/M3,1 Hr,Valid,Moderate,32
Ho Chi Minh City,PM2.5 - Principal,27DEC18:20:00:00,2018,12,27,20,106,43,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.5
Ho Chi Minh City,PM2.5 - Principal,27DEC18:21:00:00,2018,12,27,21,129,56,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.7
Ho Chi Minh City,PM2.5 - Principal,27DEC18:22:00:00,2018,12,27,22,107,29,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.8
Ho Chi Minh City,PM2.5 - Principal,27DEC18:23:00:00,2018,12,27,23,98,31,UG/M3,1 Hr,Valid,Moderate,34.4
Ho Chi Minh City,PM2.5 - Principal,28DEC18:00:00:00,2018,12,28,0,88,25,UG/M3,1 Hr,Valid,Moderate,29.7
Ho Chi Minh City,PM2.5 - Principal,28DEC18:01:00:00,2018,12,28,1,90,32,UG/M3,1 Hr,Valid,Moderate,30.8
Ho Chi Minh City,PM2.5 - Principal,28DEC18:02:00:00,2018,12,28,2,95,35,UG/M3,1 Hr,Valid,Moderate,32.9
Ho Chi Minh City,PM2.5 - Principal,28DEC18:03:00:00,2018,12,28,3,153,85,UG/M3,1 Hr,Valid,Unhealthy,58.9
Ho Chi Minh City,PM2.5 - Principal,28DEC18:04:00:00,2018,12,28,4,146,49,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,53.9
Ho Chi Minh City,PM2.5 - Principal,28DEC18:05:00:00,2018,12,28,5,125,37,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,45.4
Ho Chi Minh City,PM2.5 - Principal,28DEC18:06:00:00,2018,12,28,6,122,43,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,44.2
Ho Chi Minh City,PM2.5 - Principal,28DEC18:07:00:00,2018,12,28,7,130,50,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,47.1
Ho Chi Minh City,PM2.5 - Principal,28DEC18:08:00:00,2018,12,28,8,140,56,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,51.5
Ho Chi Minh City,PM2.5 - Principal,28DEC18:09:00:00,2018,12,28,9,155,76,UG/M3,1 Hr,Valid,Unhealthy,63.7
Ho Chi Minh City,PM2.5 - Principal,28DEC18:10:00:00,2018,12,28,10,155,61,UG/M3,1 Hr,Valid,Unhealthy,62.3
Ho Chi Minh City,PM2.5 - Principal,28DEC18:11:00:00,2018,12,28,11,144,44,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,53.1
Ho Chi Minh City,PM2.5 - Principal,28DEC18:12:00:00,2018,12,28,12,167,118,UG/M3,1 Hr,Valid,Unhealthy,85.6
Ho Chi Minh City,PM2.5 - Principal,28DEC18:13:00:00,2018,12,28,13,172,105,UG/M3,1 Hr,Valid,Unhealthy,95.3
Ho Chi Minh City,PM2.5 - Principal,28DEC18:14:00:00,2018,12,28,14,163,62,UG/M3,1 Hr,Valid,Unhealthy,78.6
Ho Chi Minh City,PM2.5 - Principal,28DEC18:15:00:00,2018,12,28,15,152,37,UG/M3,1 Hr,Valid,Unhealthy,57.8
Ho Chi Minh City,PM2.5 - Principal,28DEC18:16:00:00,2018,12,28,16,104,16,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36.9
Ho Chi Minh City,PM2.5 - Principal,28DEC18:17:00:00,2018,12,28,17,79,14,UG/M3,1 Hr,Valid,Moderate,25.4
Ho Chi Minh City,PM2.5 - Principal,28DEC18:18:00:00,2018,12,28,18,67,14,UG/M3,1 Hr,Valid,Moderate,19.7
Ho Chi Minh City,PM2.5 - Principal,28DEC18:20:00:00,2018,12,28,20,83,31,UG/M3,1 Hr,Valid,Moderate,27.2
Ho Chi Minh City,PM2.5 - Principal,28DEC18:21:00:00,2018,12,28,21,92,35,UG/M3,1 Hr,Valid,Moderate,31.6
Ho Chi Minh City,PM2.5 - Principal,28DEC18:22:00:00,2018,12,28,22,97,36,UG/M3,1 Hr,Valid,Moderate,33.9
Ho Chi Minh City,PM2.5 - Principal,28DEC18:23:00:00,2018,12,28,23,85,23,UG/M3,1 Hr,Valid,Moderate,28.3
Ho Chi Minh City,PM2.5 - Principal,29DEC18:00:00:00,2018,12,29,0,100,42,UG/M3,1 Hr,Valid,Moderate,35.2
Ho Chi Minh City,PM2.5 - Principal,29DEC18:01:00:00,2018,12,29,1,125,55,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,45.1
Ho Chi Minh City,PM2.5 - Principal,29DEC18:02:00:00,2018,12,29,2,162,109,UG/M3,1 Hr,Valid,Unhealthy,77.2
Ho Chi Minh City,PM2.5 - Principal,29DEC18:03:00:00,2018,12,29,3,168,98,UG/M3,1 Hr,Valid,Unhealthy,87.6
Ho Chi Minh City,PM2.5 - Principal,29DEC18:04:00:00,2018,12,29,4,159,55,UG/M3,1 Hr,Valid,Unhealthy,71.3
Ho Chi Minh City,PM2.5 - Principal,29DEC18:05:00:00,2018,12,29,5,154,51,UG/M3,1 Hr,Valid,Unhealthy,61.1
Ho Chi Minh City,PM2.5 - Principal,29DEC18:06:00:00,2018,12,29,6,143,44,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,52.5
Ho Chi Minh City,PM2.5 - Principal,29DEC18:07:00:00,2018,12,29,7,137,48,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,50.2
Ho Chi Minh City,PM2.5 - Principal,29DEC18:08:00:00,2018,12,29,8,121,37,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.6
Ho Chi Minh City,PM2.5 - Principal,29DEC18:09:00:00,2018,12,29,9,107,32,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.8
Ho Chi Minh City,PM2.5 - Principal,29DEC18:10:00:00,2018,12,29,10,83,17,UG/M3,1 Hr,Valid,Moderate,27.4
Ho Chi Minh City,PM2.5 - Principal,29DEC18:11:00:00,2018,12,29,11,76,21,UG/M3,1 Hr,Valid,Moderate,24.2
Ho Chi Minh City,PM2.5 - Principal,29DEC18:12:00:00,2018,12,29,12,75,23,UG/M3,1 Hr,Valid,Moderate,23.5
Ho Chi Minh City,PM2.5 - Principal,29DEC18:13:00:00,2018,12,29,13,62,11,UG/M3,1 Hr,Valid,Moderate,17.2
Ho Chi Minh City,PM2.5 - Principal,29DEC18:14:00:00,2018,12,29,14,58,14,UG/M3,1 Hr,Valid,Moderate,15.6
Ho Chi Minh City,PM2.5 - Principal,29DEC18:15:00:00,2018,12,29,15,59,16,UG/M3,1 Hr,Valid,Moderate,15.8
Ho Chi Minh City,PM2.5 - Principal,29DEC18:16:00:00,2018,12,29,16,65,22,UG/M3,1 Hr,Valid,Moderate,18.8
Ho Chi Minh City,PM2.5 - Principal,29DEC18:17:00:00,2018,12,29,17,95,47,UG/M3,1 Hr,Valid,Moderate,32.9
Ho Chi Minh City,PM2.5 - Principal,29DEC18:18:00:00,2018,12,29,18,88,27,UG/M3,1 Hr,Valid,Moderate,29.9
Ho Chi Minh City,PM2.5 - Principal,29DEC18:19:00:00,2018,12,29,19,84,26,UG/M3,1 Hr,Valid,Moderate,27.9
Ho Chi Minh City,PM2.5 - Principal,29DEC18:20:00:00,2018,12,29,20,86,30,UG/M3,1 Hr,Valid,Moderate,28.9
Ho Chi Minh City,PM2.5 - Principal,29DEC18:21:00:00,2018,12,29,21,92,34,UG/M3,1 Hr,Valid,Moderate,31.4
Ho Chi Minh City,PM2.5 - Principal,29DEC18:22:00:00,2018,12,29,22,84,24,UG/M3,1 Hr,Valid,Moderate,27.7
Ho Chi Minh City,PM2.5 - Principal,29DEC18:23:00:00,2018,12,29,23,78,22,UG/M3,1 Hr,Valid,Moderate,24.8
Ho Chi Minh City,PM2.5 - Principal,30DEC18:00:00:00,2018,12,30,0,82,29,UG/M3,1 Hr,Valid,Moderate,26.9
Ho Chi Minh City,PM2.5 - Principal,30DEC18:01:00:00,2018,12,30,1,75,20,UG/M3,1 Hr,Valid,Moderate,23.4
Ho Chi Minh City,PM2.5 - Principal,30DEC18:02:00:00,2018,12,30,2,85,33,UG/M3,1 Hr,Valid,Moderate,28.2
Ho Chi Minh City,PM2.5 - Principal,30DEC18:03:00:00,2018,12,30,3,104,45,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36.6
Ho Chi Minh City,PM2.5 - Principal,30DEC18:04:00:00,2018,12,30,4,102,35,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,35.8
Ho Chi Minh City,PM2.5 - Principal,30DEC18:05:00:00,2018,12,30,5,109,42,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,38.9
Ho Chi Minh City,PM2.5 - Principal,30DEC18:06:00:00,2018,12,30,6,118,46,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,42.4
Ho Chi Minh City,PM2.5 - Principal,30DEC18:07:00:00,2018,12,30,7,129,51,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.7
Ho Chi Minh City,PM2.5 - Principal,30DEC18:08:00:00,2018,12,30,8,121,41,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.8
Ho Chi Minh City,PM2.5 - Principal,30DEC18:09:00:00,2018,12,30,9,107,32,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.9
Ho Chi Minh City,PM2.5 - Principal,30DEC18:10:00:00,2018,12,30,10,92,25,UG/M3,1 Hr,Valid,Moderate,31.4
Ho Chi Minh City,PM2.5 - Principal,30DEC18:11:00:00,2018,12,30,11,77,18,UG/M3,1 Hr,Valid,Moderate,24.7
Ho Chi Minh City,PM2.5 - Principal,30DEC18:12:00:00,2018,12,30,12,76,23,UG/M3,1 Hr,Valid,Moderate,23.8
Ho Chi Minh City,PM2.5 - Principal,30DEC18:13:00:00,2018,12,30,13,79,27,UG/M3,1 Hr,Valid,Moderate,25.4
Ho Chi Minh City,PM2.5 - Principal,30DEC18:14:00:00,2018,12,30,14,82,28,UG/M3,1 Hr,Valid,Moderate,26.7
Ho Chi Minh City,PM2.5 - Principal,30DEC18:15:00:00,2018,12,30,15,76,21,UG/M3,1 Hr,Valid,Moderate,23.8
Ho Chi Minh City,PM2.5 - Principal,30DEC18:16:00:00,2018,12,30,16,63,12,UG/M3,1 Hr,Valid,Moderate,17.9
Ho Chi Minh City,PM2.5 - Principal,30DEC18:17:00:00,2018,12,30,17,56,11,UG/M3,1 Hr,Valid,Moderate,14.4
Ho Chi Minh City,PM2.5 - Principal,30DEC18:18:00:00,2018,12,30,18,62,20,UG/M3,1 Hr,Valid,Moderate,17.2
Ho Chi Minh City,PM2.5 - Principal,30DEC18:19:00:00,2018,12,30,19,56,12,UG/M3,1 Hr,Valid,Moderate,14.6
Ho Chi Minh City,PM2.5 - Principal,30DEC18:20:00:00,2018,12,30,20,51,10,UG/M3,1 Hr,Valid,Moderate,12.3
Ho Chi Minh City,PM2.5 - Principal,30DEC18:21:00:00,2018,12,30,21,59,20,UG/M3,1 Hr,Valid,Moderate,16.1
Ho Chi Minh City,PM2.5 - Principal,30DEC18:22:00:00,2018,12,30,22,50,8,UG/M3,1 Hr,Valid,Good,12
Ho Chi Minh City,PM2.5 - Principal,30DEC18:23:00:00,2018,12,30,23,48,11,UG/M3,1 Hr,Valid,Good,11.5
Ho Chi Minh City,PM2.5 - Principal,31DEC18:00:00:00,2018,12,31,0,47,11,UG/M3,1 Hr,Valid,Good,11.2
Ho Chi Minh City,PM2.5 - Principal,31DEC18:01:00:00,2018,12,31,1,48,12,UG/M3,1 Hr,Valid,Good,11.6
Ho Chi Minh City,PM2.5 - Principal,31DEC18:02:00:00,2018,12,31,2,52,14,UG/M3,1 Hr,Valid,Moderate,12.8
Ho Chi Minh City,PM2.5 - Principal,31DEC18:03:00:00,2018,12,31,3,53,13,UG/M3,1 Hr,Valid,Moderate,12.9
Ho Chi Minh City,PM2.5 - Principal,31DEC18:04:00:00,2018,12,31,4,54,14,UG/M3,1 Hr,Valid,Moderate,13.4
Ho Chi Minh City,PM2.5 - Principal,31DEC18:05:00:00,2018,12,31,5,56,16,UG/M3,1 Hr,Valid,Moderate,14.7
Ho Chi Minh City,PM2.5 - Principal,31DEC18:06:00:00,2018,12,31,6,57,15,UG/M3,1 Hr,Valid,Moderate,14.8
Ho Chi Minh City,PM2.5 - Principal,31DEC18:07:00:00,2018,12,31,7,56,14,UG/M3,1 Hr,Valid,Moderate,14.4
Ho Chi Minh City,PM2.5 - Principal,31DEC18:08:00:00,2018,12,31,8,56,15,UG/M3,1 Hr,Valid,Moderate,14.7
Ho Chi Minh City,PM2.5 - Principal,31DEC18:09:00:00,2018,12,31,9,52,11,UG/M3,1 Hr,Valid,Moderate,12.8
Ho Chi Minh City,PM2.5 - Principal,31DEC18:10:00:00,2018,12,31,10,53,13,UG/M3,1 Hr,Valid,Moderate,13.2
Ho Chi Minh City,PM2.5 - Principal,31DEC18:11:00:00,2018,12,31,11,47,9,UG/M3,1 Hr,Valid,Good,11.2
Ho Chi Minh City,PM2.5 - Principal,31DEC18:12:00:00,2018,12,31,12,37,7,UG/M3,1 Hr,Valid,Good,8.9
Ho Chi Minh City,PM2.5 - Principal,31DEC18:13:00:00,2018,12,31,13,45,13,UG/M3,1 Hr,Valid,Good,10.9
Ho Chi Minh City,PM2.5 - Principal,31DEC18:14:00:00,2018,12,31,14,41,9,UG/M3,1 Hr,Valid,Good,9.9
Ho Chi Minh City,PM2.5 - Principal,31DEC18:15:00:00,2018,12,31,15,45,12,UG/M3,1 Hr,Valid,Good,10.9
Ho Chi Minh City,PM2.5 - Principal,31DEC18:16:00:00,2018,12,31,16,43,10,UG/M3,1 Hr,Valid,Good,10.4
