Site,Parameter,Date__LT_,Year,Month,Day,Hour,AQI,Raw_Conc_,Conc__Unit,Duration,QC_Name,AQI_Category,NowCast_Conc_
Ho Chi Minh City,PM2.5 - Principal,01DEC16:01:00:00,2016,12,1,1,89,52,UG/M3,1 Hr,Valid,Moderate,52
Ho Chi Minh City,PM2.5 - Principal,01DEC16:02:00:00,2016,12,1,2,87,42,UG/M3,1 Hr,Valid,Moderate,46.5
Ho Chi Minh City,PM2.5 - Principal,01DEC16:03:00:00,2016,12,1,3,85,29,UG/M3,1 Hr,Valid,Moderate,36.7
Ho Chi Minh City,PM2.5 - Principal,01DEC16:04:00:00,2016,12,1,4,84,29,UG/M3,1 Hr,Valid,Moderate,32.9
Ho Chi Minh City,PM2.5 - Principal,01DEC16:05:00:00,2016,12,1,5,84,18,UG/M3,1 Hr,Valid,Moderate,24.9
Ho Chi Minh City,PM2.5 - Principal,01DEC16:06:00:00,2016,12,1,6,83,24,UG/M3,1 Hr,Valid,Moderate,24.4
Ho Chi Minh City,PM2.5 - Principal,01DEC16:07:00:00,2016,12,1,7,83,24,UG/M3,1 Hr,Valid,Moderate,24.2
Ho Chi Minh City,PM2.5 - Principal,01DEC16:08:00:00,2016,12,1,8,83,39,UG/M3,1 Hr,Valid,Moderate,31.6
Ho Chi Minh City,PM2.5 - Principal,01DEC16:09:00:00,2016,12,1,9,83,64,UG/M3,1 Hr,Valid,Moderate,47.9
Ho Chi Minh City,PM2.5 - Principal,01DEC16:10:00:00,2016,12,1,10,83,27,UG/M3,1 Hr,Valid,Moderate,37.4
Ho Chi Minh City,PM2.5 - Principal,01DEC16:11:00:00,2016,12,1,11,81,27,UG/M3,1 Hr,Valid,Moderate,32.2
Ho Chi Minh City,PM2.5 - Principal,01DEC16:12:00:00,2016,12,1,12,80,37,UG/M3,1 Hr,Valid,Moderate,34.6
Ho Chi Minh City,PM2.5 - Principal,01DEC16:13:00:00,2016,12,1,13,77,34,UG/M3,1 Hr,Valid,Moderate,34.3
Ho Chi Minh City,PM2.5 - Principal,01DEC16:14:00:00,2016,12,1,14,74,19,UG/M3,1 Hr,Valid,Moderate,26.6
Ho Chi Minh City,PM2.5 - Principal,01DEC16:15:00:00,2016,12,1,15,71,17,UG/M3,1 Hr,Valid,Moderate,21.8
Ho Chi Minh City,PM2.5 - Principal,01DEC16:16:00:00,2016,12,1,16,71,10,UG/M3,1 Hr,Valid,Moderate,15.9
Ho Chi Minh City,PM2.5 - Principal,01DEC16:17:00:00,2016,12,1,17,73,12,UG/M3,1 Hr,Valid,Moderate,14
Ho Chi Minh City,PM2.5 - Principal,01DEC16:18:00:00,2016,12,1,18,73,11,UG/M3,1 Hr,Valid,Moderate,12.5
Ho Chi Minh City,PM2.5 - Principal,01DEC16:19:00:00,2016,12,1,19,72,15,UG/M3,1 Hr,Valid,Moderate,13.7
Ho Chi Minh City,PM2.5 - Principal,01DEC16:20:00:00,2016,12,1,20,72,17,UG/M3,1 Hr,Valid,Moderate,15.4
Ho Chi Minh City,PM2.5 - Principal,01DEC16:21:00:00,2016,12,1,21,71,17,UG/M3,1 Hr,Valid,Moderate,16.2
Ho Chi Minh City,PM2.5 - Principal,01DEC16:22:00:00,2016,12,1,22,69,11,UG/M3,1 Hr,Valid,Moderate,13.6
Ho Chi Minh City,PM2.5 - Principal,01DEC16:23:00:00,2016,12,1,23,71,9,UG/M3,1 Hr,Valid,Moderate,11.3
Ho Chi Minh City,PM2.5 - Principal,02DEC16:00:00:00,2016,12,2,0,72,10,UG/M3,1 Hr,Valid,Moderate,10.6
Ho Chi Minh City,PM2.5 - Principal,02DEC16:01:00:00,2016,12,2,1,72,10,UG/M3,1 Hr,Valid,Moderate,10.3
Ho Chi Minh City,PM2.5 - Principal,02DEC16:02:00:00,2016,12,2,2,72,13,UG/M3,1 Hr,Valid,Moderate,11.6
Ho Chi Minh City,PM2.5 - Principal,02DEC16:03:00:00,2016,12,2,3,73,20,UG/M3,1 Hr,Valid,Moderate,15.8
Ho Chi Minh City,PM2.5 - Principal,02DEC16:04:00:00,2016,12,2,4,75,53,UG/M3,1 Hr,Valid,Moderate,34.4
Ho Chi Minh City,PM2.5 - Principal,02DEC16:05:00:00,2016,12,2,5,79,22,UG/M3,1 Hr,Valid,Moderate,28.2
Ho Chi Minh City,PM2.5 - Principal,02DEC16:06:00:00,2016,12,2,6,83,18,UG/M3,1 Hr,Valid,Moderate,23.1
Ho Chi Minh City,PM2.5 - Principal,02DEC16:07:00:00,2016,12,2,7,85,23,UG/M3,1 Hr,Valid,Moderate,23.1
Ho Chi Minh City,PM2.5 - Principal,02DEC16:08:00:00,2016,12,2,8,86,27,UG/M3,1 Hr,Valid,Moderate,25
Ho Chi Minh City,PM2.5 - Principal,02DEC16:09:00:00,2016,12,2,9,89,38,UG/M3,1 Hr,Valid,Moderate,31.5
Ho Chi Minh City,PM2.5 - Principal,02DEC16:10:00:00,2016,12,2,10,92,51,UG/M3,1 Hr,Valid,Moderate,41.3
Ho Chi Minh City,PM2.5 - Principal,02DEC16:11:00:00,2016,12,2,11,97,40,UG/M3,1 Hr,Valid,Moderate,40.6
Ho Chi Minh City,PM2.5 - Principal,02DEC16:12:00:00,2016,12,2,12,104,34,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.3
Ho Chi Minh City,PM2.5 - Principal,02DEC16:13:00:00,2016,12,2,13,111,32,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,34.7
Ho Chi Minh City,PM2.5 - Principal,02DEC16:14:00:00,2016,12,2,14,117,30,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,32.3
Ho Chi Minh City,PM2.5 - Principal,02DEC16:15:00:00,2016,12,2,15,123,46,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,39.2
Ho Chi Minh City,PM2.5 - Principal,02DEC16:16:00:00,2016,12,2,16,129,53,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.1
Ho Chi Minh City,PM2.5 - Principal,02DEC16:17:00:00,2016,12,2,17,128,54,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,50
Ho Chi Minh City,PM2.5 - Principal,02DEC16:18:00:00,2016,12,2,18,128,38,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,44
Ho Chi Minh City,PM2.5 - Principal,02DEC16:19:00:00,2016,12,2,19,128,28,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36
Ho Chi Minh City,PM2.5 - Principal,02DEC16:20:00:00,2016,12,2,20,127,47,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,41.5
Ho Chi Minh City,PM2.5 - Principal,02DEC16:21:00:00,2016,12,2,21,127,57,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,49.3
Ho Chi Minh City,PM2.5 - Principal,02DEC16:22:00:00,2016,12,2,22,128,67,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,58.1
Ho Chi Minh City,PM2.5 - Principal,02DEC16:23:00:00,2016,12,2,23,127,72,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,65.1
Ho Chi Minh City,PM2.5 - Principal,03DEC16:00:00:00,2016,12,3,0,126,76,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,70.5
Ho Chi Minh City,PM2.5 - Principal,03DEC16:01:00:00,2016,12,3,1,125,76,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,73.3
Ho Chi Minh City,PM2.5 - Principal,03DEC16:02:00:00,2016,12,3,2,123,67,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,70.1
Ho Chi Minh City,PM2.5 - Principal,03DEC16:03:00:00,2016,12,3,3,121,73,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,71.6
Ho Chi Minh City,PM2.5 - Principal,03DEC16:04:00:00,2016,12,3,4,118,49,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,60.3
Ho Chi Minh City,PM2.5 - Principal,03DEC16:05:00:00,2016,12,3,5,114,24,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,42.1
Ho Chi Minh City,PM2.5 - Principal,03DEC16:06:00:00,2016,12,3,6,110,15,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,28.6
Ho Chi Minh City,PM2.5 - Principal,03DEC16:07:00:00,2016,12,3,7,108,16,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,22.3
Ho Chi Minh City,PM2.5 - Principal,03DEC16:08:00:00,2016,12,3,8,107,23,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,22.6
Ho Chi Minh City,PM2.5 - Principal,03DEC16:09:00:00,2016,12,3,9,105,47,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,34.8
Ho Chi Minh City,PM2.5 - Principal,03DEC16:10:00:00,2016,12,3,10,102,41,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.9
Ho Chi Minh City,PM2.5 - Principal,03DEC16:11:00:00,2016,12,3,11,97,32,UG/M3,1 Hr,Valid,Moderate,34.9
Ho Chi Minh City,PM2.5 - Principal,03DEC16:12:00:00,2016,12,3,12,92,20,UG/M3,1 Hr,Valid,Moderate,27.5
Ho Chi Minh City,PM2.5 - Principal,03DEC16:13:00:00,2016,12,3,13,87,20,UG/M3,1 Hr,Valid,Moderate,23.7
Ho Chi Minh City,PM2.5 - Principal,03DEC16:14:00:00,2016,12,3,14,83,12,UG/M3,1 Hr,Valid,Moderate,17.9
Ho Chi Minh City,PM2.5 - Principal,03DEC16:15:00:00,2016,12,3,15,82,13,UG/M3,1 Hr,Valid,Moderate,15.4
Ho Chi Minh City,PM2.5 - Principal,03DEC16:16:00:00,2016,12,3,16,82,13,UG/M3,1 Hr,Valid,Moderate,14.2
Ho Chi Minh City,PM2.5 - Principal,03DEC16:17:00:00,2016,12,3,17,84,14,UG/M3,1 Hr,Valid,Moderate,14.1
Ho Chi Minh City,PM2.5 - Principal,03DEC16:18:00:00,2016,12,3,18,87,19,UG/M3,1 Hr,Valid,Moderate,16.6
Ho Chi Minh City,PM2.5 - Principal,03DEC16:19:00:00,2016,12,3,19,90,22,UG/M3,1 Hr,Valid,Moderate,19.3
Ho Chi Minh City,PM2.5 - Principal,03DEC16:20:00:00,2016,12,3,20,97,23,UG/M3,1 Hr,Valid,Moderate,21.1
Ho Chi Minh City,PM2.5 - Principal,03DEC16:21:00:00,2016,12,3,21,102,31,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,26.1
Ho Chi Minh City,PM2.5 - Principal,03DEC16:22:00:00,2016,12,3,22,104,19,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,22.5
Ho Chi Minh City,PM2.5 - Principal,03DEC16:23:00:00,2016,12,3,23,104,10,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,16.3
Ho Chi Minh City,PM2.5 - Principal,04DEC16:00:00:00,2016,12,4,0,106,23,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,19.6
Ho Chi Minh City,PM2.5 - Principal,04DEC16:01:00:00,2016,12,4,1,106,31,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,25.3
Ho Chi Minh City,PM2.5 - Principal,04DEC16:02:00:00,2016,12,4,2,107,59,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,42.2
Ho Chi Minh City,PM2.5 - Principal,04DEC16:03:00:00,2016,12,4,3,109,66,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,54.1
Ho Chi Minh City,PM2.5 - Principal,04DEC16:04:00:00,2016,12,4,4,110,70,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,62.1
Ho Chi Minh City,PM2.5 - Principal,04DEC16:05:00:00,2016,12,4,5,110,60,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,61
Ho Chi Minh City,PM2.5 - Principal,04DEC16:06:00:00,2016,12,4,6,111,57,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,59
Ho Chi Minh City,PM2.5 - Principal,04DEC16:07:00:00,2016,12,4,7,111,89,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,74
Ho Chi Minh City,PM2.5 - Principal,04DEC16:08:00:00,2016,12,4,8,111,76,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,75
Ho Chi Minh City,PM2.5 - Principal,04DEC16:09:00:00,2016,12,4,9,111,61,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,68
Ho Chi Minh City,PM2.5 - Principal,04DEC16:10:00:00,2016,12,4,10,110,45,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,56.5
Ho Chi Minh City,PM2.5 - Principal,04DEC16:11:00:00,2016,12,4,11,109,47,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,51.8
Ho Chi Minh City,PM2.5 - Principal,04DEC16:12:00:00,2016,12,4,12,111,23,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.4
Ho Chi Minh City,PM2.5 - Principal,04DEC16:13:00:00,2016,12,4,13,112,30,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,33.7
Ho Chi Minh City,PM2.5 - Principal,04DEC16:14:00:00,2016,12,4,14,112,28,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,30.8
Ho Chi Minh City,PM2.5 - Principal,04DEC16:15:00:00,2016,12,4,15,110,23,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,26.9
Ho Chi Minh City,PM2.5 - Principal,04DEC16:16:00:00,2016,12,4,16,106,15,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,21
Ho Chi Minh City,PM2.5 - Principal,04DEC16:17:00:00,2016,12,4,17,102,21,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,21
Ho Chi Minh City,PM2.5 - Principal,04DEC16:18:00:00,2016,12,4,18,100,22,UG/M3,1 Hr,Valid,Moderate,21.5
Ho Chi Minh City,PM2.5 - Principal,04DEC16:19:00:00,2016,12,4,19,102,20,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,20.7
Ho Chi Minh City,PM2.5 - Principal,04DEC16:20:00:00,2016,12,4,20,99,22,UG/M3,1 Hr,Valid,Moderate,21.4
Ho Chi Minh City,PM2.5 - Principal,04DEC16:21:00:00,2016,12,4,21,95,20,UG/M3,1 Hr,Valid,Moderate,20.7
Ho Chi Minh City,PM2.5 - Principal,04DEC16:22:00:00,2016,12,4,22,93,15,UG/M3,1 Hr,Valid,Moderate,17.8
Ho Chi Minh City,PM2.5 - Principal,04DEC16:23:00:00,2016,12,4,23,92,27,UG/M3,1 Hr,Valid,Moderate,22.4
Ho Chi Minh City,PM2.5 - Principal,05DEC16:00:00:00,2016,12,5,0,90,31,UG/M3,1 Hr,Valid,Moderate,26.7
Ho Chi Minh City,PM2.5 - Principal,05DEC16:01:00:00,2016,12,5,1,89,29,UG/M3,1 Hr,Valid,Moderate,27.9
Ho Chi Minh City,PM2.5 - Principal,05DEC16:02:00:00,2016,12,5,2,87,40,UG/M3,1 Hr,Valid,Moderate,33.9
Ho Chi Minh City,PM2.5 - Principal,05DEC16:03:00:00,2016,12,5,3,86,31,UG/M3,1 Hr,Valid,Moderate,32.5
Ho Chi Minh City,PM2.5 - Principal,05DEC16:04:00:00,2016,12,5,4,85,36,UG/M3,1 Hr,Valid,Moderate,34.2
Ho Chi Minh City,PM2.5 - Principal,05DEC16:05:00:00,2016,12,5,5,86,40,UG/M3,1 Hr,Valid,Moderate,37.1
Ho Chi Minh City,PM2.5 - Principal,05DEC16:06:00:00,2016,12,5,6,85,71,UG/M3,1 Hr,Valid,Moderate,54.1
Ho Chi Minh City,PM2.5 - Principal,05DEC16:07:00:00,2016,12,5,7,86,61,UG/M3,1 Hr,Valid,Moderate,57.5
Ho Chi Minh City,PM2.5 - Principal,05DEC16:08:00:00,2016,12,5,8,85,39,UG/M3,1 Hr,Valid,Moderate,48.3
Ho Chi Minh City,PM2.5 - Principal,05DEC16:09:00:00,2016,12,5,9,84,38,UG/M3,1 Hr,Valid,Moderate,43.1
Ho Chi Minh City,PM2.5 - Principal,05DEC16:10:00:00,2016,12,5,10,84,26,UG/M3,1 Hr,Valid,Moderate,34.6
Ho Chi Minh City,PM2.5 - Principal,05DEC16:11:00:00,2016,12,5,11,85,25,UG/M3,1 Hr,Valid,Moderate,29.8
Ho Chi Minh City,PM2.5 - Principal,05DEC16:12:00:00,2016,12,5,12,84,10,UG/M3,1 Hr,Valid,Moderate,19.9
Ho Chi Minh City,PM2.5 - Principal,05DEC16:13:00:00,2016,12,5,13,82,10,UG/M3,1 Hr,Valid,Moderate,14.9
Ho Chi Minh City,PM2.5 - Principal,05DEC16:14:00:00,2016,12,5,14,82,15,UG/M3,1 Hr,Valid,Moderate,15
Ho Chi Minh City,PM2.5 - Principal,05DEC16:15:00:00,2016,12,5,15,82,19,UG/M3,1 Hr,Valid,Moderate,17
Ho Chi Minh City,PM2.5 - Principal,05DEC16:16:00:00,2016,12,5,16,82,21,UG/M3,1 Hr,Valid,Moderate,19
Ho Chi Minh City,PM2.5 - Principal,05DEC16:17:00:00,2016,12,5,17,87,15,UG/M3,1 Hr,Valid,Moderate,17
Ho Chi Minh City,PM2.5 - Principal,05DEC16:18:00:00,2016,12,5,18,87,26,UG/M3,1 Hr,Valid,Moderate,21.5
Ho Chi Minh City,PM2.5 - Principal,05DEC16:19:00:00,2016,12,5,19,82,17,UG/M3,1 Hr,Valid,Moderate,19.2
Ho Chi Minh City,PM2.5 - Principal,05DEC16:20:00:00,2016,12,5,20,80,12,UG/M3,1 Hr,Valid,Moderate,15.6
Ho Chi Minh City,PM2.5 - Principal,05DEC16:21:00:00,2016,12,5,21,80,19,UG/M3,1 Hr,Valid,Moderate,17.3
Ho Chi Minh City,PM2.5 - Principal,05DEC16:22:00:00,2016,12,5,22,80,22,UG/M3,1 Hr,Valid,Moderate,19.7
Ho Chi Minh City,PM2.5 - Principal,05DEC16:23:00:00,2016,12,5,23,79,13,UG/M3,1 Hr,Valid,Moderate,16.3
Ho Chi Minh City,PM2.5 - Principal,06DEC16:00:00:00,2016,12,6,0,79,12,UG/M3,1 Hr,Valid,Moderate,14.2
Ho Chi Minh City,PM2.5 - Principal,06DEC16:01:00:00,2016,12,6,1,79,26,UG/M3,1 Hr,Valid,Moderate,20.1
Ho Chi Minh City,PM2.5 - Principal,06DEC16:02:00:00,2016,12,6,2,80,37,UG/M3,1 Hr,Valid,Moderate,28.5
Ho Chi Minh City,PM2.5 - Principal,06DEC16:03:00:00,2016,12,6,3,83,39,UG/M3,1 Hr,Valid,Moderate,33.8
Ho Chi Minh City,PM2.5 - Principal,06DEC16:04:00:00,2016,12,6,4,86,84,UG/M3,1 Hr,Valid,Moderate,58.9
Ho Chi Minh City,PM2.5 - Principal,06DEC16:05:00:00,2016,12,6,5,89,40,UG/M3,1 Hr,Valid,Moderate,49.5
Ho Chi Minh City,PM2.5 - Principal,06DEC16:06:00:00,2016,12,6,6,91,22,UG/M3,1 Hr,Valid,Moderate,35.7
Ho Chi Minh City,PM2.5 - Principal,06DEC16:07:00:00,2016,12,6,7,92,35,UG/M3,1 Hr,Valid,Moderate,35.4
Ho Chi Minh City,PM2.5 - Principal,06DEC16:08:00:00,2016,12,6,8,94,37,UG/M3,1 Hr,Valid,Moderate,36.2
Ho Chi Minh City,PM2.5 - Principal,06DEC16:09:00:00,2016,12,6,9,96,42,UG/M3,1 Hr,Valid,Moderate,39.1
Ho Chi Minh City,PM2.5 - Principal,06DEC16:10:00:00,2016,12,6,10,98,17,UG/M3,1 Hr,Valid,Moderate,28
Ho Chi Minh City,PM2.5 - Principal,06DEC16:11:00:00,2016,12,6,11,100,18,UG/M3,1 Hr,Valid,Moderate,23
Ho Chi Minh City,PM2.5 - Principal,06DEC16:12:00:00,2016,12,6,12,102,16,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,19.5
Ho Chi Minh City,PM2.5 - Principal,06DEC16:13:00:00,2016,12,6,13,104,20,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,19.8
Ho Chi Minh City,PM2.5 - Principal,06DEC16:14:00:00,2016,12,6,14,104,45,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,32.4
Ho Chi Minh City,PM2.5 - Principal,06DEC16:15:00:00,2016,12,6,15,103,54,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,43.2
Ho Chi Minh City,PM2.5 - Principal,06DEC16:16:00:00,2016,12,6,16,102,53,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,48.1
Ho Chi Minh City,PM2.5 - Principal,06DEC16:17:00:00,2016,12,6,17,97,46,UG/M3,1 Hr,Valid,Moderate,47
Ho Chi Minh City,PM2.5 - Principal,06DEC16:18:00:00,2016,12,6,18,101,34,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.5
Ho Chi Minh City,PM2.5 - Principal,06DEC16:19:00:00,2016,12,6,19,109,37,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,38.8
Ho Chi Minh City,PM2.5 - Principal,06DEC16:20:00:00,2016,12,6,20,115,42,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.4
Ho Chi Minh City,PM2.5 - Principal,06DEC16:21:00:00,2016,12,6,21,119,41,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.7
Ho Chi Minh City,PM2.5 - Principal,06DEC16:22:00:00,2016,12,6,22,120,38,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,39.3
Ho Chi Minh City,PM2.5 - Principal,06DEC16:23:00:00,2016,12,6,23,121,26,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,32.7
Ho Chi Minh City,PM2.5 - Principal,07DEC16:00:00:00,2016,12,7,0,122,30,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,31.3
Ho Chi Minh City,PM2.5 - Principal,07DEC16:01:00:00,2016,12,7,1,123,29,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,30.2
Ho Chi Minh City,PM2.5 - Principal,07DEC16:02:00:00,2016,12,7,2,124,31,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,30.6
Ho Chi Minh City,PM2.5 - Principal,07DEC16:03:00:00,2016,12,7,3,122,26,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,28.3
Ho Chi Minh City,PM2.5 - Principal,07DEC16:04:00:00,2016,12,7,4,122,42,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,34.5
Ho Chi Minh City,PM2.5 - Principal,07DEC16:05:00:00,2016,12,7,5,122,74,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,54.6
Ho Chi Minh City,PM2.5 - Principal,07DEC16:06:00:00,2016,12,7,6,125,99,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,76.8
Ho Chi Minh City,PM2.5 - Principal,07DEC16:07:00:00,2016,12,7,7,129,87,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,81.9
Ho Chi Minh City,PM2.5 - Principal,07DEC16:08:00:00,2016,12,7,8,131,87,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,84.5
Ho Chi Minh City,PM2.5 - Principal,07DEC16:09:00:00,2016,12,7,9,130,51,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,67.7
Ho Chi Minh City,PM2.5 - Principal,07DEC16:10:00:00,2016,12,7,10,130,27,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,47.4
Ho Chi Minh City,PM2.5 - Principal,07DEC16:11:00:00,2016,12,7,11,131,25,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36.2
Ho Chi Minh City,PM2.5 - Principal,07DEC16:12:00:00,2016,12,7,12,134,26,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,31.1
Ho Chi Minh City,PM2.5 - Principal,07DEC16:13:00:00,2016,12,7,13,134,27,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,29
Ho Chi Minh City,PM2.5 - Principal,07DEC16:14:00:00,2016,12,7,14,134,31,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,30
Ho Chi Minh City,PM2.5 - Principal,07DEC16:15:00:00,2016,12,7,15,134,51,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.5
Ho Chi Minh City,PM2.5 - Principal,07DEC16:16:00:00,2016,12,7,16,134,52,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.3
Ho Chi Minh City,PM2.5 - Principal,07DEC16:17:00:00,2016,12,7,17,134,72,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,59.1
Ho Chi Minh City,PM2.5 - Principal,07DEC16:18:00:00,2016,12,7,18,130,77,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,68.1
Ho Chi Minh City,PM2.5 - Principal,07DEC16:19:00:00,2016,12,7,19,123,54,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,61
Ho Chi Minh City,PM2.5 - Principal,07DEC16:20:00:00,2016,12,7,20,118,33,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,47
Ho Chi Minh City,PM2.5 - Principal,07DEC16:21:00:00,2016,12,7,21,113,41,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,44
Ho Chi Minh City,PM2.5 - Principal,07DEC16:22:00:00,2016,12,7,22,113,48,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46
Ho Chi Minh City,PM2.5 - Principal,07DEC16:23:00:00,2016,12,7,23,117,53,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,49.5
Ho Chi Minh City,PM2.5 - Principal,08DEC16:00:00:00,2016,12,8,0,121,32,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.8
Ho Chi Minh City,PM2.5 - Principal,08DEC16:01:00:00,2016,12,8,1,122,29,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,34.9
Ho Chi Minh City,PM2.5 - Principal,08DEC16:02:00:00,2016,12,8,2,124,31,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,32.9
Ho Chi Minh City,PM2.5 - Principal,08DEC16:03:00:00,2016,12,8,3,124,28,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,30.5
Ho Chi Minh City,PM2.5 - Principal,08DEC16:04:00:00,2016,12,8,4,124,34,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,32.2
Ho Chi Minh City,PM2.5 - Principal,08DEC16:05:00:00,2016,12,8,5,124,37,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,34.6
Ho Chi Minh City,PM2.5 - Principal,08DEC16:06:00:00,2016,12,8,6,122,34,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,34.3
Ho Chi Minh City,PM2.5 - Principal,08DEC16:07:00:00,2016,12,8,7,119,38,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36
Ho Chi Minh City,PM2.5 - Principal,08DEC16:08:00:00,2016,12,8,8,120,43,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,39.3
Ho Chi Minh City,PM2.5 - Principal,08DEC16:09:00:00,2016,12,8,9,124,50,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,44.4
Ho Chi Minh City,PM2.5 - Principal,08DEC16:10:00:00,2016,12,8,10,127,67,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,55.9
Ho Chi Minh City,PM2.5 - Principal,08DEC16:11:00:00,2016,12,8,11,126,57,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,56.4
