"Day","Month","Year","Hour","Site","Parameter","Date__LT_","AQI","Raw_Conc_","Conc__Unit","Duration","QC_Name","AQI_Category","NowCast_Conc_","Date","tempC","windspeedKmph","weatherDesc","humidity","visibility","weatherDescNew","windspeed_Cat","humidity_cat"
16,12,2017,11,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:11:00:00",123,30,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",44.5,"16-12-2017",31,7,"Sunny",54,10,"Sunny","Medium","Normal"
16,12,2017,12,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:12:00:00",109,33,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",38.7,"16-12-2017",33,6,"Sunny",50,10,"Sunny","Low","Normal"
16,12,2017,13,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:13:00:00",108,38,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",38.3,"16-12-2017",32,7,"Sunny",51,10,"Sunny","Medium","Normal"
16,12,2017,14,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:14:00:00",120,48,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",43.2,"16-12-2017",32,7,"Partly cloudy",52,10,"Partly cloudy","Medium","Normal"
16,12,2017,15,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:15:00:00",121,44,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",43.6,"16-12-2017",32,8,"Partly cloudy",53,10,"Partly cloudy","Medium","Normal"
16,12,2017,16,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:16:00:00",119,42,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",42.8,"16-12-2017",30,7,"Partly cloudy",60,10,"Partly cloudy","Medium","Normal"
16,12,2017,17,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:17:00:00",127,49,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",45.9,"16-12-2017",29,6,"Patchy rain possible",67,9,"Patchy rain possible","Low","Humid"
16,12,2017,18,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:18:00:00",104,28,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",36.9,"16-12-2017",27,5,"Patchy rain possible",74,9,"Patchy rain possible","Low","Humid"
16,12,2017,19,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:19:00:00",96,30,"UG/M3","1 Hr","Valid","Moderate",33.4,"16-12-2017",27,6,"Patchy rain possible",74,9,"Patchy rain possible","Low","Humid"
16,12,2017,2,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:02:00:00",73,19,"UG/M3","1 Hr","Valid","Moderate",22.4,"16-12-2017",25,4,"Clear",87,10,"Clear","Low","Humid"
16,12,2017,20,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:20:00:00",93,31,"UG/M3","1 Hr","Valid","Moderate",32.2,"16-12-2017",26,7,"Clear",73,10,"Clear","Medium","Humid"
16,12,2017,21,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:21:00:00",97,36,"UG/M3","1 Hr","Valid","Moderate",34.2,"16-12-2017",26,8,"Clear",72,10,"Clear","Medium","Humid"
16,12,2017,22,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:22:00:00",99,36,"UG/M3","1 Hr","Valid","Moderate",35,"16-12-2017",26,8,"Clear",73,10,"Clear","Medium","Humid"
16,12,2017,23,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:23:00:00",111,46,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",39.7,"16-12-2017",25,8,"Clear",73,10,"Clear","Medium","Humid"
16,12,2017,3,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:03:00:00",69,19,"UG/M3","1 Hr","Valid","Moderate",20.7,"16-12-2017",25,4,"Clear",88,10,"Clear","Low","Humid"
16,12,2017,4,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:04:00:00",86,37,"UG/M3","1 Hr","Valid","Moderate",28.8,"16-12-2017",25,5,"Clear",86,10,"Clear","Low","Humid"
16,12,2017,5,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:05:00:00",100,42,"UG/M3","1 Hr","Valid","Moderate",35.4,"16-12-2017",24,6,"Clear",85,10,"Clear","Low","Humid"
16,12,2017,6,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:06:00:00",131,60,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",47.7,"16-12-2017",24,7,"Sunny",83,10,"Sunny","Medium","Humid"
16,12,2017,7,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:07:00:00",152,69,"UG/M3","1 Hr","Valid","Unhealthy",58.3,"16-12-2017",26,7,"Sunny",76,10,"Sunny","Medium","Humid"
16,12,2017,8,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:08:00:00",163,101,"UG/M3","1 Hr","Valid","Unhealthy",79.6,"16-12-2017",27,8,"Sunny",68,10,"Sunny","Medium","Humid"
16,12,2017,9,"Ho Chi Minh City","PM2.5 - Principal","16DEC17:09:00:00",163,77,"UG/M3","1 Hr","Valid","Unhealthy",78.3,"16-12-2017",29,8,"Sunny",61,10,"Sunny","Medium","Humid"
16,12,2018,0,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:00:00:00",78,27,"UG/M3","1 Hr","Valid","Moderate",25.1,"16-12-2018",26,7,"Patchy rain possible",86,9,"Patchy rain possible","Medium","Humid"
16,12,2018,1,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:01:00:00",66,13,"UG/M3","1 Hr","Valid","Moderate",19,"16-12-2018",26,7,"Patchy rain possible",87,9,"Patchy rain possible","Medium","Humid"
16,12,2018,10,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:10:00:00",66,22,"UG/M3","1 Hr","Valid","Moderate",19.4,"16-12-2018",31,10,"Sunny",59,10,"Sunny","High","Normal"
16,12,2018,11,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:11:00:00",58,11,"UG/M3","1 Hr","Valid","Moderate",15.2,"16-12-2018",32,11,"Partly cloudy",54,10,"Partly cloudy","High","Normal"
16,12,2018,12,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:12:00:00",52,10,"UG/M3","1 Hr","Valid","Moderate",12.6,"16-12-2018",33,12,"Partly cloudy",50,10,"Partly cloudy","High","Normal"
16,12,2018,13,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:13:00:00",39,6,"UG/M3","1 Hr","Valid","Good",9.3,"16-12-2018",33,10,"Partly cloudy",52,10,"Partly cloudy","High","Normal"
16,12,2018,14,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:14:00:00",52,16,"UG/M3","1 Hr","Valid","Moderate",12.6,"16-12-2018",33,9,"Partly cloudy",54,10,"Partly cloudy","Medium","Normal"
16,12,2018,15,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:15:00:00",52,13,"UG/M3","1 Hr","Valid","Moderate",12.8,"16-12-2018",33,8,"Partly cloudy",56,10,"Partly cloudy","Medium","Normal"
16,12,2018,16,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:16:00:00",43,8,"UG/M3","1 Hr","Valid","Good",10.4,"16-12-2018",31,7,"Partly cloudy",58,10,"Partly cloudy","Medium","Normal"
16,12,2018,17,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:17:00:00",51,14,"UG/M3","1 Hr","Valid","Moderate",12.2,"16-12-2018",30,6,"Cloudy",61,10,"Cloudy","Low","Humid"
16,12,2018,18,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:18:00:00",52,13,"UG/M3","1 Hr","Valid","Moderate",12.5,"16-12-2018",29,5,"Cloudy",63,10,"Cloudy","Low","Humid"
16,12,2018,19,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:19:00:00",69,29,"UG/M3","1 Hr","Valid","Moderate",20.8,"16-12-2018",29,5,"Cloudy",65,10,"Cloudy","Low","Humid"
16,12,2018,2,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:02:00:00",66,19,"UG/M3","1 Hr","Valid","Moderate",19,"16-12-2018",25,7,"Clear",87,10,"Clear","Medium","Humid"
16,12,2018,20,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:20:00:00",85,36,"UG/M3","1 Hr","Valid","Moderate",28.4,"16-12-2018",28,6,"Partly cloudy",66,10,"Partly cloudy","Low","Humid"
16,12,2018,21,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:21:00:00",88,31,"UG/M3","1 Hr","Valid","Moderate",29.7,"16-12-2018",28,6,"Partly cloudy",67,10,"Partly cloudy","Low","Humid"
16,12,2018,22,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:22:00:00",91,33,"UG/M3","1 Hr","Valid","Moderate",31.3,"16-12-2018",28,7,"Partly cloudy",68,10,"Partly cloudy","Medium","Humid"
16,12,2018,23,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:23:00:00",57,33,"UG/M3","1 Hr","Valid","Moderate",15.1,"16-12-2018",27,8,"Patchy rain possible",69,9,"Patchy rain possible","Medium","Humid"
16,12,2018,3,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:03:00:00",74,27,"UG/M3","1 Hr","Valid","Moderate",23,"16-12-2018",25,7,"Clear",88,10,"Clear","Medium","Humid"
16,12,2018,4,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:04:00:00",69,18,"UG/M3","1 Hr","Valid","Moderate",20.5,"16-12-2018",25,7,"Clear",87,10,"Clear","Medium","Humid"
16,12,2018,5,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:05:00:00",80,31,"UG/M3","1 Hr","Valid","Moderate",25.7,"16-12-2018",25,7,"Clear",86,10,"Clear","Medium","Humid"
16,12,2018,6,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:06:00:00",88,34,"UG/M3","1 Hr","Valid","Moderate",29.8,"16-12-2018",25,8,"Sunny",84,10,"Sunny","Medium","Humid"
16,12,2018,7,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:07:00:00",61,4,"UG/M3","1 Hr","Valid","Moderate",16.9,"16-12-2018",27,8,"Sunny",77,10,"Sunny","Medium","Humid"
16,12,2018,8,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:08:00:00",61,17,"UG/M3","1 Hr","Valid","Moderate",16.9,"16-12-2018",29,9,"Sunny",70,10,"Sunny","Medium","Humid"
16,12,2018,9,"Ho Chi Minh City","PM2.5 - Principal","16DEC18:09:00:00",61,17,"UG/M3","1 Hr","Valid","Moderate",16.9,"16-12-2018",30,9,"Sunny",63,10,"Sunny","Medium","Humid"
16,12,2019,0,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:00:00:00",106,39,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",37.7,"16-12-2019",26,5,"Clear",81,10,"Clear","Low","Humid"
16,12,2019,1,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:01:00:00",123,51,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",44.3,"16-12-2019",25,5,"Clear",81,10,"Clear","Low","Humid"
16,12,2019,10,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:10:00:00",84,28,"UG/M3","1 Hr","Valid","Moderate",28,"16-12-2019",31,5,"Sunny",56,10,"Sunny","Low","Normal"
16,12,2019,11,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:11:00:00",88,31,"UG/M3","1 Hr","Valid","Moderate",29.5,"16-12-2019",32,6,"Sunny",52,10,"Sunny","Low","Normal"
16,12,2019,12,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:12:00:00",77,20,"UG/M3","1 Hr","Valid","Moderate",24.7,"16-12-2019",33,7,"Sunny",47,10,"Sunny","Medium","Normal"
16,12,2019,13,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:13:00:00",65,13,"UG/M3","1 Hr","Valid","Moderate",18.8,"16-12-2019",33,8,"Sunny",48,10,"Sunny","Medium","Normal"
16,12,2019,14,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:14:00:00",58,12,"UG/M3","1 Hr","Valid","Moderate",15.4,"16-12-2019",33,9,"Sunny",49,10,"Sunny","Medium","Normal"
16,12,2019,15,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:15:00:00",59,16,"UG/M3","1 Hr","Valid","Moderate",15.7,"16-12-2019",33,10,"Sunny",49,10,"Sunny","High","Normal"
16,12,2019,16,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:16:00:00",66,23,"UG/M3","1 Hr","Valid","Moderate",19.3,"16-12-2019",31,10,"Sunny",55,10,"Sunny","High","Normal"
16,12,2019,17,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:17:00:00",81,34,"UG/M3","1 Hr","Valid","Moderate",26.6,"16-12-2019",29,11,"Sunny",61,10,"Sunny","High","Humid"
16,12,2019,18,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:18:00:00",96,40,"UG/M3","1 Hr","Valid","Moderate",33.3,"16-12-2019",28,11,"Clear",67,10,"Clear","High","Humid"
16,12,2019,19,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:19:00:00",84,22,"UG/M3","1 Hr","Valid","Moderate",27.6,"16-12-2019",27,10,"Clear",70,10,"Clear","High","Humid"
16,12,2019,2,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:02:00:00",105,30,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",37.1,"16-12-2019",25,4,"Clear",81,10,"Clear","Low","Humid"
16,12,2019,20,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:20:00:00",83,27,"UG/M3","1 Hr","Valid","Moderate",27.3,"16-12-2019",27,10,"Clear",72,10,"Clear","High","Humid"
16,12,2019,21,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:21:00:00",86,30,"UG/M3","1 Hr","Valid","Moderate",28.6,"16-12-2019",26,9,"Clear",75,10,"Clear","Medium","Humid"
16,12,2019,22,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:22:00:00",86,29,"UG/M3","1 Hr","Valid","Moderate",28.8,"16-12-2019",26,8,"Clear",77,10,"Clear","Medium","Humid"
16,12,2019,23,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:23:00:00",78,21,"UG/M3","1 Hr","Valid","Moderate",24.9,"16-12-2019",26,7,"Clear",79,10,"Clear","Medium","Humid"
16,12,2019,3,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:03:00:00",95,29,"UG/M3","1 Hr","Valid","Moderate",33,"16-12-2019",24,4,"Clear",82,10,"Clear","Low","Humid"
16,12,2019,4,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:04:00:00",92,30,"UG/M3","1 Hr","Valid","Moderate",31.5,"16-12-2019",25,3,"Clear",82,10,"Clear","Low","Humid"
16,12,2019,5,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:05:00:00",89,28,"UG/M3","1 Hr","Valid","Moderate",30.2,"16-12-2019",25,3,"Clear",81,10,"Clear","Low","Humid"
16,12,2019,6,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:06:00:00",98,40,"UG/M3","1 Hr","Valid","Moderate",34.6,"16-12-2019",25,3,"Sunny",81,10,"Sunny","Low","Humid"
16,12,2019,7,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:07:00:00",87,24,"UG/M3","1 Hr","Valid","Moderate",29.4,"16-12-2019",27,3,"Sunny",74,10,"Sunny","Low","Humid"
16,12,2019,8,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:08:00:00",79,21,"UG/M3","1 Hr","Valid","Moderate",25.2,"16-12-2019",29,3,"Sunny",67,10,"Sunny","Low","Humid"
16,12,2019,9,"Ho Chi Minh City","PM2.5 - Principal","16DEC19:09:00:00",85,31,"UG/M3","1 Hr","Valid","Moderate",28.1,"16-12-2019",31,4,"Sunny",61,10,"Sunny","Low","Humid"
16,12,2020,0,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:00:00:00",152,62,"UG/M3","1 Hr","Valid","Unhealthy",56.6,"16-12-2020",26,5,"Patchy rain possible",88,9,"Patchy rain possible","Low","Humid"
16,12,2020,1,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:01:00:00",146,51,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",53.8,"16-12-2020",26,5,"Patchy rain possible",88,9,"Patchy rain possible","Low","Humid"
16,12,2020,10,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:10:00:00",94,32,"UG/M3","1 Hr","Valid","Moderate",32.5,"16-12-2020",30,2,"Partly cloudy",70,10,"Partly cloudy","Low","Humid"
16,12,2020,11,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:11:00:00",96,35,"UG/M3","1 Hr","Valid","Moderate",33.7,"16-12-2020",31,2,"Partly cloudy",66,10,"Partly cloudy","Low","Humid"
16,12,2020,12,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:12:00:00",89,27,"UG/M3","1 Hr","Valid","Moderate",30.3,"16-12-2020",31,2,"Partly cloudy",62,10,"Partly cloudy","Low","Humid"
16,12,2020,13,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:13:00:00",76,18,"UG/M3","1 Hr","Valid","Moderate",24.1,"16-12-2020",31,3,"Partly cloudy",63,9,"Partly cloudy","Low","Humid"
16,12,2020,14,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:14:00:00",75,23,"UG/M3","1 Hr","Valid","Moderate",23.5,"16-12-2020",31,3,"Patchy rain possible",63,9,"Patchy rain possible","Low","Humid"
16,12,2020,15,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:15:00:00",73,22,"UG/M3","1 Hr","Valid","Moderate",22.7,"16-12-2020",31,4,"Patchy rain possible",63,8,"Patchy rain possible","Low","Humid"
16,12,2020,16,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:16:00:00",71,21,"UG/M3","1 Hr","Valid","Moderate",21.8,"16-12-2020",30,4,"Patchy rain possible",66,8,"Patchy rain possible","Low","Humid"
16,12,2020,17,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:17:00:00",76,26,"UG/M3","1 Hr","Valid","Moderate",23.9,"16-12-2020",30,4,"Moderate or heavy rain shower",70,7,"Moderate or heavy rain shower","Low","Humid"
16,12,2020,18,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:18:00:00",70,18,"UG/M3","1 Hr","Valid","Moderate",21,"16-12-2020",29,4,"Moderate or heavy rain shower",73,7,"Moderate or heavy rain shower","Low","Humid"
16,12,2020,19,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:19:00:00",74,25,"UG/M3","1 Hr","Valid","Moderate",22.9,"16-12-2020",28,4,"Moderate or heavy rain shower",75,8,"Moderate or heavy rain shower","Low","Humid"
16,12,2020,2,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:02:00:00",125,37,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",45.4,"16-12-2020",26,5,"Patchy rain possible",89,9,"Patchy rain possible","Low","Humid"
16,12,2020,20,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:20:00:00",77,26,"UG/M3","1 Hr","Valid","Moderate",24.4,"16-12-2020",28,4,"Moderate or heavy rain shower",78,8,"Moderate or heavy rain shower","Low","Humid"
16,12,2020,21,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:21:00:00",78,26,"UG/M3","1 Hr","Valid","Moderate",25.1,"16-12-2020",28,4,"Moderate or heavy rain shower",80,9,"Moderate or heavy rain shower","Low","Humid"
16,12,2020,22,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:22:00:00",74,21,"UG/M3","1 Hr","Valid","Moderate",23.1,"16-12-2020",27,5,"Moderate or heavy rain shower",81,9,"Moderate or heavy rain shower","Low","Humid"
16,12,2020,23,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:23:00:00",96,44,"UG/M3","1 Hr","Valid","Moderate",33.5,"16-12-2020",26,6,"Patchy rain possible",82,10,"Patchy rain possible","Low","Humid"
16,12,2020,3,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:03:00:00",100,25,"UG/M3","1 Hr","Valid","Moderate",35.2,"16-12-2020",25,5,"Patchy rain possible",90,10,"Patchy rain possible","Low","Humid"
16,12,2020,4,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:04:00:00",92,28,"UG/M3","1 Hr","Valid","Moderate",31.6,"16-12-2020",25,4,"Patchy rain possible",89,10,"Patchy rain possible","Low","Humid"
16,12,2020,5,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:05:00:00",96,35,"UG/M3","1 Hr","Valid","Moderate",33.3,"16-12-2020",25,4,"Partly cloudy",88,10,"Partly cloudy","Low","Humid"
16,12,2020,6,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:06:00:00",98,36,"UG/M3","1 Hr","Valid","Moderate",34.6,"16-12-2020",26,4,"Partly cloudy",88,10,"Partly cloudy","Low","Humid"
16,12,2020,7,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:07:00:00",98,34,"UG/M3","1 Hr","Valid","Moderate",34.3,"16-12-2020",27,3,"Partly cloudy",83,10,"Partly cloudy","Low","Humid"
16,12,2020,8,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:08:00:00",97,34,"UG/M3","1 Hr","Valid","Moderate",34.1,"16-12-2020",28,3,"Partly cloudy",79,10,"Partly cloudy","Low","Humid"
16,12,2020,9,"Ho Chi Minh City","PM2.5 - Principal","16DEC20:09:00:00",95,32,"UG/M3","1 Hr","Valid","Moderate",33,"16-12-2020",29,2,"Partly cloudy",74,10,"Partly cloudy","Low","Humid"
16,2,2021,0,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:00:00:00",68,26,"UG/M3","1 Hr","Valid","Moderate",20.3,"16-02-2021",24,15,"Partly cloudy",77,10,"Partly cloudy","High","Humid"
16,2,2021,1,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:01:00:00",62,14,"UG/M3","1 Hr","Valid","Moderate",17.1,"16-02-2021",24,14,"Partly cloudy",79,10,"Partly cloudy","High","Humid"
16,2,2021,10,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:10:00:00",73,24,"UG/M3","1 Hr","Valid","Moderate",22.4,"16-02-2021",30,6,"Partly cloudy",56,10,"Partly cloudy","Low","Normal"
16,2,2021,11,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:11:00:00",74,24,"UG/M3","1 Hr","Valid","Moderate",23.2,"16-02-2021",32,5,"Sunny",48,10,"Sunny","Low","Normal"
16,2,2021,12,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:12:00:00",74,23,"UG/M3","1 Hr","Valid","Moderate",23.1,"16-02-2021",34,4,"Sunny",41,10,"Sunny","Low","Normal"
16,2,2021,13,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:13:00:00",85,34,"UG/M3","1 Hr","Valid","Moderate",28.5,"16-02-2021",34,7,"Sunny",40,10,"Sunny","Medium","Normal"
16,2,2021,14,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:14:00:00",88,31,"UG/M3","1 Hr","Valid","Moderate",29.7,"16-02-2021",33,10,"Partly cloudy",40,10,"Partly cloudy","High","Normal"
16,2,2021,15,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:15:00:00",84,26,"UG/M3","1 Hr","Valid","Moderate",27.8,"16-02-2021",33,13,"Partly cloudy",39,10,"Partly cloudy","High","Normal"
16,2,2021,16,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:16:00:00",68,13,"UG/M3","1 Hr","Valid","Moderate",20.4,"16-02-2021",32,15,"Partly cloudy",45,10,"Partly cloudy","High","Normal"
16,2,2021,17,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:17:00:00",59,11,"UG/M3","1 Hr","Valid","Moderate",15.7,"16-02-2021",31,17,"Partly cloudy",51,10,"Partly cloudy","High","Normal"
16,2,2021,18,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:18:00:00",62,19,"UG/M3","1 Hr","Valid","Moderate",17.3,"16-02-2021",30,19,"Partly cloudy",56,10,"Partly cloudy","High","Normal"
16,2,2021,19,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:19:00:00",59,15,"UG/M3","1 Hr","Valid","Moderate",16.1,"16-02-2021",29,18,"Partly cloudy",61,10,"Partly cloudy","High","Humid"
16,2,2021,2,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:02:00:00",59,15,"UG/M3","1 Hr","Valid","Moderate",16,"16-02-2021",23,12,"Partly cloudy",81,10,"Partly cloudy","High","Humid"
16,2,2021,20,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:20:00:00",58,15,"UG/M3","1 Hr","Valid","Moderate",15.5,"16-02-2021",28,17,"Partly cloudy",65,10,"Partly cloudy","High","Humid"
16,2,2021,21,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:21:00:00",61,18,"UG/M3","1 Hr","Valid","Moderate",16.7,"16-02-2021",27,15,"Partly cloudy",69,10,"Partly cloudy","High","Humid"
16,2,2021,22,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:22:00:00",55,11,"UG/M3","1 Hr","Valid","Moderate",13.8,"16-02-2021",26,14,"Partly cloudy",72,10,"Partly cloudy","High","Humid"
16,2,2021,23,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:23:00:00",58,17,"UG/M3","1 Hr","Valid","Moderate",15.4,"16-02-2021",24,13,"Partly cloudy",75,10,"Partly cloudy","High","Humid"
16,2,2021,3,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:03:00:00",62,19,"UG/M3","1 Hr","Valid","Moderate",17.5,"16-02-2021",22,11,"Partly cloudy",83,10,"Partly cloudy","High","Humid"
16,2,2021,4,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:04:00:00",66,21,"UG/M3","1 Hr","Valid","Moderate",19.2,"16-02-2021",22,10,"Partly cloudy",84,10,"Partly cloudy","High","Humid"
16,2,2021,5,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:05:00:00",59,13,"UG/M3","1 Hr","Valid","Moderate",16.1,"16-02-2021",22,9,"Partly cloudy",84,10,"Partly cloudy","Medium","Humid"
16,2,2021,6,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:06:00:00",71,27,"UG/M3","1 Hr","Valid","Moderate",21.5,"16-02-2021",22,7,"Partly cloudy",85,10,"Partly cloudy","Medium","Humid"
16,2,2021,7,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:07:00:00",70,21,"UG/M3","1 Hr","Valid","Moderate",21.2,"16-02-2021",24,7,"Partly cloudy",78,10,"Partly cloudy","Medium","Humid"
16,2,2021,8,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:08:00:00",69,20,"UG/M3","1 Hr","Valid","Moderate",20.6,"16-02-2021",26,7,"Partly cloudy",71,10,"Partly cloudy","Medium","Humid"
16,2,2021,9,"Ho Chi Minh City","PM2.5 - Principal","16FEB21:09:00:00",69,21,"UG/M3","1 Hr","Valid","Moderate",20.8,"16-02-2021",28,7,"Partly cloudy",64,10,"Partly cloudy","Medium","Humid"
17,12,2016,0,"Ho Chi Minh City","PM2.5 - Principal","17DEC16:00:00:00",116,70,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",61.3,"17-12-2016",24,5,"Partly cloudy",89,10,"Partly cloudy","Low","Humid"
17,12,2016,1,"Ho Chi Minh City","PM2.5 - Principal","17DEC16:01:00:00",116,40,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",50.6,"17-12-2016",24,6,"Partly cloudy",89,10,"Partly cloudy","Low","Humid"
17,12,2016,10,"Ho Chi Minh City","PM2.5 - Principal","17DEC16:10:00:00",116,32,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",42.4,"17-12-2016",28,12,"Sunny",68,10,"Sunny","High","Humid"
