"Day","Month","Year","Hour","Site","Parameter","Date__LT_","AQI","Raw_Conc_","Conc__Unit","Duration","QC_Name","AQI_Category","NowCast_Conc_","Date","tempC","windspeedKmph","weatherDesc","humidity","visibility","weatherDescNew","windspeed_Cat","humidity_cat"
2,12,2020,12,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:12:00:00",61,12,"UG/M3","1 Hr","Valid","Moderate",16.9,"02-12-2020",31,3,"Partly cloudy",61,10,"Partly cloudy","Low","Humid"
2,12,2020,13,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:13:00:00",53,9,"UG/M3","1 Hr","Valid","Moderate",12.9,"02-12-2020",31,3,"Partly cloudy",62,9,"Partly cloudy","Low","Humid"
2,12,2020,14,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:14:00:00",50,11,"UG/M3","1 Hr","Valid","Good",11.9,"02-12-2020",31,3,"Light rain shower",63,9,"Light rain shower","Low","Humid"
2,12,2020,15,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:15:00:00",54,15,"UG/M3","1 Hr","Valid","Moderate",13.4,"02-12-2020",30,3,"Light rain shower",64,8,"Light rain shower","Low","Humid"
2,12,2020,16,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:16:00:00",61,20,"UG/M3","1 Hr","Valid","Moderate",16.7,"02-12-2020",30,4,"Light rain shower",68,8,"Light rain shower","Low","Humid"
2,12,2020,17,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:17:00:00",60,16,"UG/M3","1 Hr","Valid","Moderate",16.3,"02-12-2020",29,5,"Moderate or heavy rain shower",72,7,"Moderate or heavy rain shower","Low","Humid"
2,12,2020,18,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:18:00:00",62,18,"UG/M3","1 Hr","Valid","Moderate",17.1,"02-12-2020",28,5,"Moderate or heavy rain shower",75,7,"Moderate or heavy rain shower","Low","Humid"
2,12,2020,19,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:19:00:00",63,19,"UG/M3","1 Hr","Valid","Moderate",18,"02-12-2020",27,5,"Moderate or heavy rain shower",77,8,"Moderate or heavy rain shower","Low","Humid"
2,12,2020,2,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:02:00:00",91,33,"UG/M3","1 Hr","Valid","Moderate",31.1,"02-12-2020",25,3,"Partly cloudy",87,10,"Partly cloudy","Low","Humid"
2,12,2020,20,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:20:00:00",67,21,"UG/M3","1 Hr","Valid","Moderate",19.5,"02-12-2020",27,5,"Moderate or heavy rain shower",79,8,"Moderate or heavy rain shower","Low","Humid"
2,12,2020,21,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:21:00:00",80,32,"UG/M3","1 Hr","Valid","Moderate",25.7,"02-12-2020",26,5,"Moderate or heavy rain shower",81,9,"Moderate or heavy rain shower","Low","Humid"
2,12,2020,22,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:22:00:00",75,21,"UG/M3","1 Hr","Valid","Moderate",23.3,"02-12-2020",26,6,"Moderate or heavy rain shower",82,9,"Moderate or heavy rain shower","Low","Humid"
2,12,2020,23,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:23:00:00",69,18,"UG/M3","1 Hr","Valid","Moderate",20.6,"02-12-2020",25,6,"Patchy rain possible",83,10,"Patchy rain possible","Low","Humid"
2,12,2020,3,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:03:00:00",82,22,"UG/M3","1 Hr","Valid","Moderate",26.8,"02-12-2020",25,4,"Partly cloudy",88,10,"Partly cloudy","Low","Humid"
2,12,2020,4,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:04:00:00",82,27,"UG/M3","1 Hr","Valid","Moderate",26.9,"02-12-2020",25,4,"Partly cloudy",88,10,"Partly cloudy","Low","Humid"
2,12,2020,5,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:05:00:00",89,35,"UG/M3","1 Hr","Valid","Moderate",30.3,"02-12-2020",25,5,"Partly cloudy",88,10,"Partly cloudy","Low","Humid"
2,12,2020,6,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:06:00:00",77,18,"UG/M3","1 Hr","Valid","Moderate",24.5,"02-12-2020",25,5,"Partly cloudy",89,10,"Partly cloudy","Low","Humid"
2,12,2020,7,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:07:00:00",86,33,"UG/M3","1 Hr","Valid","Moderate",28.6,"02-12-2020",26,5,"Partly cloudy",84,10,"Partly cloudy","Low","Humid"
2,12,2020,8,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:08:00:00",90,33,"UG/M3","1 Hr","Valid","Moderate",30.7,"02-12-2020",27,5,"Partly cloudy",79,10,"Partly cloudy","Low","Humid"
2,12,2020,9,"Ho Chi Minh City","PM2.5 - Principal","02DEC20:09:00:00",92,33,"UG/M3","1 Hr","Valid","Moderate",31.8,"02-12-2020",28,4,"Partly cloudy",74,10,"Partly cloudy","Low","Humid"
2,2,2021,0,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:00:00:00",71,22,"UG/M3","1 Hr","Valid","Moderate",21.7,"02-02-2021",26,7,"Partly cloudy",70,10,"Partly cloudy","Medium","Humid"
2,2,2021,1,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:01:00:00",77,27,"UG/M3","1 Hr","Valid","Moderate",24.3,"02-02-2021",26,6,"Partly cloudy",72,10,"Partly cloudy","Low","Humid"
2,2,2021,10,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:10:00:00",149,63,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",54.8,"02-02-2021",30,9,"Partly cloudy",54,10,"Partly cloudy","Medium","Normal"
2,2,2021,11,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:11:00:00",155,70,"UG/M3","1 Hr","Valid","Unhealthy",62.4,"02-02-2021",31,9,"Partly cloudy",48,10,"Partly cloudy","Medium","Normal"
2,2,2021,12,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:12:00:00",156,67,"UG/M3","1 Hr","Valid","Unhealthy",64.7,"02-02-2021",33,10,"Partly cloudy",41,10,"Partly cloudy","High","Normal"
2,2,2021,13,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:13:00:00",140,38,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",51.3,"02-02-2021",33,9,"Partly cloudy",39,10,"Partly cloudy","Medium","Normal"
2,2,2021,14,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:14:00:00",112,29,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",40.1,"02-02-2021",34,8,"Partly cloudy",37,10,"Partly cloudy","Medium","Normal"
2,2,2021,15,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:15:00:00",108,37,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",38.5,"02-02-2021",34,7,"Partly cloudy",35,10,"Partly cloudy","Medium","Normal"
2,2,2021,16,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:16:00:00",110,40,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",39.2,"02-02-2021",34,9,"Partly cloudy",41,10,"Partly cloudy","Medium","Normal"
2,2,2021,17,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:17:00:00",111,40,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",39.6,"02-02-2021",33,11,"Partly cloudy",47,10,"Partly cloudy","High","Normal"
2,2,2021,18,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:18:00:00",99,30,"UG/M3","1 Hr","Valid","Moderate",34.8,"02-02-2021",33,13,"Partly cloudy",53,10,"Partly cloudy","High","Normal"
2,2,2021,19,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:19:00:00",87,24,"UG/M3","1 Hr","Valid","Moderate",29.4,"02-02-2021",32,12,"Partly cloudy",58,10,"Partly cloudy","High","Normal"
2,2,2021,2,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:02:00:00",75,23,"UG/M3","1 Hr","Valid","Moderate",23.6,"02-02-2021",25,5,"Partly cloudy",73,10,"Partly cloudy","Low","Humid"
2,2,2021,20,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:20:00:00",77,20,"UG/M3","1 Hr","Valid","Moderate",24.7,"02-02-2021",31,11,"Partly cloudy",63,10,"Partly cloudy","High","Humid"
2,2,2021,21,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:21:00:00",76,23,"UG/M3","1 Hr","Valid","Moderate",23.8,"02-02-2021",30,10,"Partly cloudy",67,10,"Partly cloudy","High","Humid"
2,2,2021,22,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:22:00:00",74,22,"UG/M3","1 Hr","Valid","Moderate",22.9,"02-02-2021",29,9,"Partly cloudy",70,10,"Partly cloudy","Medium","Humid"
2,2,2021,23,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:23:00:00",80,29,"UG/M3","1 Hr","Valid","Moderate",25.9,"02-02-2021",28,7,"Partly cloudy",73,10,"Partly cloudy","Medium","Humid"
2,2,2021,3,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:03:00:00",70,19,"UG/M3","1 Hr","Valid","Moderate",21.3,"02-02-2021",25,3,"Partly cloudy",75,10,"Partly cloudy","Low","Humid"
2,2,2021,4,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:04:00:00",71,22,"UG/M3","1 Hr","Valid","Moderate",21.7,"02-02-2021",25,4,"Partly cloudy",75,10,"Partly cloudy","Low","Humid"
2,2,2021,5,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:05:00:00",73,24,"UG/M3","1 Hr","Valid","Moderate",22.6,"02-02-2021",25,5,"Partly cloudy",75,10,"Partly cloudy","Low","Humid"
2,2,2021,6,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:06:00:00",77,28,"UG/M3","1 Hr","Valid","Moderate",24.3,"02-02-2021",25,6,"Partly cloudy",75,10,"Partly cloudy","Low","Humid"
2,2,2021,7,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:07:00:00",84,32,"UG/M3","1 Hr","Valid","Moderate",27.7,"02-02-2021",26,7,"Partly cloudy",70,10,"Partly cloudy","Medium","Humid"
2,2,2021,8,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:08:00:00",133,68,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",48.3,"02-02-2021",27,8,"Partly cloudy",66,10,"Partly cloudy","Medium","Humid"
2,2,2021,9,"Ho Chi Minh City","PM2.5 - Principal","02FEB21:09:00:00",128,45,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",46.6,"02-02-2021",28,9,"Partly cloudy",61,10,"Partly cloudy","Medium","Humid"
20,12,2016,0,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:00:00:00",149,31,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",27.7,"20-12-2016",25,2,"Partly cloudy",91,10,"Partly cloudy","Low","Humid"
20,12,2016,1,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:01:00:00",151,29,"UG/M3","1 Hr","Valid","Unhealthy",28.3,"20-12-2016",25,3,"Partly cloudy",91,10,"Partly cloudy","Low","Humid"
20,12,2016,10,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:10:00:00",154,70,"UG/M3","1 Hr","Valid","Unhealthy",90.6,"20-12-2016",29,7,"Partly cloudy",72,10,"Partly cloudy","Medium","Humid"
20,12,2016,11,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:11:00:00",154,68,"UG/M3","1 Hr","Valid","Unhealthy",79.3,"20-12-2016",30,8,"Partly cloudy",68,10,"Partly cloudy","Medium","Humid"
20,12,2016,12,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:12:00:00",154,63,"UG/M3","1 Hr","Valid","Unhealthy",71.2,"20-12-2016",31,8,"Partly cloudy",64,10,"Partly cloudy","Medium","Humid"
20,12,2016,13,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:13:00:00",154,27,"UG/M3","1 Hr","Valid","Unhealthy",49.1,"20-12-2016",31,8,"Partly cloudy",67,9,"Partly cloudy","Medium","Humid"
20,12,2016,14,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:14:00:00",154,33,"UG/M3","1 Hr","Valid","Unhealthy",41,"20-12-2016",30,7,"Moderate or heavy rain shower",70,8,"Moderate or heavy rain shower","Medium","Humid"
20,12,2016,15,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:15:00:00",155,33,"UG/M3","1 Hr","Valid","Unhealthy",37,"20-12-2016",30,7,"Moderate or heavy rain shower",73,7,"Moderate or heavy rain shower","Medium","Humid"
20,12,2016,16,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:16:00:00",154,38,"UG/M3","1 Hr","Valid","Unhealthy",37.5,"20-12-2016",29,5,"Moderate or heavy rain shower",77,7,"Moderate or heavy rain shower","Low","Humid"
20,12,2016,17,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:17:00:00",154,61,"UG/M3","1 Hr","Valid","Unhealthy",49.2,"20-12-2016",28,4,"Moderate or heavy rain shower",80,7,"Moderate or heavy rain shower","Low","Humid"
20,12,2016,18,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:18:00:00",153,74,"UG/M3","1 Hr","Valid","Unhealthy",61.6,"20-12-2016",27,2,"Moderate or heavy rain shower",84,7,"Moderate or heavy rain shower","Low","Humid"
20,12,2016,19,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:19:00:00",151,66,"UG/M3","1 Hr","Valid","Unhealthy",63.8,"20-12-2016",27,3,"Moderate or heavy rain shower",84,8,"Moderate or heavy rain shower","Low","Humid"
20,12,2016,2,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:02:00:00",150,39,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",33.7,"20-12-2016",25,4,"Overcast",90,10,"Others","Low","Humid"
20,12,2016,20,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:20:00:00",142,37,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",50.4,"20-12-2016",27,4,"Partly cloudy",85,9,"Partly cloudy","Low","Humid"
20,12,2016,21,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:21:00:00",139,35,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",42.7,"20-12-2016",26,5,"Partly cloudy",85,10,"Partly cloudy","Low","Humid"
20,12,2016,22,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:22:00:00",135,38,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",40.3,"20-12-2016",26,5,"Partly cloudy",86,10,"Partly cloudy","Low","Humid"
20,12,2016,23,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:23:00:00",130,36,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",38.2,"20-12-2016",26,4,"Clear",87,10,"Clear","Low","Humid"
20,12,2016,3,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:03:00:00",151,58,"UG/M3","1 Hr","Valid","Unhealthy",45.8,"20-12-2016",25,5,"Overcast",90,10,"Others","Low","Humid"
20,12,2016,4,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:04:00:00",151,55,"UG/M3","1 Hr","Valid","Unhealthy",50.4,"20-12-2016",25,6,"Overcast",90,10,"Others","Low","Humid"
20,12,2016,5,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:05:00:00",151,94,"UG/M3","1 Hr","Valid","Unhealthy",72.2,"20-12-2016",25,6,"Overcast",90,10,"Others","Low","Humid"
20,12,2016,6,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:06:00:00",152,124,"UG/M3","1 Hr","Valid","Unhealthy",98.1,"20-12-2016",25,7,"Overcast",90,10,"Others","Medium","Humid"
20,12,2016,7,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:07:00:00",152,161,"UG/M3","1 Hr","Valid","Unhealthy",129.6,"20-12-2016",26,7,"Overcast",85,10,"Others","Medium","Humid"
20,12,2016,8,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:08:00:00",153,105,"UG/M3","1 Hr","Valid","Unhealthy",117.3,"20-12-2016",27,7,"Partly cloudy",80,10,"Partly cloudy","Medium","Humid"
20,12,2016,9,"Ho Chi Minh City","PM2.5 - Principal","20DEC16:09:00:00",153,105,"UG/M3","1 Hr","Valid","Unhealthy",111.2,"20-12-2016",28,7,"Partly cloudy",75,10,"Partly cloudy","Medium","Humid"
20,12,2017,0,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:00:00:00",102,31,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",36,"20-12-2017",22,12,"Cloudy",61,10,"Cloudy","High","Humid"
20,12,2017,1,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:01:00:00",99,34,"UG/M3","1 Hr","Valid","Moderate",35.1,"20-12-2017",22,12,"Cloudy",59,10,"Cloudy","High","Normal"
20,12,2017,10,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:10:00:00",125,45,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",45.1,"20-12-2017",23,10,"Cloudy",61,10,"Cloudy","High","Humid"
20,12,2017,11,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:11:00:00",121,42,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",43.6,"20-12-2017",24,9,"Cloudy",60,10,"Cloudy","Medium","Normal"
20,12,2017,12,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:12:00:00",113,37,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",40.4,"20-12-2017",25,8,"Cloudy",60,10,"Cloudy","Medium","Normal"
20,12,2017,13,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:13:00:00",92,23,"UG/M3","1 Hr","Valid","Moderate",31.6,"20-12-2017",25,7,"Cloudy",60,10,"Cloudy","Medium","Normal"
20,12,2017,14,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:14:00:00",88,28,"UG/M3","1 Hr","Valid","Moderate",29.8,"20-12-2017",26,6,"Partly cloudy",59,10,"Partly cloudy","Low","Normal"
20,12,2017,15,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:15:00:00",83,25,"UG/M3","1 Hr","Valid","Moderate",27.4,"20-12-2017",26,5,"Partly cloudy",59,10,"Partly cloudy","Low","Normal"
20,12,2017,16,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:16:00:00",85,29,"UG/M3","1 Hr","Valid","Moderate",28.2,"20-12-2017",26,8,"Partly cloudy",60,10,"Partly cloudy","Medium","Normal"
20,12,2017,17,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:17:00:00",89,32,"UG/M3","1 Hr","Valid","Moderate",30.1,"20-12-2017",25,11,"Partly cloudy",60,10,"Partly cloudy","High","Normal"
20,12,2017,18,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:18:00:00",103,43,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",36.5,"20-12-2017",25,13,"Partly cloudy",60,10,"Partly cloudy","High","Normal"
20,12,2017,19,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:19:00:00",103,36,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",36.2,"20-12-2017",24,15,"Partly cloudy",59,10,"Partly cloudy","High","Normal"
20,12,2017,2,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:02:00:00",99,35,"UG/M3","1 Hr","Valid","Moderate",35,"20-12-2017",22,13,"Overcast",57,10,"Others","High","Normal"
20,12,2017,20,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:20:00:00",98,33,"UG/M3","1 Hr","Valid","Moderate",34.6,"20-12-2017",24,17,"Partly cloudy",57,10,"Partly cloudy","High","Normal"
20,12,2017,21,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:21:00:00",85,22,"UG/M3","1 Hr","Valid","Moderate",28.3,"20-12-2017",23,18,"Partly cloudy",55,10,"Partly cloudy","High","Normal"
20,12,2017,22,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:22:00:00",83,26,"UG/M3","1 Hr","Valid","Moderate",27.2,"20-12-2017",23,17,"Partly cloudy",57,8,"Partly cloudy","High","Normal"
20,12,2017,23,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:23:00:00",79,24,"UG/M3","1 Hr","Valid","Moderate",25.6,"20-12-2017",23,16,"Patchy light drizzle",59,7,"Others","High","Normal"
20,12,2017,3,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:03:00:00",98,34,"UG/M3","1 Hr","Valid","Moderate",34.5,"20-12-2017",22,13,"Overcast",55,10,"Others","High","Normal"
20,12,2017,4,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:04:00:00",100,36,"UG/M3","1 Hr","Valid","Moderate",35.2,"20-12-2017",22,12,"Overcast",55,10,"Others","High","Normal"
20,12,2017,5,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:05:00:00",103,38,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",36.4,"20-12-2017",22,11,"Cloudy",55,10,"Cloudy","High","Normal"
20,12,2017,6,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:06:00:00",91,26,"UG/M3","1 Hr","Valid","Moderate",31.2,"20-12-2017",22,10,"Cloudy",56,10,"Cloudy","High","Normal"
20,12,2017,7,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:07:00:00",108,46,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",38.4,"20-12-2017",22,11,"Cloudy",57,10,"Cloudy","High","Normal"
20,12,2017,8,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:08:00:00",114,44,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",40.6,"20-12-2017",22,11,"Cloudy",59,10,"Cloudy","High","Normal"
20,12,2017,9,"Ho Chi Minh City","PM2.5 - Principal","20DEC17:09:00:00",125,50,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",45.3,"20-12-2017",22,12,"Cloudy",61,10,"Cloudy","High","Humid"
20,12,2019,0,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:00:00:00",69,17,"UG/M3","1 Hr","Valid","Moderate",20.7,"20-12-2019",25,9,"Partly cloudy",77,10,"Partly cloudy","Medium","Humid"
20,12,2019,1,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:01:00:00",68,20,"UG/M3","1 Hr","Valid","Moderate",20.3,"20-12-2019",24,8,"Partly cloudy",79,10,"Partly cloudy","Medium","Humid"
20,12,2019,10,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:10:00:00",154,68,"UG/M3","1 Hr","Valid","Unhealthy",61.1,"20-12-2019",31,6,"Sunny",56,10,"Sunny","Low","Normal"
20,12,2019,11,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:11:00:00",157,75,"UG/M3","1 Hr","Valid","Unhealthy",68,"20-12-2019",32,6,"Partly cloudy",52,10,"Partly cloudy","Low","Normal"
20,12,2019,12,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:12:00:00",160,78,"UG/M3","1 Hr","Valid","Unhealthy",73,"20-12-2019",34,5,"Partly cloudy",48,10,"Partly cloudy","Low","Normal"
20,12,2019,13,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:13:00:00",162,81,"UG/M3","1 Hr","Valid","Unhealthy",77,"20-12-2019",33,6,"Partly cloudy",50,10,"Partly cloudy","Low","Normal"
20,12,2019,14,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:14:00:00",165,89,"UG/M3","1 Hr","Valid","Unhealthy",83,"20-12-2019",33,7,"Sunny",52,10,"Sunny","Medium","Normal"
20,12,2019,15,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:15:00:00",162,72,"UG/M3","1 Hr","Valid","Unhealthy",77.5,"20-12-2019",32,8,"Sunny",54,10,"Sunny","Medium","Normal"
20,12,2019,16,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:16:00:00",159,65,"UG/M3","1 Hr","Valid","Unhealthy",71.2,"20-12-2019",30,9,"Sunny",59,10,"Sunny","Medium","Normal"
20,12,2019,17,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:17:00:00",136,28,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",49.6,"20-12-2019",28,11,"Sunny",64,10,"Sunny","High","Humid"
20,12,2019,18,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:18:00:00",103,23,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",36.3,"20-12-2019",26,12,"Clear",70,10,"Clear","High","Humid"
20,12,2019,19,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:19:00:00",89,24,"UG/M3","1 Hr","Valid","Moderate",30.1,"20-12-2019",26,12,"Clear",71,10,"Clear","High","Humid"
20,12,2019,2,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:02:00:00",63,15,"UG/M3","1 Hr","Valid","Moderate",17.6,"20-12-2019",24,7,"Cloudy",81,10,"Cloudy","Medium","Humid"
20,12,2019,20,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:20:00:00",83,25,"UG/M3","1 Hr","Valid","Moderate",27.5,"20-12-2019",26,12,"Partly cloudy",72,10,"Partly cloudy","High","Humid"
20,12,2019,21,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:21:00:00",80,24,"UG/M3","1 Hr","Valid","Moderate",25.7,"20-12-2019",25,12,"Partly cloudy",73,10,"Partly cloudy","High","Humid"
20,12,2019,22,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:22:00:00",78,24,"UG/M3","1 Hr","Valid","Moderate",24.8,"20-12-2019",25,11,"Partly cloudy",74,10,"Partly cloudy","High","Humid"
20,12,2019,23,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:23:00:00",76,23,"UG/M3","1 Hr","Valid","Moderate",23.9,"20-12-2019",25,9,"Clear",75,10,"Clear","Medium","Humid"
20,12,2019,3,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:03:00:00",60,15,"UG/M3","1 Hr","Valid","Moderate",16.3,"20-12-2019",24,6,"Cloudy",83,10,"Cloudy","Low","Humid"
20,12,2019,4,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:04:00:00",63,19,"UG/M3","1 Hr","Valid","Moderate",17.6,"20-12-2019",24,6,"Cloudy",83,10,"Cloudy","Low","Humid"
20,12,2019,5,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:05:00:00",70,25,"UG/M3","1 Hr","Valid","Moderate",21,"20-12-2019",24,7,"Partly cloudy",84,10,"Partly cloudy","Medium","Humid"
20,12,2019,6,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:06:00:00",73,24,"UG/M3","1 Hr","Valid","Moderate",22.4,"20-12-2019",24,7,"Partly cloudy",84,10,"Partly cloudy","Medium","Humid"
20,12,2019,7,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:07:00:00",85,34,"UG/M3","1 Hr","Valid","Moderate",28.3,"20-12-2019",26,7,"Partly cloudy",76,10,"Partly cloudy","Medium","Humid"
20,12,2019,8,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:08:00:00",121,59,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",43.6,"20-12-2019",28,7,"Sunny",68,10,"Sunny","Medium","Humid"
20,12,2019,9,"Ho Chi Minh City","PM2.5 - Principal","20DEC19:09:00:00",147,65,"UG/M3","1 Hr","Valid","Unhealthy for Sensitive Groups",54.3,"20-12-2019",30,7,"Sunny",60,10,"Sunny","Medium","Normal"
20,12,2020,0,"Ho Chi Minh City","PM2.5 - Principal","20DEC20:00:00:00",54,14,"UG/M3","1 Hr","Valid","Moderate",13.6,"20-12-2020",25,11,"Partly cloudy",76,10,"Partly cloudy","High","Humid"
