Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 01:00 PM,2017,12,02,13,38.5,108,Unhealthy for Sensitive Groups,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 02:00 PM,2017,12,02,14,33.7,96,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 03:00 PM,2017,12,02,15,31.8,92,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 04:00 PM,2017,12,02,16,35.4,100,Moderate,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 05:00 PM,2017,12,02,17,44.7,124,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 06:00 PM,2017,12,02,18,49.3,135,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 07:00 PM,2017,12,02,19,48.1,132,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 08:00 PM,2017,12,02,20,39.5,111,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 09:00 PM,2017,12,02,21,36.2,103,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 10:00 PM,2017,12,02,22,32.1,93,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-02 11:00 PM,2017,12,02,23,33.5,96,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 12:00 AM,2017,12,03,00,43.7,121,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 01:00 AM,2017,12,03,01,38.4,108,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 02:00 AM,2017,12,03,02,34.8,99,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 03:00 AM,2017,12,03,03,36.3,103,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 04:00 AM,2017,12,03,04,50.1,137,Unhealthy for Sensitive Groups,64.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 05:00 AM,2017,12,03,05,44.0,122,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 06:00 AM,2017,12,03,06,51.0,139,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 07:00 AM,2017,12,03,07,53.5,145,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 08:00 AM,2017,12,03,08,53.7,146,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 09:00 AM,2017,12,03,09,51.3,140,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 10:00 AM,2017,12,03,10,54.6,148,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 11:00 AM,2017,12,03,11,40.3,113,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 12:00 PM,2017,12,03,12,36.1,102,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 01:00 PM,2017,12,03,13,30.0,89,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 02:00 PM,2017,12,03,14,25.5,79,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 03:00 PM,2017,12,03,15,26.2,81,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 04:00 PM,2017,12,03,16,25.6,79,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 05:00 PM,2017,12,03,17,28.3,85,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 06:00 PM,2017,12,03,18,30.1,89,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 07:00 PM,2017,12,03,19,28.0,84,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 08:00 PM,2017,12,03,20,30.0,89,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 09:00 PM,2017,12,03,21,34.5,98,Moderate,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 10:00 PM,2017,12,03,22,22.7,73,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-03 11:00 PM,2017,12,03,23,26.8,82,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 12:00 AM,2017,12,04,00,31.9,93,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 01:00 AM,2017,12,04,01,33.9,97,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 02:00 AM,2017,12,04,02,38.9,109,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 03:00 AM,2017,12,04,03,31.4,92,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 04:00 AM,2017,12,04,04,31.2,91,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 05:00 AM,2017,12,04,05,31.1,91,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 06:00 AM,2017,12,04,06,38.5,108,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 07:00 AM,2017,12,04,07,36.7,104,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 08:00 AM,2017,12,04,08,34.8,99,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 09:00 AM,2017,12,04,09,30.9,91,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 10:00 AM,2017,12,04,10,22.9,74,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 11:00 AM,2017,12,04,11,25.4,79,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 12:00 PM,2017,12,04,12,36.2,103,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 01:00 PM,2017,12,04,13,31.1,91,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 02:00 PM,2017,12,04,14,24.0,76,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 03:00 PM,2017,12,04,15,27.5,83,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 04:00 PM,2017,12,04,16,29.2,87,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 05:00 PM,2017,12,04,17,22.6,73,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 06:00 PM,2017,12,04,18,26.8,82,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 07:00 PM,2017,12,04,19,22.4,73,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 08:00 PM,2017,12,04,20,30.7,90,Moderate,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 09:00 PM,2017,12,04,21,30.3,89,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 10:00 PM,2017,12,04,22,27.6,84,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-04 11:00 PM,2017,12,04,23,29.3,87,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 12:00 AM,2017,12,05,00,24.1,76,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 01:00 AM,2017,12,05,01,23.5,75,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 02:00 AM,2017,12,05,02,37.7,106,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 03:00 AM,2017,12,05,03,47.4,130,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 04:00 AM,2017,12,05,04,49.7,136,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 05:00 AM,2017,12,05,05,43.8,121,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 06:00 AM,2017,12,05,06,44.9,124,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 07:00 AM,2017,12,05,07,55.9,151,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 08:00 AM,2017,12,05,08,53.9,146,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 09:00 AM,2017,12,05,09,59.9,153,Unhealthy,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 10:00 AM,2017,12,05,10,62.5,155,Unhealthy,65.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 11:00 AM,2017,12,05,11,58.2,152,Unhealthy,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 12:00 PM,2017,12,05,12,50.1,137,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 01:00 PM,2017,12,05,13,41.0,115,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 02:00 PM,2017,12,05,14,42.0,117,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 03:00 PM,2017,12,05,15,51.5,140,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 04:00 PM,2017,12,05,16,49.2,135,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 05:00 PM,2017,12,05,17,37.1,105,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 06:00 PM,2017,12,05,18,28.5,85,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 07:00 PM,2017,12,05,19,33.2,95,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 08:00 PM,2017,12,05,20,34.6,98,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 09:00 PM,2017,12,05,21,46.8,129,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 10:00 PM,2017,12,05,22,40.9,114,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-05 11:00 PM,2017,12,05,23,37.4,106,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 12:00 AM,2017,12,06,00,43.7,121,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 01:00 AM,2017,12,06,01,41.8,117,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 02:00 AM,2017,12,06,02,38.4,108,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 03:00 AM,2017,12,06,03,42.7,119,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 04:00 AM,2017,12,06,04,40.3,113,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 05:00 AM,2017,12,06,05,48.6,133,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 06:00 AM,2017,12,06,06,60.3,153,Unhealthy,72.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 07:00 AM,2017,12,06,07,64.6,156,Unhealthy,69.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 08:00 AM,2017,12,06,08,72.8,160,Unhealthy,81.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 09:00 AM,2017,12,06,09,72.8,160,Unhealthy,985.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 10:00 AM,2017,12,06,10,95.6,172,Unhealthy,107.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 11:00 AM,2017,12,06,11,94.7,171,Unhealthy,94.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 12:00 PM,2017,12,06,12,79.3,163,Unhealthy,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 01:00 PM,2017,12,06,13,71.4,159,Unhealthy,64.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 02:00 PM,2017,12,06,14,63.6,155,Unhealthy,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 03:00 PM,2017,12,06,15,41.6,116,Unhealthy for Sensitive Groups,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 04:00 PM,2017,12,06,16,29.2,87,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 05:00 PM,2017,12,06,17,33.1,95,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 06:00 PM,2017,12,06,18,37.5,106,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 07:00 PM,2017,12,06,19,29.2,87,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 08:00 PM,2017,12,06,20,24.6,77,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 09:00 PM,2017,12,06,21,27.3,83,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 10:00 PM,2017,12,06,22,24.6,77,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-06 11:00 PM,2017,12,06,23,25.3,79,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 12:00 AM,2017,12,07,00,29.1,87,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 01:00 AM,2017,12,07,01,24.0,76,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 02:00 AM,2017,12,07,02,27.0,82,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 03:00 AM,2017,12,07,03,34.5,98,Moderate,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 04:00 AM,2017,12,07,04,27.7,84,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 05:00 AM,2017,12,07,05,25.8,80,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 06:00 AM,2017,12,07,06,34.4,98,Moderate,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 07:00 AM,2017,12,07,07,46.2,127,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 08:00 AM,2017,12,07,08,59.1,153,Unhealthy,72.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 09:00 AM,2017,12,07,09,65.5,156,Unhealthy,72.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 10:00 AM,2017,12,07,10,66.7,157,Unhealthy,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 11:00 AM,2017,12,07,11,72.9,160,Unhealthy,79.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 12:00 PM,2017,12,07,12,60.4,154,Unhealthy,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 01:00 PM,2017,12,07,13,40.7,114,Unhealthy for Sensitive Groups,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 02:00 PM,2017,12,07,14,34.8,99,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 03:00 PM,2017,12,07,15,41.4,116,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 04:00 PM,2017,12,07,16,37.2,105,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 05:00 PM,2017,12,07,17,32.1,93,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 06:00 PM,2017,12,07,18,28.5,85,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 07:00 PM,2017,12,07,19,30.2,89,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 08:00 PM,2017,12,07,20,28.6,86,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 09:00 PM,2017,12,07,21,26.3,81,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 10:00 PM,2017,12,07,22,30.1,89,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-07 11:00 PM,2017,12,07,23,34.0,97,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-08 12:00 AM,2017,12,08,00,27.5,83,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-08 01:00 AM,2017,12,08,01,31.2,91,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-08 02:00 AM,2017,12,08,02,44.6,123,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-12-08 03:00 AM,2017,12,08,03,50.3,137,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
